firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
45260,3451,3451,0,0,0,1,0,0,1,2120000,0,1,0,16,1,48,0,0,0,12,0,85,0,15,-1,32,12,0,0,0,10,52,0,15,31,15,67,59,0,48,36,224001,27,2026,10,16,15,0,-1,0,2004,59,38,0,194,1,0,-1,52,96,154741,0,0,0,30,50,45,0,0,82,0,0,0,0,36,0,81546,60,37,1,-1,38,14,0,0,0,0,0,37,37,60,15,0,-1,0,1,58,3,1,1,0,0,161303,1,0,34,1,0,2,49,4,0,20,81546,0,50,0,0,0,58,2,0,55,501,3,0,0,0,2,2,0,0,30,0,4,0,52,10,0,-1,12,0,0,1
8642,45261,45261,0,0,0,0,0,5,6,50000,0,19,27,56,1,62,0,0,0,56,0,1284,0,52,-1,50,40,0,0,0,43,8,0,54,31,61,72,8,0,57,50,223101,45,2026,49,65,55,0,-1,0,17,62,61,0,180,3,0,12,48,172,154519,3,0,0,59,54,58,0,0,70,0,0,0,0,68,0,81547,10,53,1,-1,57,32,1,0,0,0,0,57,68,53,45,0,-1,0,2,12,3,0,1,0,0,160937,1,0,95,1,0,2,48,4,0,63,81547,0,5,0,1,0,49,2,0,59,503,3,0,0,0,2,2,0,0,30,0,2,0,64,54,0,-1,42,0,0,19
45262,45263,45262,45262,0,0,0,0,0,41,50501,0,5,0,45,1,58,0,0,0,60,0,583,0,40,-1,50,61,0,2,0,50,7,0,30,31,50,81,13,0,50,50,122101,50,2026,68,59,40,0,-1,0,5500,58,60,0,173,3,0,-1,65,369,155254,25,0,1,60,59,62,0,0,71,0,0,0,0,62,1,81548,14,35,1,-1,50,55,1,0,0,0,0,40,59,50,57,0,-1,0,0,14,3,0,1,0,0,160835,1,0,45,1,0,3,64,2,0,63,81548,0,13,0,1,0,61,2,0,60,502,3,0,0,0,1,0,0,0,30,0,2,0,60,25,0,-1,45,0,0,19
584,45264,45265,45265,0,0,0,0,21,31,60301,0,0,0,50,1,55,0,0,0,55,0,435,0,55,-1,60,40,0,4,0,50,7,0,35,31,55,80,8,0,55,56,123101,55,2026,60,50,50,0,-1,0,5500,55,66,0,160,0,0,14,49,42,155032,18,0,1,60,47,50,0,1,60,0,5,0,0,65,1,81549,13,45,1,-1,65,55,1,0,0,0,0,45,59,59,55,0,-1,0,0,9,3,0,1,0,0,160904,1,0,45,1,0,3,52,3,0,45,81549,0,9,0,1,0,54,3,0,57,503,3,0,0,0,4,0,0,0,30,0,9,0,63,35,0,-1,50,0,0,0
24222,45266,45266,0,0,0,0,0,0,14,2120000,0,2,0,56,1,69,0,0,0,39,0,289,0,59,-1,56,49,0,0,0,51,14,0,56,31,53,69,8,0,48,52,224001,61,2028,37,65,55,0,-1,0,2004,64,61,0,176,3,0,14,49,72,154463,10,0,0,64,52,48,0,0,73,0,1,0,0,74,0,81551,12,57,1,-1,60,54,1,0,0,0,0,48,66,58,52,0,-1,0,1,14,3,0,1,0,0,161806,1,0,18,2,0,4,52,4,0,62,81551,0,6,0,1,0,43,2,0,58,501,2,0,0,0,1,0,0,0,30,0,1,0,63,58,0,-1,46,0,0,6
10769,20103,20103,0,0,0,0,0,0,3,10101,0,21,35,34,1,55,0,0,0,38,0,544,0,64,-1,53,36,0,0,0,28,9,0,56,31,42,68,9,0,52,43,220101,36,2028,33,61,61,0,-1,0,1009,61,60,0,177,3,0,7,55,29,153534,3,0,0,66,57,29,0,0,70,0,2,0,0,71,0,81552,6,57,1,-1,60,33,1,0,0,0,0,55,62,48,50,0,-1,0,2,10,3,0,1,0,0,161204,1,0,108,1,0,2,56,4,0,63,81552,0,7,0,1,0,31,9,0,59,503,3,0,0,0,9,0,0,0,30,0,2,0,61,51,0,-1,25,0,0,21
13264,24782,24782,0,0,0,0,0,0,11,2160403,0,0,0,31,1,49,0,0,0,30,0,240,0,65,-1,35,48,0,0,0,21,9,0,55,31,31,68,12,0,49,41,220001,32,2029,28,29,64,0,-1,0,1024,40,69,0,183,3,0,7,61,315,154155,5,0,0,50,59,40,0,0,79,0,2,0,0,55,0,81557,15,61,1,-1,50,27,1,0,0,0,0,56,65,38,60,0,-1,0,0,6,9,0,1,0,0,161760,1,0,136,2,0,2,67,4,0,55,81557,0,9,0,1,0,30,9,0,59,500,3,0,0,0,1,0,0,0,30,0,2,0,67,60,0,-1,29,0,0,0
32430,45267,45267,0,0,0,0,0,0,35,2150301,0,0,16,55,1,84,0,0,0,58,0,1061,0,21,12,54,47,0,0,0,56,13,0,18,31,51,79,8,0,55,59,220001,66,2026,52,68,26,0,-1,0,1004,67,72,0,188,1,0,27,67,325,155154,23,0,0,64,57,57,0,1,77,0,0,0,0,69,0,81558,7,24,1,-1,58,34,3,0,0,0,0,33,77,56,39,0,-1,0,0,8,9,0,1,0,0,161776,1,0,17,2,0,4,61,2,0,55,81558,0,7,0,2,0,54,5,0,62,500,3,0,0,0,4,0,0,0,30,0,4,0,74,24,0,-1,45,0,0,0
45268,13948,45269,45269,0,0,0,0,0,41,60201,0,4,0,41,1,77,0,0,0,61,0,82,0,22,-1,39,71,0,0,0,61,7,0,12,31,38,72,13,0,52,52,220101,47,2027,66,61,20,0,-1,0,1019,62,84,0,184,4,0,-1,72,100,153547,25,0,0,62,63,69,0,0,78,0,6,0,0,61,0,81560,6,22,1,-1,48,41,1,0,0,0,0,32,78,44,68,0,-1,0,0,6,3,0,1,0,8,161770,1,0,136,1,0,3,81,3,0,66,81560,0,13,0,1,0,65,10,0,64,501,4,0,0,0,9,1,0,0,30,0,1,0,81,13,0,-1,47,0,0,0
45270,25486,25486,0,0,0,0,0,0,3,2150301,0,21,16,44,1,68,0,0,0,38,0,650,0,52,-1,51,40,0,0,0,36,5,0,59,31,56,73,14,0,55,47,220101,34,2028,28,55,50,0,-1,0,1046,57,67,0,175,3,0,-1,54,173,155358,3,0,0,56,56,41,0,0,68,0,2,0,0,70,0,81562,14,54,1,-1,55,42,1,0,0,0,0,57,71,49,43,0,-1,0,2,5,9,0,1,0,9,161774,1,0,18,1,0,2,51,4,0,62,81562,0,7,0,1,0,33,8,0,58,503,3,0,0,0,6,0,0,0,30,0,2,0,69,57,0,-1,29,0,0,21
8642,9514,9514,0,0,0,0,0,0,11,10301,0,0,0,35,1,51,0,0,0,22,0,97,0,65,-1,28,35,0,0,0,22,12,0,57,31,29,70,7,0,48,51,220101,28,2026,18,46,57,0,-1,0,1038,49,62,0,186,3,0,3,65,86,154971,5,0,0,52,61,36,0,0,75,0,0,0,0,54,0,81564,15,60,1,-1,44,24,1,0,0,0,0,57,65,34,56,0,-1,0,0,11,9,0,1,0,7,161775,1,0,108,1,0,2,65,2,0,55,81564,0,5,0,1,0,24,10,0,58,501,3,0,0,0,10,2,0,0,30,0,5,0,63,59,0,-1,21,0,0,0
45271,45272,45273,0,0,0,0,0,0,41,80102,0,15,0,42,1,55,0,0,0,62,0,610,0,17,-1,55,58,0,3,0,66,8,0,17,31,27,76,13,0,55,48,122101,46,2028,70,69,15,0,-1,1,5523,66,73,0,175,3,0,-1,69,119,153188,25,0,0,71,65,73,0,2,62,0,2,0,0,67,1,81565,5,23,1,-1,65,49,1,0,0,0,0,65,71,50,71,0,-1,0,0,5,1,0,1,0,16,161776,1,0,36,1,0,3,79,3,0,56,81565,0,15,0,1,0,68,1,0,68,503,3,0,0,0,1,0,27,0,30,0,2,0,72,18,0,-1,48,1,0,19
26105,713,713,0,0,0,0,0,0,23,1140101,0,4,0,68,1,64,0,0,0,64,0,512,0,29,25,66,55,0,3,0,66,14,0,20,31,58,68,14,0,54,51,122101,59,2026,64,73,28,0,-1,0,5512,70,78,0,162,3,0,18,45,44,151968,12,0,1,75,44,68,0,0,58,0,2,0,0,60,1,81566,6,24,1,-1,69,59,2,0,0,0,0,42,77,64,39,0,-1,0,1,11,3,0,1,0,0,161771,1,0,95,1,0,3,51,3,0,44,81566,0,10,0,2,0,64,1,0,68,503,3,0,0,0,1,0,0,0,30,0,8,0,78,15,0,23,51,0,0,3
7268,32288,32288,0,0,0,0,0,0,35,2310101,0,0,0,56,1,77,0,0,0,57,0,110,0,38,12,43,54,0,0,0,42,12,0,34,31,47,74,5,0,49,52,220101,48,2028,56,64,40,0,-1,0,1006,62,76,0,185,3,0,27,59,315,155042,23,0,0,59,59,60,0,0,77,0,2,0,0,62,0,81567,6,39,1,-1,53,42,1,0,0,0,0,59,76,49,52,0,-1,0,0,11,9,0,1,0,0,161770,1,0,108,2,0,3,66,4,0,58,81567,0,6,0,2,0,54,8,0,58,500,3,0,0,0,8,0,0,0,30,0,4,0,76,37,0,-1,52,0,0,0
12245,45274,45274,0,0,0,0,0,0,14,10000,0,0,0,41,1,56,0,0,0,42,0,1066,0,59,-1,58,45,0,0,0,41,6,0,45,31,41,69,11,0,52,45,220001,49,2028,33,51,56,0,-1,0,1019,52,63,0,174,0,0,14,50,315,154778,10,0,0,52,53,58,0,0,75,0,0,0,0,51,0,81568,15,55,1,-1,63,42,1,0,0,0,0,59,61,53,57,0,-1,0,1,14,9,0,1,0,0,161700,1,0,103,1,0,3,56,4,0,53,81568,0,11,0,1,0,41,9,0,56,500,3,0,0,0,1,1,0,0,30,0,2,0,62,55,0,-1,35,0,0,0
45275,45276,45276,0,0,0,50,0,0,1,2190000,0,0,36,12,1,26,0,0,0,7,0,30,0,12,-1,24,16,0,0,0,9,53,0,13,31,12,72,52,0,52,29,221101,32,2028,14,8,14,0,-1,0,525,52,27,0,190,3,0,-1,75,315,154961,0,0,0,13,54,41,0,2,82,0,2,0,0,28,0,81569,54,23,1,-1,26,13,0,0,0,0,0,17,20,54,13,0,-1,0,1,56,9,0,1,0,0,161698,1,0,48,1,0,2,57,2,0,26,81569,0,54,0,0,0,56,2,0,55,500,3,0,0,0,1,1,0,0,30,0,5,0,53,12,0,-1,10,0,0,0
39729,24427,24427,0,0,0,0,0,0,7,2290501,0,0,0,52,1,62,0,0,0,57,0,194,0,65,5,63,51,0,0,0,41,10,0,66,31,61,74,7,0,64,64,220001,52,2030,44,55,60,0,-1,0,1033,60,72,0,190,3,0,16,73,49,153854,7,0,0,65,70,58,0,0,68,0,0,0,0,65,0,81573,12,66,1,-1,68,42,1,0,0,0,0,63,70,61,70,0,-1,0,2,5,3,0,1,0,7,161748,1,0,136,2,0,2,77,4,0,70,81573,0,11,0,1,0,47,9,0,68,503,3,0,0,0,9,0,0,0,30,0,5,0,71,68,0,-1,46,0,0,0
45277,5940,5940,0,0,0,0,0,0,38,2310202,0,0,0,54,1,50,0,0,0,52,0,1106,0,32,-1,48,65,0,0,0,47,7,0,26,31,51,68,11,0,37,47,221101,54,2030,62,68,30,0,-1,0,3506,61,67,0,182,0,0,16,56,315,154736,27,0,0,61,47,71,0,0,75,0,0,0,0,62,0,81578,6,31,1,-1,54,44,1,0,0,0,0,29,60,52,42,0,-1,0,0,6,9,0,1,0,0,160967,1,0,48,1,0,3,48,4,0,44,81578,0,10,0,1,0,60,2,0,57,500,3,0,0,0,1,1,0,0,30,0,1,0,64,29,0,-1,51,0,0,0
3347,45278,45278,0,0,0,0,0,0,39,10302,0,0,248,51,1,57,0,0,0,60,0,689,0,26,-1,45,59,0,0,0,49,14,0,23,31,55,59,6,0,53,57,230101,52,2028,64,66,22,0,-1,0,1008,62,71,0,187,3,0,16,72,106,150920,27,0,0,59,64,68,0,0,82,0,0,0,0,58,0,81579,14,26,1,-1,49,48,2,0,0,0,0,52,65,50,56,0,-1,0,0,9,9,0,1,0,0,161767,1,0,118,1,0,3,70,4,0,57,81579,0,11,0,2,0,61,8,0,59,502,3,0,0,0,5,2,0,0,30,0,5,0,68,20,0,-1,60,0,0,0
22226,11840,11840,0,0,0,64,0,0,1,10000,0,0,0,7,1,20,0,0,0,5,0,21,0,11,-1,15,12,0,0,0,9,48,0,8,31,10,62,51,0,45,29,223101,26,2026,8,10,11,0,-1,0,1,51,22,0,190,3,0,-1,51,101,153837,0,0,0,11,50,36,0,0,85,0,0,0,0,20,0,81580,48,21,1,-1,18,10,0,0,0,0,0,15,21,48,10,0,-1,0,1,51,9,3,1,0,0,161777,1,0,27,1,0,1,41,2,0,21,81580,0,50,0,0,0,51,3,0,50,501,3,0,0,0,1,0,0,0,30,0,5,0,48,9,0,-1,7,0,0,0
24225,45279,45279,0,0,0,0,0,0,7,60203,0,2,27,40,1,55,0,0,0,41,0,89,0,55,-1,38,38,0,0,0,32,6,0,50,31,41,64,13,0,46,38,221102,32,2026,33,54,61,0,-1,0,12,52,63,0,175,3,0,-1,49,72,153822,7,0,0,47,52,40,0,2,68,0,2,0,0,75,0,81581,5,51,1,-1,45,34,1,0,0,0,0,48,69,40,44,0,-1,0,2,8,1,0,1,0,0,161768,1,0,195,2,0,2,44,2,0,64,81581,0,11,0,1,0,34,3,0,55,501,2,0,0,0,2,0,0,0,30,0,2,0,66,48,0,-1,23,0,0,16
45280,1100,1100,0,0,0,0,0,0,41,10000,0,0,29,33,1,65,0,0,0,54,0,1070,0,24,-1,29,50,0,0,0,39,14,0,22,31,34,61,6,0,47,50,223101,43,2028,53,50,22,0,-1,0,2500,53,62,0,175,3,0,-1,61,173,154315,25,0,0,52,54,46,0,1,70,0,0,0,0,70,0,81584,7,26,1,-1,48,29,1,0,0,0,0,40,60,40,54,0,-1,0,0,9,9,0,1,0,0,161909,1,0,183,1,0,3,60,4,0,50,81584,0,6,0,1,0,48,6,0,52,503,3,0,0,0,1,2,0,0,30,0,2,0,61,23,0,-1,42,0,0,0
45281,41086,45281,0,0,0,0,0,0,38,2150301,0,0,0,53,1,72,0,0,0,54,0,176,0,28,16,48,57,0,0,0,40,9,0,19,31,55,75,8,0,51,50,223101,53,2028,55,61,26,0,-1,0,3500,61,70,0,178,3,0,23,48,378,155032,27,0,0,58,49,65,0,1,70,0,3,0,0,70,0,81588,10,26,1,-1,55,30,1,0,0,0,0,42,75,52,49,0,-1,0,0,7,9,0,1,0,8,161770,1,0,48,1,0,3,53,3,0,54,81588,0,11,0,2,0,54,2,0,58,501,3,0,0,0,2,1,9,0,30,0,2,0,72,20,0,-1,45,0,0,0
4195,26456,26456,0,0,0,0,0,0,18,2150301,1,26,0,54,1,63,0,0,0,31,0,162,0,63,-1,63,52,0,0,0,42,6,0,58,31,63,79,12,0,62,66,224001,58,2026,45,64,56,0,-1,0,4021,63,68,0,176,3,0,10,57,99,155256,14,0,0,63,56,58,0,1,66,0,6,0,0,55,0,81589,10,60,1,-1,65,39,1,0,0,0,0,56,63,61,57,0,-1,0,0,12,5,0,1,0,0,161778,1,0,34,1,0,4,61,4,0,52,81589,0,13,0,1,0,46,1,0,59,501,3,0,0,0,1,0,0,0,30,0,1,0,66,60,0,-1,41,0,0,26
25056,28207,28207,0,0,0,0,0,40,29,2150301,0,3,0,40,1,63,0,0,0,48,0,1083,0,49,18,54,44,0,0,0,38,6,0,48,31,37,68,8,0,51,49,224001,52,2028,39,49,45,0,-1,0,34,53,62,0,172,3,0,27,46,29,155594,16,0,0,53,49,41,0,2,63,0,0,0,0,65,0,81590,6,47,1,-1,56,41,2,0,0,0,0,52,63,50,42,0,-1,0,1,8,9,0,1,0,0,161851,1,0,39,1,0,2,40,2,0,55,81590,0,9,0,1,0,40,2,0,52,503,2,0,0,0,2,0,0,0,30,0,1,0,62,46,0,-1,36,0,0,3
23557,45282,23557,0,0,0,0,0,0,10,60201,0,0,0,51,1,68,0,0,0,45,0,239,0,58,-1,48,50,0,0,0,45,10,0,54,31,57,70,10,0,57,49,221101,44,2026,45,62,56,0,-1,0,1508,62,73,0,175,3,0,16,56,44,154765,7,0,0,60,56,54,0,0,66,0,2,0,0,75,0,81593,5,56,1,-1,55,41,2,0,0,0,0,54,73,51,55,0,-1,0,2,8,9,3,1,0,0,161698,1,0,53,2,0,2,65,3,0,55,81593,0,13,0,2,0,47,8,0,60,503,3,0,0,0,6,2,0,0,30,0,2,0,73,55,0,-1,44,0,0,0
10880,19872,19872,0,0,0,0,0,0,10,2150000,0,3,29,55,1,78,0,0,0,48,0,109,0,64,-1,54,48,0,0,0,46,12,0,54,31,63,76,9,0,51,62,220101,43,2026,43,57,66,0,-1,0,1015,62,74,0,175,0,0,16,57,320,154639,7,0,0,62,57,48,0,0,65,0,2,0,0,81,0,81595,6,57,1,-1,63,37,2,0,0,0,0,48,78,56,52,0,-1,0,2,8,9,0,1,0,0,161780,1,0,18,2,0,3,66,4,0,61,81595,0,13,0,2,0,45,7,0,63,501,3,0,0,0,4,2,0,0,30,0,1,0,76,50,0,-1,41,0,0,21
1618,45283,1618,1618,0,0,0,0,0,38,50501,0,0,27,49,1,51,0,0,0,49,0,71,0,32,23,40,65,0,0,0,47,7,0,22,31,51,67,7,0,41,46,220001,48,2028,57,67,29,0,-1,0,2518,64,65,0,176,3,0,25,42,379,154312,27,0,0,67,41,73,0,2,66,0,3,0,0,76,0,81597,8,29,1,-1,46,45,1,0,0,0,0,29,71,47,45,0,-1,0,0,6,9,0,1,0,0,161760,1,0,54,1,0,2,46,2,0,49,81597,0,12,0,1,0,58,6,0,57,501,3,0,0,0,4,1,0,0,30,0,1,0,68,26,0,16,51,0,0,0
6380,45284,45284,0,0,0,0,0,0,11,60401,0,6,0,22,1,49,0,0,0,35,0,677,0,59,-1,40,33,0,0,0,19,10,0,53,31,25,69,13,0,51,42,223101,33,2028,26,29,56,0,-1,0,25,40,62,0,175,3,0,-1,59,34,154864,5,0,0,48,58,40,0,0,75,0,0,0,0,61,0,81603,13,56,1,-1,51,29,1,0,0,0,0,59,59,38,56,0,-1,0,0,8,3,0,1,0,0,161698,1,0,27,1,0,3,60,3,0,55,81603,0,12,0,1,0,28,3,0,56,501,3,0,0,0,2,0,0,0,30,0,2,0,61,56,0,-1,25,0,0,6
38691,8909,8909,0,0,0,0,0,0,35,10301,0,0,35,45,1,61,0,0,0,46,0,275,0,25,-1,38,51,0,0,0,39,9,0,19,31,46,60,6,0,46,45,223101,44,2028,54,62,26,0,-1,0,1547,58,67,0,186,3,0,12,55,71,153910,23,0,0,55,48,51,0,0,77,0,0,0,0,56,0,81606,14,26,1,-1,42,38,2,0,0,0,0,35,62,43,37,0,-1,0,0,14,3,0,1,0,0,161773,1,0,104,2,0,2,46,4,0,44,81606,0,13,0,1,0,50,7,0,53,501,3,0,0,0,4,0,0,0,30,0,4,0,65,28,0,-1,49,0,0,0
37962,45285,45285,0,0,0,44,0,0,1,2120101,0,1,0,13,1,24,0,0,0,8,0,1064,0,10,-1,29,10,0,0,0,7,53,0,11,31,12,72,54,0,43,21,223101,30,2028,8,14,14,0,-1,0,4011,54,26,0,184,1,0,-1,55,95,155203,0,0,0,14,58,44,0,1,74,0,0,0,0,42,0,81614,59,24,1,-1,23,12,0,0,0,0,0,26,22,59,13,0,-1,0,1,49,2,1,1,0,0,160602,1,0,46,1,0,3,47,3,0,25,81614,0,58,0,0,0,49,2,0,54,503,3,0,0,0,3,0,0,0,30,0,1,0,53,8,0,-1,7,0,0,5
36180,444,444,0,0,0,0,0,0,18,2150301,6,0,0,63,1,76,0,0,0,60,0,1080,0,65,-1,68,56,0,0,0,58,13,0,62,31,59,74,10,0,64,65,224001,66,2027,55,65,59,0,-1,0,1521,67,68,0,183,3,0,10,79,29,154267,14,0,0,67,69,61,0,2,78,0,2,0,0,78,0,81615,15,54,1,-1,67,53,2,0,0,0,0,59,74,64,49,0,-1,0,0,13,9,0,1,0,0,161517,1,0,52,1,0,3,72,3,0,58,81615,0,14,0,1,0,57,4,0,65,503,2,0,0,0,5,0,0,0,30,0,3,0,71,39,0,-1,56,0,0,21
11207,5558,5558,0,0,0,0,0,0,38,2320301,0,0,0,54,1,63,0,0,0,54,0,3,0,17,-1,54,45,0,0,0,47,9,0,22,31,56,79,6,0,58,52,220001,57,2028,52,60,23,0,-1,0,1038,61,68,0,181,4,0,16,54,124,155101,27,0,0,61,54,57,0,2,72,0,0,0,0,68,0,81616,9,23,1,-1,58,44,1,0,0,0,0,44,67,56,54,0,-1,0,0,7,3,0,1,0,0,161780,1,0,70,1,0,3,56,4,0,60,81616,0,15,0,2,0,52,4,0,58,503,1,0,0,0,1,0,0,0,30,0,1,0,68,19,0,-1,51,0,0,0
751,45286,45286,0,0,0,0,0,0,3,2010000,0,0,287,60,1,73,0,0,0,61,0,1065,0,61,-1,60,57,0,0,0,62,11,0,59,31,64,76,12,0,64,62,223101,58,2027,45,64,60,0,-1,0,526,65,77,0,175,3,0,12,60,123,154618,3,0,0,66,63,69,0,2,68,0,3,0,0,65,0,81620,11,59,1,-1,63,59,1,0,0,0,0,66,79,61,57,0,-1,0,2,10,9,0,1,0,0,161698,1,0,52,1,0,3,72,3,0,65,81620,0,6,0,1,0,55,5,0,65,503,3,0,0,0,4,0,0,0,30,0,1,0,78,57,0,-1,52,0,0,21
37962,45287,45287,0,0,0,0,0,0,41,2090102,0,4,0,38,1,58,0,0,0,65,0,1072,0,18,-1,45,59,0,0,0,49,13,0,18,31,34,82,7,0,58,57,221102,56,2028,64,55,15,0,-1,0,41,57,69,0,193,3,0,-1,71,29,155488,25,0,0,61,67,62,0,2,78,0,0,0,0,55,0,81621,9,23,1,-1,56,38,1,0,0,0,0,55,72,48,62,0,-1,0,0,6,2,3,1,0,0,161806,1,0,24,1,0,3,76,4,0,66,81621,0,13,0,1,0,60,1,0,62,503,2,0,0,0,3,2,0,0,30,0,4,0,70,20,0,-1,55,0,0,5
45288,12378,12378,0,0,0,0,0,0,14,1160101,0,16,0,34,1,59,0,0,0,43,0,645,0,54,5,56,36,0,0,0,34,12,0,54,31,40,76,8,0,52,47,224001,52,2027,30,49,54,0,-1,0,546,52,64,0,186,3,0,14,60,136,155031,10,0,0,55,58,46,0,0,76,0,0,0,0,56,0,81623,11,52,1,-1,58,35,1,0,0,0,0,58,62,51,46,0,-1,0,1,10,1,0,1,0,0,161781,1,0,13,1,0,3,56,2,0,53,81623,0,6,0,1,0,35,2,0,56,501,3,0,0,0,5,0,0,0,30,0,5,0,63,51,0,-1,29,0,0,16
16482,45289,16482,16482,0,0,0,0,24,6,10000,0,3,0,67,1,73,0,0,0,58,0,606,0,74,-1,58,48,0,3,0,26,5,0,66,31,69,81,10,0,68,65,123101,48,2028,23,68,77,0,-1,0,7041,69,73,0,168,3,0,12,72,40,152954,3,0,0,69,75,47,0,1,66,0,2,0,0,78,1,81625,6,72,1,-1,74,38,2,0,0,0,0,68,75,63,75,0,-1,0,2,8,3,0,1,0,0,161778,1,0,54,1,0,3,83,3,0,83,81625,0,13,0,2,0,32,3,0,75,501,3,0,0,0,4,0,0,0,30,0,8,0,74,70,0,-1,27,0,0,0
32447,45290,45290,0,0,0,0,0,0,43,2010201,5,21,0,47,1,52,0,0,0,58,0,1061,0,42,-1,59,54,0,0,0,54,12,0,42,31,38,74,13,0,55,47,220001,47,2030,59,58,37,0,-1,0,608,57,64,0,177,3,0,18,56,72,154522,25,0,0,57,58,61,0,0,72,0,0,0,0,70,0,81626,7,42,1,-1,63,41,1,0,0,0,0,52,67,52,59,0,-1,0,0,10,9,0,1,0,0,161760,1,0,129,1,0,2,63,4,0,64,81626,0,6,0,1,0,58,2,0,59,501,3,0,0,0,2,0,0,0,30,0,2,0,65,38,0,-1,48,0,0,20
45291,45292,45292,0,0,0,49,0,0,1,2310101,0,20,0,14,1,30,0,0,0,9,0,510,0,19,-1,23,18,0,0,0,13,53,0,14,31,17,75,58,0,52,35,122101,48,2026,15,11,15,0,-1,0,10505,58,21,0,170,1,0,-1,38,124,155702,0,0,0,18,55,43,0,1,60,0,0,0,0,51,1,81627,57,23,1,-1,27,14,0,0,0,0,0,32,24,57,16,0,-1,0,1,56,3,0,1,0,0,161895,1,0,21,1,0,3,36,4,0,26,81627,0,55,0,0,0,56,2,0,56,503,3,0,0,0,3,0,0,0,30,0,8,0,53,12,0,-1,9,0,0,20
26262,9078,9078,0,0,0,0,0,0,11,60401,0,6,287,29,1,38,0,0,0,31,0,1078,0,66,-1,33,47,0,0,0,26,13,0,61,31,36,73,13,0,60,59,223101,29,2026,30,36,61,0,-1,0,529,41,54,0,190,3,0,-1,79,431,154368,5,0,0,44,68,45,0,0,84,0,2,0,0,38,0,81629,11,63,1,-1,47,30,1,0,0,0,0,57,59,37,67,0,-1,0,0,10,2,0,1,0,0,161517,1,0,52,1,0,2,76,2,0,54,81629,0,12,0,1,0,33,2,0,63,502,3,0,0,0,1,0,0,0,30,0,4,0,56,60,0,-1,28,0,0,6
45293,45294,45294,0,0,0,0,0,0,11,50401,0,21,27,29,1,44,0,0,0,29,0,691,0,57,-1,29,35,0,0,0,23,7,0,54,31,22,76,8,0,42,39,220001,25,2029,24,27,53,0,-1,0,5003,33,66,0,198,0,0,-1,91,317,155096,5,0,0,33,75,35,0,1,90,0,0,0,0,55,0,81630,6,55,1,-1,37,27,1,0,0,0,0,44,55,30,55,0,-1,0,0,10,9,0,1,0,0,161750,1,0,101,1,0,2,75,3,0,66,81630,0,12,0,1,0,27,9,0,56,500,3,0,0,0,9,1,0,0,30,0,5,0,61,55,0,-1,21,0,0,21
45295,45296,45296,0,0,0,0,0,0,14,2310403,0,19,0,45,1,55,0,0,0,50,0,1061,0,58,-1,56,44,0,0,0,43,11,0,60,31,45,74,13,0,62,50,223101,61,2028,39,51,57,0,-1,0,42,53,67,0,176,1,0,14,46,145,155187,10,0,0,52,50,50,0,1,70,0,0,0,0,60,0,81634,11,57,1,-1,59,41,1,0,0,0,0,61,64,55,41,0,-1,0,1,6,9,0,1,0,0,161903,1,0,4,2,0,2,42,2,0,51,81634,0,10,0,1,0,43,3,0,58,501,3,0,0,0,2,0,0,0,30,0,2,0,66,58,0,-1,41,0,0,19
