starrating,firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,facepsdlayer0,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,isrewardable,skinmakeup,trait1vweak,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,islicensed,teamid,trait1vequal,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,facepsdlayer1,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,trait1vstrong,accessorycolourcode2,facialhaircolorcode
2.0,Gabriel,Gabi,Fernández Arenas,2150301,6,0,246,77877,0,140,3,0,232001,0,0,1514,181,5509,146366,0,0,132112,75,0,2,0,146954,2,0,1,244,132112,9,0,0,0,0,45,0,0,0,2,5525,0,1,0,0,81,161592,270352,0,21
3.0,,,,60101,0,20,243,273848,0,25,3,0,223101,0,0,26,180,5509,145139,0,0,132232,75,0,2,0,26538,2,0,0,245,132232,2,0,0,0,0,34,0,0,0,2,5566,4,2,0,0,82,161698,270472,0,4
3.0,,,,60101,0,23,287,73011,0,656,3,0,223101,0,0,2031,187,5511,145139,0,0,132226,75,0,2,0,26541,1,0,0,246,139394,6,0,0,0,0,34,0,0,0,1,5714,0,1,0,0,85,161570,266370,0,22
4.0,,,,40102,0,0,251,250295,0,0,3,0,250101,0,1,3516,175,5527,145139,0,0,132232,75,0,0,0,26544,2,0,0,247,132232,9,0,0,300,0,34,0,0,0,2,5566,4,2,0,0,82,160967,270472,0,9
2.5,Maximilian,,Ritscher,60000,0,6,287,78236,0,184,0,0,232201,0,0,4003,187,5527,150204,0,0,4195456,75,0,2,0,78236,2,0,1,252,525440,2,0,0,0,1,4,0,0,0,2,5728,0,1,0,0,85,161628,532608,0,3
3.0,Peter,,Stöger,60101,1,4,287,152227,0,114,0,0,261001,0,1,36,176,5509,140067,0,0,263425,70,0,2,0,152227,1,0,1,254,4195585,2,0,0,300,1,4,0,0,0,1,5566,0,2,0,0,82,161669,532737,0,9
2.0,Stephan,,Helm,60201,0,0,246,75597,0,0,0,0,242102,0,0,1500,182,5511,146275,0,0,263168,75,0,2,0,75597,2,0,1,256,4195328,2,0,0,0,1,4,0,0,0,2,5729,0,1,0,0,82,161333,532480,0,0
3.0,Gonzalo Manuel,Gonzalo García,García-García,2150000,0,3,251,249491,0,165,0,0,233101,0,0,3512,185,5532,146461,0,0,270336,75,0,2,0,249491,4,0,1,263,4198400,2,0,0,0,1,45,0,0,0,4,5522,0,4,0,0,84,161680,526336,0,3
3.0,Jindřich,,Trpišovský,1360000,0,22,245,249675,0,290,0,0,250101,0,0,57,180,5527,143676,0,0,132480,75,0,3,0,249675,2,0,1,266,270720,1,0,0,0,1,12,0,0,0,2,5566,0,1,0,0,82,159140,4198784,0,23
3.0,Brian,,Priske,40101,0,23,287,252928,0,161,0,0,250101,0,0,2508,188,5557,144118,0,0,263297,75,0,2,0,252928,2,0,1,267,4202625,1,1,0,0,1,13,0,0,0,2,5718,0,1,0,0,85,161698,528513,0,23
2.0,Steve,,Cooper,2080401,0,4,0,251137,0,290,1,0,242101,0,0,17,182,5509,145058,0,0,270404,75,1,2,0,251137,1,0,1,269,4198468,2,0,0,0,0,50,0,0,0,1,5551,0,3,0,0,82,161768,526404,0,1
2.0,Kent,,Nielsen,2150101,0,9,255,249849,0,698,0,0,253101,0,0,2515,192,5511,138502,0,0,4195328,75,0,2,0,249849,3,0,1,270,525312,1,1,0,0,1,13,0,0,0,3,5520,0,2,0,0,86,159506,532480,0,9
2.5,Jakob,,Poulsen,60201,0,6,251,70773,0,160,0,0,232101,0,0,47,181,5532,146363,0,0,4202568,75,0,2,0,70773,2,0,1,271,528456,2,0,0,0,1,13,0,0,0,2,5707,0,2,0,0,82,161687,526408,0,6
2.5,Alexander,,Zorniger,2150000,6,9,287,248943,0,655,0,0,253101,0,0,1510,182,5553,140612,0,0,270464,75,0,2,0,248943,2,0,1,272,4198528,8,1,0,0,1,21,0,0,0,2,5567,0,1,0,0,83,161667,526464,0,8
3.0,Marko,,Nikolić,60101,0,6,287,256773,0,0,0,0,221102,0,0,4019,170,5505,144915,0,0,270592,75,0,2,0,256773,2,0,1,278,4198656,4,0,0,0,1,51,0,0,0,2,5505,0,2,0,0,89,161668,526592,0,15
3.0,José Luis,Mendilibar,Mendilibar,1140401,0,9,0,241378,0,292,3,0,260101,0,0,25,174,5507,138213,0,0,132417,69,1,2,0,241378,4,0,1,280,270657,4,0,0,0,0,45,0,0,0,4,5522,4,1,0,0,88,161192,4198721,0,23
2.0,,,,60101,0,6,287,262532,0,682,3,0,223101,0,0,4004,183,5555,145139,0,0,4202504,75,0,2,0,26539,2,0,0,294,528392,1,0,0,0,0,18,0,0,0,2,5718,4,1,0,0,82,161375,526344,0,3
2.0,Alfred,,Johansson,60201,0,6,259,279614,0,181,0,0,232201,0,0,4013,182,5511,148988,0,0,263169,75,0,2,0,279614,1,0,1,298,4195329,2,0,0,0,1,46,0,0,0,1,5520,0,1,0,0,81,161133,532481,0,3
3.0,Bjarte Lunde,,Aarsheim,2080000,0,23,251,249057,0,151,0,0,242102,0,0,2019,177,5511,143267,0,0,263432,75,0,2,0,249057,2,0,1,300,4195592,7,0,0,0,1,36,0,0,0,2,5510,0,4,0,0,81,160056,532744,0,22
1.0,Patryk,,Czubak,60201,0,5,289,77538,0,681,0,0,232101,0,0,3513,180,5510,149933,0,0,263169,75,0,2,0,77538,2,0,1,301,4202497,2,0,0,0,1,37,0,0,0,2,5510,0,2,0,0,82,161754,528385,0,19
1.0,Alan,,Reynolds,2150101,6,23,287,149774,0,297,0,0,252102,0,0,1510,177,5511,143051,0,0,263298,82,0,2,0,149774,2,0,1,305,4202626,1,0,0,0,1,25,0,0,0,2,5510,0,4,0,0,83,161236,528514,0,23
1.5,Stephen,,Bradley,2290000,6,0,245,169187,0,70,0,0,240201,0,0,1520,170,5509,146864,0,0,66688,63,0,2,0,169187,1,0,1,306,66688,2,0,0,0,1,25,0,0,0,1,5510,0,1,0,0,88,158549,139392,0,9
2.5,Mirel,,Rădoi,60101,0,22,253,254538,0,123,0,0,242201,0,0,2017,177,5509,145526,0,0,132240,75,0,2,0,254538,2,0,1,308,132240,5,1,0,0,1,39,0,0,0,2,5508,0,3,0,0,81,161544,270480,0,23
2.0,Constantin,,Gâlcă,2090101,6,22,287,249154,0,160,0,0,252102,0,0,4006,178,5511,142225,0,0,132225,75,0,2,0,249154,4,0,1,310,132225,3,0,0,0,1,39,0,0,0,4,5507,0,3,0,0,81,161670,270465,0,3
2.5,Stefan,,Billborn,2320101,0,5,287,250518,0,122,0,0,242201,0,0,4004,177,5511,142477,0,0,263424,75,0,1,0,250518,1,0,1,319,4202752,2,1,0,0,1,46,0,0,0,1,5710,0,1,0,0,82,161327,528640,0,1
3.5,Henrik,,Rydström,40101,0,5,243,47178,0,0,0,0,242201,0,0,30,177,5560,143665,0,0,66688,72,0,2,0,47178,1,0,1,320,66688,1,1,0,0,1,46,0,0,0,1,5718,0,1,0,0,82,160755,139392,0,6
1.5,Johan,,Lindholm,60201,0,5,243,74918,0,65,0,0,232101,0,0,3,181,5509,148079,0,0,4195328,75,0,2,0,74918,2,0,1,321,532480,2,0,0,0,1,46,0,0,0,2,5569,0,3,0,0,82,161390,528384,0,26
2.0,Gerald,,Scheiblehner,2160102,0,9,259,275685,0,289,0,0,242201,0,0,1553,181,5511,144040,0,0,4202560,75,0,2,0,275685,3,0,1,322,528448,8,0,0,0,1,4,0,0,0,3,5728,0,4,0,0,82,161690,526400,0,22
2.0,Jocelyn,,Gourvennec,2150301,6,23,255,30193,0,682,0,0,232001,0,1,2016,183,5558,142239,0,0,270336,77,0,2,0,30193,4,0,1,324,4198400,5,0,0,300,1,18,0,0,0,4,5508,0,4,0,0,82,161118,526336,0,22
3.5,Okan,,Buruk,2150301,7,0,251,250192,0,122,0,0,244101,0,0,2517,170,5530,140788,0,0,66689,75,0,1,0,250192,2,0,1,325,66689,4,0,0,0,1,48,0,0,0,2,5500,0,4,0,0,88,160593,139393,0,22
3.0,Domenico,,Tedesco,2010101,0,0,255,249271,0,122,0,0,241101,0,0,608,177,5529,147252,0,0,132224,75,0,6,0,249271,1,0,1,326,263296,5,0,0,0,1,21,0,0,0,1,5524,0,1,0,0,81,161768,4202624,0,0
3.0,Sergen,,Yalçın,1130000,0,5,38,250477,0,297,0,0,250101,0,0,2512,176,5511,142436,0,0,132240,75,0,2,0,250477,1,0,1,327,132240,1,1,0,0,1,48,0,0,0,1,5568,0,3,0,0,83,161758,270480,0,6
3.0,Eusebio,,Di Francesco,2120101,0,2,58,1212,0,160,0,0,252102,0,1,2515,178,5557,141313,0,0,270464,71,0,2,0,1212,3,0,1,347,4198528,8,1,0,300,1,27,0,0,0,3,5507,0,4,0,0,82,161698,526464,0,2
1.5,,,,60101,0,23,0,255945,0,1068,1,0,223101,0,0,4016,191,5511,145139,0,0,263424,75,0,2,0,26540,2,0,0,361,4202752,1,0,0,0,0,14,0,0,0,2,5510,0,2,0,0,85,161280,528640,0,5
3.5,,,,60101,0,24,243,272892,0,72,3,0,223101,0,0,1533,188,5509,145139,0,0,132248,75,0,2,0,26537,2,0,0,378,139416,1,0,0,0,0,18,0,0,0,2,5506,0,2,0,0,84,160788,266392,0,24
3.0,,,,2190101,0,15,0,269595,0,117,3,0,242101,0,0,66,186,5509,145139,0,0,270352,75,0,0,0,26539,1,0,0,379,4198416,1,0,0,0,0,7,0,0,0,1,5715,4,2,0,0,85,161685,526352,0,1
1.0,,,,60101,7,17,40,76622,0,0,1,0,232101,0,0,4018,183,5527,145139,0,0,270592,75,0,1,0,26540,1,0,0,381,4198656,1,0,0,0,0,14,0,0,0,1,5551,0,1,0,0,83,161536,526592,0,17
2.5,,,,30301,0,0,0,63009,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,132160,75,0,0,0,26537,2,0,0,383,132160,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,270400,0,0
3.0,Răzvan,,Lucescu,2150101,6,23,287,250354,0,141,0,0,252102,0,0,2515,179,5548,141110,0,0,132112,75,0,2,0,250354,4,0,1,393,132112,6,1,0,0,1,39,0,0,0,4,5505,0,4,0,0,82,160237,270352,0,0
3.0,Per-Mathias,,Høgmo,60201,0,8,253,250286,0,26,0,0,263205,0,0,2016,179,5511,137744,0,0,263172,75,0,2,0,250286,3,0,1,417,4195332,2,0,0,0,1,36,0,0,0,3,5718,0,3,0,0,83,161525,532484,0,23
2.0,Jørgen,,Vik,60201,0,6,253,279923,0,43,0,0,234101,0,0,4013,176,5509,148848,0,0,270336,75,0,2,0,279923,2,0,1,418,4198400,2,0,0,0,1,36,0,0,0,2,5707,0,2,0,0,82,161158,526336,0,6
1.5,Michal,,Gašparík,2150000,0,0,243,79050,0,218,0,0,242101,0,0,6,179,5578,145798,0,0,263168,75,0,2,0,79050,3,0,1,420,4195328,3,0,0,0,1,43,0,0,0,3,5717,0,1,0,0,81,161698,532480,0,0
0.5,Gerard,,Nash,60201,0,0,287,78885,0,1282,0,0,242101,0,0,15,185,5511,147463,0,0,4195648,75,0,2,0,78885,2,0,1,422,532800,1,0,0,0,1,25,0,0,0,2,5566,0,2,0,0,84,161651,528704,0,0
1.5,Stephen,,Kenny,40101,0,8,0,250535,0,1282,0,0,252102,0,0,3501,175,5509,142095,0,0,132242,75,0,2,0,250535,1,0,1,423,132242,8,0,0,0,1,25,0,0,0,1,5715,0,3,0,0,81,161287,270482,0,5
3.0,Mikkjal,,Thomassen,60201,0,23,0,70772,0,176,0,0,252102,0,0,58,180,5557,143630,0,0,132352,75,0,2,0,70772,2,0,1,433,132352,10,0,0,0,1,16,0,0,0,2,5523,0,2,0,0,82,161348,270592,0,6
3.0,Fatih,,Tekke,50101,0,6,243,143294,0,277,0,0,251101,0,0,30,178,5527,144236,0,0,132161,75,0,2,0,143294,2,0,1,436,132161,6,0,0,0,1,48,0,0,0,2,5569,0,4,0,0,82,161586,270401,0,6
1.0,Tiernan,,Lynch,60201,0,23,45,75798,0,67,0,0,232001,0,0,3513,178,5511,143668,0,0,263298,75,0,2,0,75798,2,0,1,445,4202626,6,0,0,0,1,35,0,0,0,2,5510,0,2,0,0,82,161475,528514,0,23
4.0,Ernesto,Ernesto Valverde,Valverde Tejedor,2090401,0,23,0,249332,0,230,3,0,260101,0,0,2000,169,5529,139275,0,0,132224,75,0,2,0,249332,4,0,1,448,270464,7,0,0,0,0,45,0,0,0,3,5713,0,1,0,0,87,161349,4198528,0,23
4.0,Manuel,,Pellegrini,2290101,0,9,287,168384,0,229,0,0,253101,0,0,1501,184,5509,135477,0,0,132096,80,0,2,0,168384,2,0,1,449,132096,2,0,0,0,1,55,0,0,0,2,5534,0,3,0,0,82,159903,270336,0,23
3.0,Claudio,Claudio Giráldez,Giráldez González,30101,0,0,251,71542,0,0,0,0,232101,0,0,42,185,5509,148056,0,0,132234,75,0,2,0,71542,3,0,1,450,132234,3,0,0,0,0,45,0,0,0,3,5505,4,4,0,0,85,161222,270474,0,0
2.5,José Manuel,Manolo González,González Álvarez,60201,0,9,245,71533,0,0,0,0,232201,0,0,4021,176,5509,144728,0,0,4202496,75,0,2,0,71533,4,0,1,452,528384,5,1,0,0,0,45,0,0,0,3,5567,4,4,0,0,83,161222,526336,0,23
3.0,Jagoba,Jagoba Arrasate,Arrasate Elustondo,60401,0,19,259,172720,0,150,3,0,244101,0,0,3513,169,5552,144461,0,0,132424,72,0,2,0,172720,2,0,1,453,139592,7,0,0,0,0,45,0,0,0,4,5566,0,1,0,0,88,161349,266568,0,6
2.5,José Alberto,José Alberto,López Menéndez,2320101,0,9,243,249745,0,0,0,0,242101,0,0,1521,175,5558,145951,0,0,270336,75,0,2,0,249745,3,0,1,456,4198400,7,0,0,0,1,45,0,0,0,3,5507,0,4,0,0,83,160767,526336,0,9
2.5,Sergio,Sergio Francisco,Ramos,1360101,0,23,288,79668,0,150,0,0,243101,0,0,29,180,5520,144792,0,0,132096,75,0,2,0,79668,4,0,1,457,132096,9,0,0,0,1,45,0,0,0,4,5520,0,4,0,0,82,161698,270336,0,22
2.5,Asier,Asier Garitano,Garitano,2120101,6,0,287,249029,0,147,0,0,232001,0,0,4013,169,5509,141402,0,0,263296,75,0,2,0,249029,1,0,1,459,4195456,4,0,0,0,1,45,0,0,0,1,5566,0,2,0,0,88,161614,532608,0,0
3.0,Carlos,Carlos Corberán,Corberán Valle,2150000,0,0,252,257433,0,693,1,0,242201,0,0,1526,188,5558,146272,0,0,132241,75,0,2,0,257433,2,0,1,461,270481,4,1,0,0,0,45,0,0,0,2,5520,2,1,0,0,85,160718,4198545,0,0
3.0,Guillermo,,Almada Alves,2150000,6,23,287,79445,0,59,0,0,250101,0,0,1502,175,5529,141231,0,0,4202496,75,0,2,0,79445,4,0,1,462,528384,9,1,0,0,1,60,0,0,0,4,5580,0,4,0,0,82,161698,526336,0,0
3.5,Eduardo,,Coudet,2150301,0,3,259,138814,0,291,0,0,243101,0,0,1506,178,5558,143143,0,0,270401,73,0,2,0,138814,2,0,1,463,4198465,3,1,0,0,1,52,0,0,0,2,5508,0,4,0,0,82,161488,526401,0,23
2.5,Beñat,Beñat San José,San José Gil,60201,0,0,255,249047,0,191,0,0,243101,0,0,30,180,5504,144981,0,0,263302,75,0,2,0,249047,2,0,1,467,4195462,3,0,0,0,1,45,0,0,0,2,5501,0,2,0,0,82,161564,532614,0,0
3.0,Eder,Eder Sarabia,Sarabia Armesto,60301,0,22,245,269896,0,179,0,0,243101,0,0,26,179,5530,145350,0,0,270408,75,0,2,0,269896,4,0,1,468,4198472,3,0,0,0,1,45,0,0,0,4,5526,0,4,0,0,82,161333,526408,0,22
2.0,Luis,Luis García,García Fernández,60201,0,6,251,275030,0,65,0,0,243101,0,0,34,180,5510,145482,0,0,263188,75,0,2,0,275030,4,0,1,472,4195348,2,0,0,0,1,45,0,0,0,4,5715,0,4,0,0,81,161706,532500,0,3
2.5,Alessio,,Lisci,2150000,0,3,246,265765,0,54,0,0,232201,0,0,3510,172,5557,147214,0,0,135296,75,0,3,0,265765,4,0,1,479,264320,8,0,0,0,1,27,0,0,0,4,5718,0,4,0,0,88,161698,4196480,0,3
3.0,Iñigo,Iñigo Pérez,Pérez Soto,2150401,0,6,0,71048,0,93,4,0,232101,0,0,2004,178,5526,148019,0,0,132098,75,0,2,0,71048,2,0,1,480,139266,4,0,0,0,0,45,0,0,0,1,5565,4,3,0,0,81,161195,266242,0,0
3.0,Matías,,Almeyda,1140101,0,3,0,4784,0,10,0,0,250101,0,0,68,174,5707,142878,0,0,132104,72,0,2,0,4784,4,0,1,481,263176,3,1,0,0,1,52,0,0,0,4,5566,0,4,0,0,88,161698,4202504,0,3
4.0,Marcelino,Marcelino,García Toral,2150201,6,0,287,241611,0,78,0,0,250101,0,0,58,170,5503,139827,0,0,132096,73,1,2,0,241611,2,0,1,483,139264,3,1,0,0,0,45,0,0,0,2,5522,2,4,0,0,87,161103,266240,0,0
2.5,,,,2180101,0,23,246,249128,0,57,1,0,252001,0,0,42,184,5520,145139,0,0,66688,75,0,3,0,26540,2,0,0,485,66688,1,0,0,0,0,21,0,0,0,2,5520,0,1,0,0,83,160098,139392,0,24
2.5,Timo,,Schultz,120101,1,1,287,257258,0,122,0,0,232101,0,0,52,180,5521,144222,0,0,270608,75,0,2,0,257258,1,0,1,487,4198672,2,0,0,0,1,21,0,0,0,1,5506,0,1,0,0,82,161154,526608,0,1
1.0,Nils,,Döring,60201,0,23,243,73073,0,167,0,0,252102,0,0,68,190,5509,145183,0,0,132104,75,0,2,0,73073,3,0,1,492,139272,3,0,0,0,1,21,0,0,0,3,5520,0,3,0,0,85,161321,266248,0,9
2.0,,,,2120000,6,6,45,262753,0,160,3,0,244101,0,0,1505,179,5557,145139,0,0,132240,75,0,2,0,26541,2,0,0,503,132240,6,0,0,0,0,47,0,0,0,2,5522,0,4,0,0,81,160237,270480,0,6
1.5,Jens,,Härtel,2150101,0,9,255,249658,0,289,0,0,242101,0,0,1509,185,5511,141220,0,0,270345,75,0,2,0,249658,3,0,1,506,4198409,2,0,0,0,1,21,0,0,0,3,5566,0,4,0,0,85,161518,526345,0,23
2.5,,,,30301,0,0,0,63001,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,135176,75,0,0,0,26537,2,0,0,517,264200,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,4196360,0,0
3.0,Alois,,Schwartz,60101,0,9,0,248964,0,693,0,0,253101,0,0,2515,182,5511,140418,0,0,132096,75,0,2,0,248964,3,0,1,523,139264,7,0,0,0,1,21,0,0,0,3,5522,0,3,0,0,83,160866,266240,0,1
2.0,Uwe,,Koschinat,2080000,6,6,0,250627,0,167,0,0,250102,0,0,2007,178,5527,142036,0,0,73984,75,0,0,0,250627,3,0,1,526,69888,1,1,0,0,1,21,0,0,0,3,5729,0,1,0,0,83,161497,133376,0,5
1.0,,,,1360000,0,23,243,276294,0,24,3,0,242102,0,0,3516,180,5545,145139,0,0,4202760,75,0,3,0,26541,2,0,0,531,528648,6,0,0,0,0,21,0,0,0,2,5510,0,4,0,0,81,160966,526600,0,9
2.0,Hayk,,Milkon,2190401,0,21,289,81454,0,665,0,0,224001,0,0,600,180,5707,150064,0,0,270464,75,0,2,0,81454,4,0,1,537,4198528,3,0,0,0,1,7,0,0,0,4,5707,0,4,0,0,82,161766,526464,0,0
3.0,Michael,,Wimmer,2150000,0,5,255,272000,0,234,0,0,233101,0,0,4011,184,5521,145249,0,0,4202496,75,0,2,0,272000,3,0,1,543,528384,2,1,0,0,1,21,0,0,0,3,5566,0,3,0,0,82,161659,526336,0,5
0.5,John,,Russell,2290101,0,3,251,269585,0,676,0,0,240201,0,0,4011,173,5511,147027,0,0,263488,75,0,2,0,269585,2,0,1,563,4202816,8,0,0,0,1,25,0,0,0,2,5510,0,1,0,0,87,160573,528704,0,20
2.5,,,,30301,0,0,0,63004,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,132097,75,0,0,0,26537,2,0,0,567,132097,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,270337,0,0
2.5,,,,30301,0,0,0,63002,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,263237,75,0,0,0,26537,2,0,0,568,4202565,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,528453,0,0
2.5,,,,30301,0,0,0,63007,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,4202560,75,0,0,0,26537,2,0,0,569,528448,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,526400,0,0
2.5,Sergio,Sergio Pellicer,Pellicer García,2290401,0,8,287,255139,0,284,0,0,250101,0,0,3512,179,5509,142775,0,0,263168,75,0,2,0,255139,5,0,1,573,4202496,9,0,0,0,1,45,0,0,0,5,5506,0,5,0,0,82,160810,528384,0,8
3.5,,,,60101,6,3,0,264727,0,186,1,0,242102,0,0,2511,178,5527,145139,0,0,270338,75,0,2,0,26540,3,0,0,576,4198402,1,0,0,0,0,21,0,0,0,3,5566,0,3,0,0,82,160332,526338,0,0
1.0,,,,2150000,0,19,248,79022,0,282,1,0,232201,0,0,2006,186,5557,145139,0,0,132096,75,0,2,0,26540,2,0,0,580,132096,1,1,0,0,0,21,0,0,0,2,5717,0,2,0,0,85,161698,270336,0,19
0.5,Victor,,Kleinhenz,2150000,6,0,246,79023,0,554,0,0,233101,0,0,4012,182,5527,149258,0,0,4195328,75,0,2,0,79023,2,0,1,583,532480,3,0,0,0,1,21,0,0,0,2,5707,0,1,0,0,81,161333,528384,0,0
2.5,,,,30301,0,0,0,63006,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,263296,75,0,0,0,26537,2,0,0,598,4195456,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,532608,0,0
5.0,Simone,,Inzaghi,2150000,6,0,0,7728,0,59,0,0,250101,0,0,3516,183,5548,143714,0,0,132232,82,0,2,0,7728,3,0,1,605,263304,3,1,0,0,1,27,0,0,0,3,5521,0,3,0,0,81,161672,4202632,0,0
3.5,Laurent,,Blanc,60201,0,9,246,271996,0,3011,0,0,260101,0,1,2022,192,5566,139924,0,0,132225,75,0,2,0,271996,3,0,1,607,270465,2,0,0,300,1,18,0,0,0,3,5707,0,4,0,0,84,161345,4198529,0,24
1.5,David,,Martindale,40101,6,5,259,259759,0,0,0,0,250101,0,0,4019,177,5509,143082,0,0,270352,75,0,2,0,259759,1,0,1,621,4198416,2,1,0,0,1,42,0,0,0,1,5508,0,1,0,0,82,160045,526352,0,4
2.5,,,,40101,0,6,287,138629,0,0,3,0,232001,0,0,2502,182,5555,145139,0,0,263176,76,0,0,0,26538,2,0,0,634,4202504,2,1,0,0,0,34,0,0,0,2,5524,4,1,0,0,82,160967,528392,0,3
2.0,,,,60101,0,1,255,268601,0,290,1,0,223101,0,1,1521,177,5555,145139,0,0,263232,75,0,2,0,26540,1,0,0,645,4202560,1,0,0,300,0,34,0,0,0,1,5552,0,2,0,0,82,161333,528448,0,5
2.5,Rik,,De Mil,2150101,6,6,45,274862,0,10,0,0,242101,0,0,2030,175,5531,145703,0,0,132168,75,0,2,0,274862,3,0,1,670,132168,2,0,0,0,1,7,0,0,0,3,5718,0,3,0,0,82,160852,270408,0,6
3.5,Thorsten,,Fink,2290101,0,24,266,720,0,167,0,0,242101,0,0,3516,181,5509,140633,0,0,132120,79,0,6,0,720,3,0,1,673,132120,8,0,0,0,1,21,0,0,0,3,5507,0,4,0,0,82,161333,270360,0,8
3.0,Ivan,,Leko,40101,0,23,289,6016,0,167,0,0,242101,0,0,2016,179,5557,144387,0,0,132226,79,0,2,0,6016,2,0,1,674,139394,4,0,0,0,1,10,0,0,0,2,5552,0,1,0,0,82,161154,266370,0,9
2.5,Wouter,,Vrancken,2310101,0,2,0,251205,0,150,0,0,242101,0,0,1531,185,5551,144748,0,0,4195328,75,0,2,0,251205,2,0,1,680,532480,8,1,0,0,1,7,0,0,0,2,5524,0,2,0,0,85,161621,528384,0,2
2.0,Issame,,Charaï,40202,0,9,248,79721,0,176,0,0,250102,0,0,1,180,5521,145941,0,0,263233,75,0,5,0,79721,4,0,1,681,4202561,9,0,0,0,1,7,0,0,0,4,5521,0,3,0,0,82,161698,528449,0,23
3.5,,,,60101,0,0,266,261363,0,691,4,0,232001,0,0,528,185,5557,145139,0,0,132250,75,0,0,0,26545,9,0,0,687,132250,9,0,0,0,0,18,0,0,0,9,5707,1,7,0,0,85,160122,270490,0,0
2.5,,,,2190101,6,3,287,250367,0,67,3,0,252102,0,0,42,180,5547,145139,0,0,132234,75,0,2,0,26543,2,0,0,688,139402,7,0,0,0,0,47,0,0,0,2,5718,2,1,0,0,82,161713,266378,0,22
2.5,,,,1360000,0,0,243,51022,0,181,3,0,232001,0,0,3510,186,5510,145139,0,0,132224,84,0,0,0,26543,2,0,0,689,132224,7,0,0,0,0,21,0,0,0,2,5522,2,1,0,0,85,160602,270464,0,3
2.5,,,,2190000,0,6,0,249083,0,635,3,0,232001,0,0,2030,175,5530,145139,0,0,132232,75,0,0,0,26541,2,0,0,691,139400,6,0,0,0,0,95,0,0,0,2,5514,0,1,0,0,82,159328,266376,0,3
3.0,,,,1130000,0,6,287,18887,0,0,3,0,232001,0,0,40,185,5511,145139,0,0,263440,77,0,0,0,26538,1,0,0,693,4202768,2,0,0,0,0,95,0,0,0,1,5566,4,4,0,0,86,161444,528656,0,6
2.5,,,,60101,0,3,246,18103,0,0,3,0,223101,0,0,1512,170,5511,145139,0,0,263488,68,0,2,0,26538,4,0,0,694,4202816,2,0,0,0,0,95,0,0,0,4,5523,4,4,0,0,89,161105,528704,0,3
2.0,,,,60201,6,23,287,78250,0,114,3,0,233101,0,0,2021,183,5511,145139,0,0,4195336,75,0,2,0,26543,2,0,0,695,532488,7,0,0,0,0,95,0,0,0,2,5504,2,2,0,0,82,161475,528392,0,23
2.0,,,,2150301,0,23,287,78252,0,133,3,0,232101,0,0,4021,177,5724,145139,0,0,263250,75,0,1,0,26543,2,0,0,696,4202578,7,0,0,0,0,95,0,0,0,2,5714,2,2,0,0,82,161606,528466,0,0
3.0,,,,1140101,0,6,287,17744,0,174,3,0,232001,0,0,46,180,5530,145139,0,0,4195584,78,0,0,0,26541,2,0,0,697,525568,6,0,0,0,0,95,0,0,0,2,5505,0,1,0,0,82,160060,532736,0,6
2.5,,,,1140101,0,23,243,16169,0,230,1,0,232001,0,0,3512,174,5527,145139,0,0,263300,66,0,0,0,26540,2,0,0,698,4195460,1,1,0,0,0,95,0,0,0,2,5522,0,1,0,0,88,155673,532612,0,23
2.5,Oscar,,Hiljemark,2320000,0,1,38,274997,0,207,0,0,232001,0,1,0,184,5529,149642,0,0,270470,75,0,2,0,274997,2,0,1,700,4198534,1,0,0,300,1,46,0,0,0,2,5505,0,1,0,0,82,161305,526470,0,2
1.5,Martin,,Falk,2150301,0,6,0,77060,0,1284,0,0,233101,0,0,2015,184,5511,150645,0,0,263178,75,0,2,0,77060,2,0,1,702,4202506,2,0,0,0,1,46,0,0,0,2,5506,0,1,0,0,81,161517,528394,0,6
3.0,Kim,,Hellberg,2180101,0,6,243,267686,0,284,0,0,232001,0,0,27,180,5511,148033,0,0,263304,75,0,2,0,267686,1,0,1,708,4195464,2,0,0,0,1,46,0,0,0,1,5718,0,1,0,0,82,161151,532616,0,5
