teamkitid,chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,jerseynameoutlinecolorb,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,shortstemplateindex,jerseynamefonttype,teamcolorprimpercent,isgeneric,teamcolorsecpercent,year,jerseytemplateindex,captainarmband,teamtechid,isembargoed,hasadvertisingkit,jerseynameoutlinewidth,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,sockstemplateindex,jerseyrestriction
4654,0,1,12,38,0,0,220,12,12,220,212,220,12,212,220,220,12,0,220,308,12,0,1,212,12,0,220,32,220,212,220,0,220,196,2,220,12,212,0,220,220,12,220,212,220,0,1,0,0,0,84,0,44,90,0,5,0,0,76,1888,0,1,2,0,100,0,84,0,0,0,0
5601,0,1,12,11,0,0,220,12,12,220,211,220,12,75,220,220,12,0,220,308,12,0,1,241,12,0,220,11,220,240,220,0,220,11,0,220,12,74,0,220,220,12,220,211,220,0,2,0,0,0,84,0,44,91,0,8,0,0,86,1888,0,0,2,0,100,0,84,0,0,0,0
1086,0,1,220,231,0,0,12,220,220,12,26,12,220,31,12,12,220,0,12,308,220,0,1,26,220,0,12,231,12,34,12,0,12,231,8,12,220,26,0,12,12,220,12,30,12,0,0,0,0,0,84,0,44,61,0,35,0,0,76,1891,0,1,2,0,85,0,84,0,0,4,0
1087,0,1,173,0,0,0,220,12,12,12,202,12,238,31,220,220,23,0,220,308,12,0,1,254,12,0,220,202,12,34,220,0,12,254,8,12,12,0,0,220,220,12,220,30,12,0,1,0,0,0,84,0,44,92,0,92,0,0,87,1891,0,1,2,0,85,0,84,0,0,4,0
5282,0,1,220,209,0,0,12,220,220,12,173,12,220,210,12,12,220,0,12,308,220,0,1,138,220,0,12,173,12,138,12,0,12,138,0,12,220,209,0,12,12,220,12,173,12,0,2,0,0,0,84,1,44,100,0,100,0,1,76,1891,0,0,2,0,100,0,84,0,0,0,0
17376,0,1,12,25,0,0,220,12,12,12,231,12,12,231,220,220,12,1,220,54,12,0,1,231,12,0,220,26,12,231,220,0,12,26,0,12,12,231,0,220,220,12,220,231,12,0,0,0,0,0,267,0,138,77,0,19,0,0,76,1894,0,0,2,0,94,0,267,0,0,0,0
17377,0,1,220,75,0,0,12,220,220,220,51,220,220,29,12,12,220,1,12,54,220,0,1,38,220,0,12,51,220,29,12,0,220,38,11,220,220,75,0,12,12,220,12,29,220,0,1,0,0,0,267,0,138,98,0,98,0,0,76,1894,0,0,0,0,99,0,267,0,0,0,0
17378,0,1,220,116,0,0,85,220,220,220,33,123,220,123,12,12,220,1,12,54,220,0,1,81,220,0,12,33,220,85,34,0,85,81,0,34,220,116,0,12,123,220,12,33,220,0,2,0,0,0,267,0,138,96,0,96,0,0,76,1894,0,0,2,0,99,0,267,0,0,0,0
1094,0,1,6,230,0,0,12,220,220,12,2,12,227,231,12,12,19,0,12,308,220,0,1,232,220,0,12,230,12,231,12,0,12,230,9,12,220,8,0,12,12,220,12,231,12,0,0,0,0,0,84,0,44,62,0,36,0,0,76,1896,0,1,2,0,85,0,84,0,0,0,0
1095,0,1,220,121,0,0,12,185,214,12,72,12,220,120,12,12,220,0,12,308,180,0,1,75,214,0,12,72,12,74,12,0,12,75,0,12,185,121,0,12,12,180,12,71,12,0,1,0,0,0,84,0,44,96,0,96,0,0,76,1896,0,1,2,0,98,0,84,0,0,0,0
4377,0,1,220,12,0,0,12,220,220,12,95,12,220,11,12,12,220,0,12,308,220,0,1,87,220,0,12,12,12,11,12,0,12,11,0,12,220,105,0,12,12,220,12,11,12,0,2,0,0,0,84,0,44,72,0,27,0,2,76,1896,0,0,2,0,100,0,84,0,0,0,0
5113,0,1,12,40,0,0,220,12,12,220,253,220,12,254,220,220,12,0,220,308,12,0,1,253,12,0,220,115,220,254,220,0,220,2,7,220,12,251,0,220,220,12,220,254,220,0,0,0,0,0,84,0,44,78,0,12,0,0,76,1900,0,1,2,0,100,0,84,0,0,0,0
5114,0,1,220,63,0,0,12,220,220,12,81,12,220,64,12,12,220,0,12,308,220,0,1,238,220,0,12,85,12,0,12,0,12,3,7,12,220,2,0,12,12,220,12,84,12,0,1,0,0,0,84,0,44,79,0,14,0,0,76,1900,0,1,2,0,100,0,84,0,0,0,0
5605,0,1,220,21,0,0,12,220,220,12,127,12,220,11,12,12,220,0,12,308,220,0,1,92,220,0,12,21,12,11,12,0,12,18,0,12,220,125,0,12,12,220,12,11,12,0,2,0,0,0,84,0,44,65,0,25,0,9,76,1900,0,0,2,0,100,0,84,0,0,0,0
1104,0,1,220,51,0,0,12,12,12,220,231,220,220,51,12,12,220,0,12,10,12,0,1,231,12,0,12,26,220,178,12,0,220,177,0,220,12,231,0,12,12,12,12,26,220,0,0,0,0,0,98,0,13,68,0,29,0,0,100,1903,0,0,0,0,95,0,2,0,0,0,0
1105,0,1,143,39,0,0,199,199,143,99,54,99,199,39,143,199,99,0,199,10,99,0,1,44,143,0,99,54,143,44,143,0,199,44,0,143,199,39,0,143,99,99,99,54,199,0,1,0,0,0,98,0,13,97,0,97,0,0,100,1903,0,0,0,0,84,0,2,0,0,0,0
1106,0,1,12,18,0,0,12,12,12,12,187,12,12,18,12,12,12,0,12,10,12,0,1,228,12,0,12,187,12,231,12,0,12,228,0,12,12,18,0,12,12,12,12,189,12,0,2,0,0,0,98,0,13,99,0,99,0,0,86,1903,0,0,0,0,99,0,2,0,0,0,0
1108,0,0,220,33,0,0,12,12,12,220,223,220,220,30,12,12,220,0,12,10,12,0,0,254,12,0,12,34,220,30,12,0,220,34,0,220,12,30,0,12,12,12,12,30,220,0,0,0,0,0,137,0,1,91,0,5,0,8,100,1904,0,0,0,0,99,0,2,0,0,0,0
1109,0,0,209,134,0,0,230,230,209,79,39,79,230,141,209,230,79,0,230,10,79,0,0,83,209,0,79,39,209,87,209,0,230,83,0,209,230,134,0,209,79,79,79,41,230,0,1,0,0,0,137,0,1,97,0,97,0,8,100,1904,0,0,0,0,99,0,137,0,0,0,0
4357,0,0,220,72,0,0,220,220,220,220,25,220,220,25,220,220,220,0,220,10,220,0,0,22,220,0,220,66,220,18,220,0,220,66,0,220,220,29,0,220,220,220,220,21,220,0,2,0,0,0,137,0,1,55,0,42,0,6,100,1904,0,0,0,0,99,0,2,0,0,0,0
1112,0,1,12,246,0,0,220,220,220,12,24,12,12,239,220,220,12,0,220,10,220,0,1,196,220,0,220,246,12,239,220,0,12,246,5,12,220,30,0,220,220,220,220,239,12,0,0,0,0,0,76,0,1,82,0,10,0,5,100,1906,0,0,0,0,99,0,76,0,0,0,0
1113,0,1,220,105,0,0,220,220,220,220,97,220,220,160,220,220,220,0,220,10,220,0,1,25,220,0,220,53,220,25,220,0,220,19,0,220,220,159,0,220,220,220,220,98,220,0,1,0,0,0,76,0,1,89,0,8,0,5,0,1906,0,0,0,0,99,0,76,0,0,0,0
1114,0,1,220,84,0,0,220,220,220,220,101,220,220,82,220,220,220,0,220,10,220,0,1,1,220,0,220,179,220,10,220,0,220,0,0,220,220,67,0,220,220,220,220,141,220,0,2,0,0,0,76,0,1,54,0,43,0,6,100,1906,0,0,0,0,100,0,76,0,0,0,0
1118,0,0,220,55,0,0,220,220,220,220,35,220,220,54,220,220,220,0,220,10,220,0,1,205,220,0,220,35,220,192,220,0,220,205,7,220,220,55,0,220,220,220,220,35,220,1,0,0,0,0,12,0,10,98,0,98,0,0,100,1908,0,0,0,0,99,0,12,0,0,0,1
1119,0,0,220,190,0,0,220,220,220,220,79,220,220,157,220,220,220,0,220,10,220,0,1,48,220,0,220,132,220,49,220,0,220,106,7,220,220,152,0,220,220,220,220,82,220,1,1,0,0,0,12,0,10,89,0,5,0,0,100,1908,0,0,0,0,99,0,12,0,0,0,1
5292,0,0,12,57,0,0,12,12,12,12,207,12,12,59,12,12,12,0,12,10,12,0,1,231,12,0,12,207,12,232,12,0,12,231,0,12,12,57,0,12,12,12,12,209,12,1,2,0,0,0,12,0,10,99,0,99,0,8,100,1908,0,0,0,0,100,0,12,0,0,0,0
1122,0,0,220,30,0,0,12,12,12,220,37,220,220,29,220,220,220,0,220,10,12,0,1,205,12,0,220,30,220,29,12,0,220,31,11,220,12,33,0,220,12,12,220,29,220,0,0,0,0,0,98,0,1,84,0,9,0,3,76,1910,0,0,3,0,99,0,1,0,0,0,0
1123,0,0,220,38,0,0,175,175,0,220,231,220,220,34,0,175,220,0,175,10,6,0,1,231,0,0,6,45,220,225,0,0,220,229,9,220,175,231,0,0,6,6,6,43,220,0,1,0,0,0,1,0,1,86,0,11,0,3,76,1910,0,0,0,0,99,0,1,0,0,0,0
4043,0,0,220,29,0,0,220,220,220,220,149,220,220,46,220,220,220,0,220,10,220,0,1,69,220,0,220,29,220,70,220,0,220,30,7,220,220,47,0,220,220,220,220,149,220,0,2,0,0,0,1,0,1,86,0,5,0,3,76,1910,0,0,0,0,99,0,1,3,0,0,0
1124,0,1,56,168,0,0,231,231,56,67,231,67,231,231,56,231,67,0,231,10,67,0,1,231,56,0,67,96,56,231,56,0,231,0,7,56,231,231,0,56,67,67,67,231,231,0,0,0,0,0,4,0,3,59,0,34,0,0,100,1913,0,0,0,0,93,0,4,2,0,0,0
1125,0,1,149,173,0,0,25,25,36,169,156,169,0,60,36,25,169,0,25,10,63,0,1,31,36,0,63,156,149,22,36,0,0,31,0,149,25,173,0,36,63,63,63,33,0,0,1,0,0,0,4,0,3,90,0,90,0,0,100,1913,0,0,0,0,98,0,4,2,0,0,0
4368,0,1,220,42,0,0,220,220,220,220,79,220,220,44,220,220,220,0,220,10,220,0,1,234,220,0,220,79,220,235,220,0,220,234,7,220,220,42,0,220,220,220,220,84,220,0,2,0,0,0,4,0,3,93,0,93,0,0,100,1913,0,0,0,0,99,0,4,0,0,0,0
5031,0,0,220,231,0,0,220,220,220,220,45,220,220,118,220,220,220,0,220,10,220,0,1,21,220,0,220,231,220,20,220,0,220,231,0,220,220,118,0,220,220,220,220,45,220,0,0,0,0,0,94,0,8,68,0,28,0,0,100,1914,0,0,0,0,94,0,94,0,0,0,0
5032,0,0,241,61,0,0,245,245,241,200,64,200,245,61,241,245,200,0,245,10,200,0,1,26,241,0,200,64,241,26,241,0,245,26,0,241,245,61,0,241,200,200,200,64,245,0,1,0,0,0,13,0,4,98,0,98,0,0,100,1914,0,0,0,0,99,0,94,0,0,0,1
5296,0,0,220,103,0,0,220,220,220,220,82,220,220,138,220,220,220,0,220,10,220,0,1,138,220,0,220,40,220,141,220,0,220,96,0,220,220,136,0,220,220,220,220,85,220,0,2,0,0,0,94,0,8,65,0,27,0,0,100,1914,0,0,0,0,92,0,94,0,0,0,0
1879,0,1,12,62,0,0,12,12,12,12,231,220,12,231,220,12,12,0,220,10,12,0,1,231,12,0,12,107,12,231,12,0,220,1,3,220,12,231,0,12,12,12,220,231,12,0,0,0,0,0,10,0,1,86,0,13,0,0,100,1915,0,0,0,0,99,1,10,0,0,0,0
1126,0,1,220,231,0,0,220,220,220,220,95,220,220,60,220,220,220,0,220,10,220,0,1,15,220,0,220,231,220,15,220,0,220,230,3,220,220,60,0,220,220,220,220,95,220,0,1,0,0,0,10,0,1,94,0,5,0,0,100,1915,0,0,0,0,99,0,10,0,0,0,0
5297,0,1,220,68,0,0,220,220,220,220,39,220,220,58,220,220,220,0,220,10,220,0,1,21,220,0,220,39,220,16,220,0,220,21,7,220,220,68,0,220,220,220,220,32,220,0,2,0,0,0,10,0,1,98,0,98,0,0,100,1915,0,0,0,0,99,0,10,0,0,0,0
1692,0,1,220,231,0,0,12,220,220,12,66,15,220,132,12,220,220,0,12,60,220,0,1,14,220,0,220,231,12,14,12,0,194,231,0,8,220,132,0,220,12,220,12,66,12,0,0,0,0,0,23,0,49,57,0,41,0,0,14,1917,0,0,0,0,91,0,89,0,0,0,0
1693,0,1,220,69,0,0,12,220,220,12,47,15,220,68,12,220,220,0,12,60,220,0,1,51,220,0,220,47,12,50,12,0,194,51,8,8,220,69,0,220,12,220,12,46,12,0,1,0,0,0,23,0,49,99,0,99,0,0,14,1917,0,0,0,0,100,0,89,0,0,0,0
1880,0,1,220,61,0,0,12,220,220,12,116,15,220,62,12,220,220,0,12,60,220,0,1,7,220,0,220,116,12,7,12,0,194,7,0,8,220,61,0,220,12,220,12,117,12,0,2,0,0,0,23,0,49,100,0,100,0,0,14,1917,0,0,0,0,100,0,89,0,0,0,0
1127,0,1,0,233,0,0,12,220,220,220,31,220,197,231,12,220,46,0,12,14,220,0,1,168,220,0,220,233,220,231,12,0,220,233,11,220,220,43,0,220,12,220,12,231,220,0,0,0,0,0,23,0,49,81,0,18,0,0,14,1919,0,0,0,0,92,0,89,0,0,0,0
1128,0,1,220,30,0,0,220,12,12,12,231,12,220,30,220,12,220,0,220,14,12,0,1,231,12,0,12,30,12,30,220,0,12,30,8,12,12,231,0,12,220,12,220,30,12,0,1,0,0,0,23,0,49,91,0,8,0,0,14,1919,0,0,0,0,99,0,89,0,0,0,0
5260,0,1,220,220,0,0,12,220,220,12,30,12,220,30,12,220,220,0,12,14,220,0,1,30,220,0,220,181,12,30,12,0,12,112,0,12,220,30,0,220,12,220,12,30,12,0,2,0,0,0,23,0,49,67,0,7,0,0,14,1919,0,0,0,0,96,0,89,0,0,0,0
1129,0,1,220,232,0,0,12,220,220,12,56,12,220,140,12,12,220,1,12,61,220,0,1,34,220,0,12,232,12,33,12,0,12,232,0,12,220,142,0,12,12,220,12,55,12,0,0,0,0,0,23,0,49,68,0,30,0,0,14,1920,0,0,2,0,89,0,89,0,0,0,0
1130,0,1,220,141,0,0,12,220,220,12,22,12,220,22,12,12,220,1,12,61,220,0,1,215,220,0,12,55,12,216,12,0,12,34,7,12,220,22,0,12,12,220,12,20,12,0,1,0,0,0,23,0,49,75,0,23,0,0,14,1920,0,0,2,0,89,0,89,0,0,0,0
5607,0,1,220,64,0,0,12,220,220,12,115,12,220,71,12,12,220,1,12,61,220,0,1,13,220,0,12,139,12,13,12,0,12,241,0,12,220,71,0,12,12,220,12,115,12,0,2,0,0,0,23,1,49,85,0,14,0,1,14,1920,0,0,2,0,91,0,89,0,0,0,0
1131,0,1,220,43,0,0,12,220,220,12,49,15,220,43,12,220,220,0,12,60,220,0,1,202,220,0,220,27,12,16,12,0,194,16,2,8,220,38,0,220,12,220,12,26,12,0,0,0,0,0,23,0,49,65,0,33,0,0,14,1923,0,0,0,0,92,0,89,0,0,0,0
1132,0,1,12,144,0,0,12,220,220,220,29,220,12,231,12,220,12,0,12,60,220,0,1,16,220,0,220,87,220,231,12,0,220,0,2,220,220,47,0,220,12,220,12,231,220,0,1,0,0,0,23,0,49,51,0,25,0,0,14,1923,0,0,0,0,92,0,89,0,0,0,0
6560,0,1,220,57,0,0,12,220,220,12,61,15,220,61,12,220,220,0,12,60,220,0,1,53,220,0,220,61,12,57,12,0,194,53,0,8,220,57,0,220,12,220,12,65,12,0,2,0,0,0,23,0,49,100,0,100,0,3,14,1923,0,0,0,0,100,0,89,0,0,0,0
1133,0,1,28,159,0,0,12,220,220,220,67,220,0,231,12,12,136,1,12,61,220,0,1,32,220,0,12,106,220,231,12,0,220,71,0,220,220,128,0,12,12,220,12,231,220,0,0,0,0,0,238,0,49,88,0,7,0,0,14,1924,0,0,2,0,89,0,89,0,0,0,0
1134,0,1,220,107,0,0,12,220,220,12,221,12,220,101,12,12,220,1,12,61,220,0,1,249,220,0,12,92,12,254,12,0,12,253,7,12,220,222,0,12,12,220,12,88,12,0,1,0,0,0,238,0,49,63,0,21,0,0,14,1924,0,0,2,0,89,0,89,0,0,0,0
5608,0,1,220,149,0,0,12,220,220,12,118,12,220,71,12,12,220,1,12,61,220,0,1,0,220,0,12,111,12,0,12,0,12,245,0,12,220,72,0,12,12,220,12,117,12,0,2,0,0,0,23,1,49,85,0,14,0,1,14,1924,0,0,2,0,91,0,89,0,0,0,0
1135,0,1,220,48,0,0,220,220,220,220,227,12,220,30,12,12,220,1,12,13,220,0,1,227,220,0,12,24,220,30,220,0,12,203,20,12,220,227,0,12,220,220,12,30,220,0,0,0,0,0,262,0,135,53,0,42,0,10,13,1925,0,1,2,0,97,0,262,0,0,4,0
1136,0,1,220,43,0,0,220,220,220,220,43,12,220,49,12,12,220,1,12,13,220,0,1,61,220,0,12,43,220,66,220,0,12,61,9,12,220,43,0,12,220,220,12,49,220,0,1,0,0,0,262,0,135,98,0,98,0,8,13,1925,0,1,2,0,96,0,262,0,0,4,0
5609,0,1,12,65,0,0,25,12,12,25,98,220,12,123,220,220,12,1,220,13,12,0,1,213,12,0,220,48,25,214,25,0,220,46,0,220,12,123,0,220,25,12,220,98,25,0,2,0,0,0,265,0,135,89,0,8,0,10,13,1925,0,1,2,0,94,0,265,0,0,4,0
12261,0,1,220,64,0,0,220,220,220,220,175,12,220,211,12,12,220,1,12,13,220,0,1,133,220,0,12,31,220,134,220,0,12,95,0,12,220,213,0,12,220,220,12,174,220,0,3,0,0,0,262,0,135,82,0,11,0,10,13,1925,0,1,2,0,90,0,262,0,0,4,0
1137,0,1,12,231,0,0,12,220,220,220,101,220,12,229,12,220,12,0,12,60,220,0,1,254,220,0,220,231,220,229,12,0,220,231,0,220,220,29,0,220,12,220,12,229,220,0,0,0,0,0,23,0,49,85,0,13,0,0,14,1926,0,0,0,0,85,0,89,0,0,0,0
1138,0,1,220,31,0,0,220,12,12,12,231,15,220,28,220,12,220,0,220,60,12,0,1,233,12,0,12,101,12,252,220,0,194,237,7,8,12,230,0,12,220,12,220,102,12,0,1,0,0,0,23,0,49,84,0,7,0,0,14,1926,0,0,0,0,100,0,89,0,0,0,0
5610,0,1,220,146,0,0,12,220,220,12,104,15,220,74,12,12,220,0,12,60,220,0,1,35,220,0,12,118,12,34,12,0,194,233,0,8,220,75,0,12,12,220,12,103,12,0,2,0,0,0,23,1,49,85,0,14,0,1,14,1926,0,0,2,0,91,0,89,0,0,0,0
1139,0,1,220,219,0,0,220,12,12,12,231,15,220,29,220,12,220,1,220,60,12,0,1,241,12,0,12,231,12,29,220,0,194,241,8,8,12,219,0,12,220,12,220,29,12,0,0,0,0,0,23,0,49,94,0,94,0,0,14,1928,0,0,0,0,99,0,89,0,0,0,0
1140,0,1,12,30,0,0,220,12,12,220,168,220,12,5,220,12,12,1,220,60,12,0,1,245,12,0,12,30,220,243,220,0,220,30,7,220,12,5,0,12,220,12,220,166,220,0,1,0,0,0,23,0,49,66,0,32,0,0,14,1928,0,0,0,0,82,0,89,0,0,0,0
5611,0,1,220,147,0,0,12,220,220,12,118,15,220,69,12,220,220,1,12,60,220,0,1,13,220,0,220,109,12,12,12,0,194,237,0,8,220,69,0,220,12,220,12,117,12,0,2,0,0,0,23,2,49,93,0,6,0,1,14,1928,0,0,0,0,80,0,89,0,0,0,0
1141,0,1,12,62,0,0,12,220,220,220,68,220,12,231,12,220,12,0,12,60,220,0,1,42,220,0,220,68,220,231,12,0,220,42,8,220,220,62,0,220,12,220,12,231,220,0,0,0,0,0,23,0,49,94,0,94,0,0,14,1929,0,0,0,0,88,0,89,0,0,0,0
1142,0,1,220,39,0,0,12,220,220,12,39,15,220,30,12,220,220,0,12,60,220,0,1,39,220,0,220,39,12,30,12,0,194,39,7,8,220,39,0,220,12,220,12,30,12,0,1,0,0,0,23,0,49,96,0,96,0,0,14,1929,0,0,0,0,100,0,89,0,0,0,0
5612,0,1,12,63,0,0,220,12,12,220,137,220,12,64,220,12,12,0,220,60,12,0,1,238,12,0,12,137,220,238,220,0,220,238,0,220,12,63,0,12,220,12,220,138,220,0,2,0,0,0,23,0,49,100,0,100,0,0,14,1929,0,0,0,0,100,0,89,0,0,0,0
1143,0,1,12,230,0,0,12,220,220,220,32,220,12,230,12,220,12,1,12,60,220,0,1,117,220,0,220,230,220,230,12,0,220,230,7,220,220,44,0,220,12,220,12,230,220,0,0,0,0,0,23,0,49,71,0,26,0,0,14,1930,0,0,0,0,90,0,89,0,0,0,1
1144,0,1,220,31,0,0,220,12,12,12,104,15,220,29,220,12,220,1,220,60,12,0,1,225,12,0,12,31,12,29,220,0,194,33,0,8,12,175,0,12,220,12,220,29,12,0,1,0,0,0,23,0,49,86,0,11,0,0,14,1930,0,0,0,0,90,0,89,0,0,0,1
5613,0,1,220,75,0,0,12,220,220,12,113,15,220,74,12,220,220,1,12,60,220,0,1,0,220,0,220,113,12,0,12,0,194,0,0,8,220,75,0,220,12,220,12,112,12,0,2,0,0,0,23,0,49,100,0,100,0,0,14,1930,0,0,0,0,100,0,89,0,0,0,0
1145,0,1,12,230,0,0,12,220,220,220,77,220,12,229,12,220,12,1,12,60,220,0,1,0,220,0,220,228,220,229,12,0,220,227,0,220,220,169,0,220,12,220,12,229,220,0,0,0,0,0,23,0,49,60,0,30,0,0,14,1931,0,0,0,0,82,0,89,0,0,0,0
1146,0,1,220,231,0,0,12,220,220,12,46,15,220,65,12,220,220,1,12,60,220,0,1,45,220,0,220,231,12,46,12,0,194,231,0,8,220,65,0,220,12,220,12,46,12,0,1,0,0,0,23,0,49,60,0,31,0,0,14,1931,0,0,0,0,89,1,89,0,0,0,0
13226,0,1,12,53,0,0,220,12,12,220,115,220,12,54,220,12,12,1,220,60,12,0,1,200,12,0,12,115,220,200,220,0,220,200,0,220,12,53,0,12,220,12,220,116,220,0,2,0,0,0,23,0,49,95,0,95,0,0,14,1931,0,0,0,0,94,0,89,0,0,0,0
1147,0,1,12,43,0,0,12,220,220,220,9,220,12,231,12,220,12,0,12,60,220,0,1,231,220,0,220,40,220,231,12,0,220,185,8,220,220,41,0,220,12,220,12,231,220,0,0,0,0,0,23,0,49,92,0,5,0,0,14,1932,0,0,0,0,97,0,89,0,0,0,1
1148,0,1,12,162,0,0,220,12,12,220,230,220,12,231,220,12,12,0,220,60,12,0,1,230,12,0,12,160,220,231,220,0,220,157,8,220,12,230,0,12,220,12,220,231,220,0,1,0,0,0,23,0,49,87,0,8,0,0,14,1932,0,0,0,0,97,0,89,0,0,0,1
5614,0,1,12,221,0,0,220,12,12,220,181,220,12,213,220,12,12,0,220,60,12,0,1,96,12,0,12,181,220,99,220,0,220,96,0,220,12,221,0,12,220,12,220,159,220,0,2,0,0,0,23,0,49,98,0,98,0,0,14,1932,0,0,0,0,100,0,89,0,0,0,0
1149,0,1,220,229,0,0,12,220,220,12,33,15,220,63,12,12,220,0,12,60,220,0,1,10,220,0,12,180,12,10,12,0,194,87,0,8,220,63,0,12,12,220,12,33,12,0,0,-1,0,0,238,0,49,62,0,31,0,0,14,1933,0,0,0,0,99,0,89,0,0,0,0
1150,0,1,12,103,0,0,220,12,12,220,202,220,12,17,220,220,12,0,220,60,12,0,1,232,12,0,220,46,220,230,220,0,220,36,0,220,12,17,0,220,220,12,220,201,220,0,1,-1,0,0,23,0,49,89,0,9,0,0,14,1933,0,0,0,0,99,0,89,0,0,0,0
5615,0,1,12,29,0,0,220,12,12,220,18,220,12,147,220,220,12,0,220,60,12,0,1,232,12,0,220,29,220,230,220,0,220,29,0,220,12,149,0,220,220,12,220,18,220,0,2,-1,0,0,23,0,49,85,0,14,0,0,14,1933,0,0,0,0,93,0,89,0,0,0,0
1151,0,1,12,231,0,0,12,220,220,220,0,220,12,231,12,220,12,0,12,61,220,0,1,167,220,0,220,231,220,231,12,0,220,231,0,220,220,7,0,220,12,220,12,231,220,0,0,0,0,0,23,0,49,82,0,14,0,0,14,1934,0,0,0,0,93,0,89,0,0,0,0
1152,0,1,220,106,0,0,220,12,12,12,231,12,220,106,220,12,220,0,220,61,12,0,1,231,12,0,12,57,12,47,220,0,12,47,0,12,12,231,0,12,220,12,220,57,12,0,1,0,0,0,23,0,49,84,0,14,0,0,14,1934,0,0,0,0,93,0,89,0,0,0,0
5616,0,1,12,135,0,0,220,12,12,220,249,220,12,135,220,12,12,0,220,61,12,0,1,239,12,0,12,249,220,239,220,0,220,239,0,220,12,135,0,12,220,12,220,249,220,0,2,0,0,0,23,0,49,100,0,100,0,0,14,1934,0,0,0,0,100,0,89,0,0,0,0
1153,0,1,220,214,0,0,12,220,220,12,110,12,220,177,12,220,220,0,12,61,220,0,1,0,220,0,220,225,12,0,12,0,12,228,7,12,220,181,0,220,12,220,12,108,12,0,0,0,0,0,23,0,49,68,0,26,0,0,14,1935,0,0,0,0,95,0,89,0,0,0,0
1154,0,1,220,178,0,0,220,0,28,12,212,12,220,175,220,4,220,0,220,61,136,0,1,252,28,0,133,110,12,17,220,0,12,23,7,12,0,95,0,55,220,136,220,103,12,0,1,0,0,0,23,0,49,83,0,12,0,0,14,1935,0,0,0,0,95,0,89,0,0,0,0
5617,0,1,12,29,0,0,220,12,12,220,85,220,12,54,220,220,12,0,220,61,12,0,1,235,12,0,220,29,220,235,220,0,220,29,0,220,12,55,0,220,220,12,220,84,220,0,2,0,0,0,23,1,49,85,0,14,0,1,14,1935,0,0,2,0,91,0,89,0,0,0,0
1155,0,1,0,31,0,0,220,12,12,220,254,220,197,32,220,12,46,0,220,61,12,0,1,254,12,0,12,14,220,35,220,0,220,181,7,220,12,254,0,12,220,12,220,31,220,0,0,0,0,0,23,0,49,48,0,41,0,0,14,1936,0,0,0,0,94,0,89,0,0,0,0
1156,0,1,12,50,0,0,220,12,12,220,254,220,12,254,220,12,12,0,220,61,12,0,1,254,12,0,12,24,220,254,220,0,220,4,7,220,12,254,0,12,220,12,220,254,220,0,1,0,0,0,23,0,49,91,0,6,0,0,14,1936,0,0,0,0,94,0,89,0,0,0,0
5618,0,1,220,34,0,0,12,220,220,12,31,12,220,34,12,220,220,0,12,61,220,0,1,29,220,0,220,31,12,29,12,0,12,29,0,12,220,34,0,220,12,220,12,31,12,0,2,0,0,0,23,0,49,100,0,100,0,0,14,1936,0,0,0,0,100,0,89,0,0,0,0
1157,0,1,220,241,0,0,12,220,220,12,29,12,220,30,12,220,220,0,12,61,220,0,1,29,220,0,220,241,12,30,12,0,12,241,0,12,220,29,0,220,12,220,12,30,12,0,0,0,0,0,23,0,49,74,0,23,0,0,14,1937,0,1,0,0,90,0,89,0,0,0,0
1158,0,1,220,230,0,0,12,220,220,12,98,12,220,54,12,220,220,0,12,61,220,0,1,0,220,0,220,230,12,0,12,0,12,230,0,12,220,54,0,220,12,220,12,96,12,0,1,0,0,0,23,0,49,85,0,12,0,0,14,1937,0,1,0,0,90,0,89,0,0,0,0
5619,0,1,12,51,0,0,220,12,12,220,228,220,12,50,220,12,12,0,220,61,12,0,1,227,12,0,12,228,220,226,220,0,220,227,0,220,12,51,0,12,220,12,220,227,220,0,2,0,0,0,23,0,49,97,0,97,0,0,14,1937,0,0,0,0,100,0,89,0,0,1,0
