firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
3192,22387,22387,0,0,0,0,0,0,35,10402,0,21,257,42,1,65,0,0,0,59,0,643,0,31,-1,45,53,0,0,0,45,12,0,24,31,58,76,13,0,54,55,220101,56,2029,58,66,27,0,-1,0,1010,64,75,0,180,3,0,12,52,127,154148,23,0,0,62,51,59,0,0,70,0,2,0,0,69,0,72634,13,26,1,-1,58,41,2,0,0,0,0,45,74,54,35,0,-1,0,0,12,9,0,1,0,0,161718,1,0,7,1,0,3,50,3,0,55,72634,0,9,0,2,0,55,6,0,61,503,3,0,0,0,2,2,0,0,30,0,2,0,75,20,0,-1,49,0,0,21
12766,7437,7437,0,0,0,0,0,48,12,2290401,0,0,259,35,1,62,0,0,0,45,0,65,0,64,-1,52,31,0,0,0,43,9,0,62,31,36,64,9,0,63,52,223101,38,2028,41,50,58,0,-1,0,0,54,61,0,182,3,0,-1,66,73,151752,5,0,0,55,63,54,0,2,77,0,2,0,0,64,0,72637,15,62,1,-1,55,32,1,0,0,0,0,58,62,45,63,0,-1,0,0,12,9,0,1,0,0,160602,1,0,39,1,0,3,68,2,0,58,72637,0,12,0,1,0,43,2,0,62,502,3,0,0,0,2,2,0,0,30,0,2,0,61,62,0,-1,29,0,0,0
24207,24762,24762,0,0,0,0,0,0,7,60101,0,6,0,37,1,61,0,0,0,49,0,686,0,57,-1,54,36,0,0,0,28,6,0,57,31,57,66,12,0,58,55,223101,47,2026,24,56,55,0,-1,0,3,58,68,0,180,3,0,16,62,75,153858,7,0,0,60,60,42,0,1,74,0,2,0,0,63,0,72641,6,56,1,-1,59,33,1,0,0,0,0,53,70,53,47,0,-1,0,2,9,3,0,1,0,0,160602,1,0,39,2,0,3,60,4,0,62,72641,0,15,0,1,0,30,1,0,61,502,3,0,0,0,3,0,0,0,30,0,2,0,69,57,0,-1,28,0,0,6
11080,22879,11080,11080,0,15,0,0,20,19,60101,0,3,16,48,1,63,0,0,0,53,0,669,0,66,-1,68,50,0,0,0,37,8,0,71,31,46,77,6,0,68,54,223101,69,2028,35,57,68,0,-1,0,1524,62,72,0,178,3,0,10,67,310,153550,14,0,0,67,71,56,0,1,72,0,2,0,0,72,0,72654,14,67,1,-1,72,45,1,0,0,0,0,74,76,63,57,0,-1,0,0,6,6,0,1,0,8,161001,1,0,38,1,0,3,73,2,0,78,72654,0,7,0,1,0,41,3,0,66,503,4,0,0,0,3,1,0,0,30,0,1,0,74,67,0,-1,34,0,0,20
13878,19243,13045,0,26,30,0,0,39,38,2120103,0,0,0,64,1,82,0,0,0,71,0,1086,0,37,12,54,52,0,0,0,46,12,0,26,31,62,79,8,0,55,62,220101,68,2027,64,73,32,16,-1,0,1024,72,86,0,186,3,0,16,61,84,153269,27,0,0,73,63,66,16,2,74,0,2,0,0,57,0,72656,13,32,1,-1,64,47,2,0,0,0,0,54,87,62,39,0,-1,0,0,8,9,0,1,1,8,160967,1,0,57,2,0,2,65,3,0,72,72656,0,6,0,3,0,60,8,0,70,503,3,0,0,0,9,1,9,0,30,0,4,0,86,30,0,-1,60,0,0,0
28758,9529,17102,28757,0,36,0,0,25,23,60101,0,0,257,47,1,78,0,0,0,67,0,6,0,30,-1,56,54,0,0,0,54,8,0,26,31,61,70,14,0,51,63,220101,62,2028,63,72,36,0,-1,0,1024,70,81,0,188,3,0,23,59,69,152264,12,0,0,70,55,66,0,0,76,0,2,0,0,60,0,72658,13,31,1,-1,65,43,2,0,0,0,0,35,79,60,47,0,-1,0,1,8,9,0,1,0,8,161698,1,0,104,2,0,2,64,2,0,62,72658,0,9,0,2,0,61,7,0,67,501,2,0,0,0,8,1,9,0,30,0,4,0,80,27,0,-1,58,0,0,0
27437,25265,27436,27437,0,0,0,0,0,41,60201,0,0,29,46,1,72,0,0,0,60,0,28,0,17,-1,37,59,0,0,0,60,10,0,17,31,33,74,11,0,57,57,223101,58,2027,62,65,24,0,-1,0,1501,64,69,0,180,3,0,-1,62,76,153777,25,0,0,62,63,66,0,0,72,0,2,0,0,64,0,72660,12,25,1,-1,58,36,2,0,0,0,0,59,67,48,65,0,-1,0,0,14,9,0,1,0,0,161181,1,0,54,1,0,4,69,3,0,67,72660,0,10,0,2,0,62,5,0,62,500,2,0,0,0,5,1,0,0,30,0,2,0,68,25,0,-1,58,0,0,0
2656,25188,25188,0,0,0,0,0,0,41,60201,0,21,36,45,1,60,0,0,0,59,0,110,0,15,23,35,62,0,0,0,58,5,0,12,31,34,68,15,0,61,52,223101,49,2028,63,58,18,0,-1,0,1021,59,64,0,180,0,0,27,78,106,152424,25,0,0,62,74,75,0,1,70,0,2,0,0,60,0,72662,12,21,1,-1,52,45,1,0,0,0,0,60,62,45,68,0,-1,0,0,6,9,0,1,0,6,161335,1,0,108,1,0,4,77,4,0,78,72662,0,10,0,1,0,64,10,0,63,502,2,0,0,0,10,1,0,0,30,0,1,0,63,17,0,-1,56,0,0,0
8131,17023,8130,8132,0,0,0,0,0,38,1780000,0,0,29,50,1,62,0,0,0,59,0,109,0,30,16,59,59,0,0,0,54,6,0,18,31,61,70,10,0,44,60,220101,57,2028,59,68,30,0,-1,0,1042,65,73,0,175,0,0,23,37,431,153826,27,0,0,64,41,65,0,0,71,0,2,0,0,66,0,72664,15,28,1,-1,62,52,2,0,0,0,0,32,72,59,41,0,-1,0,0,7,9,0,1,0,24,161383,1,0,130,1,0,3,42,2,0,57,72664,0,12,0,3,0,59,8,0,62,502,3,0,0,0,8,1,0,0,30,0,1,0,73,29,0,-1,48,0,0,0
17982,4063,4063,0,0,0,0,0,0,27,60101,0,6,0,54,1,69,0,0,0,65,0,121,0,62,27,67,48,0,0,0,51,9,0,66,31,56,76,6,0,67,61,223101,62,2028,55,77,59,0,-1,0,1524,73,69,0,172,0,0,7,58,72,153317,16,0,0,73,64,59,0,0,60,0,2,0,0,69,0,72669,13,61,1,-1,70,47,2,0,0,0,0,68,71,63,57,0,-1,0,1,11,2,0,1,0,0,161333,1,0,49,1,0,3,66,2,0,73,72669,0,13,0,1,0,55,3,0,69,501,3,0,0,0,3,2,0,0,30,0,1,0,70,60,0,-1,45,0,0,0
18076,20633,20633,0,0,0,116,0,0,2,1130000,0,0,0,13,1,38,0,0,0,8,0,82,0,10,-1,19,16,0,0,0,9,65,0,9,31,12,79,66,0,58,50,220101,58,2027,8,10,13,0,-1,0,1009,66,40,0,190,3,0,-1,57,125,154506,0,0,0,17,63,51,0,0,82,0,2,0,0,23,0,72672,68,41,1,-1,29,11,0,0,0,0,0,24,42,68,13,0,-1,0,1,62,9,0,1,0,0,161190,1,0,136,1,0,3,57,3,0,22,72672,0,63,0,0,1,62,10,0,65,502,3,0,0,0,10,2,0,0,30,0,5,0,65,6,0,-1,5,0,0,0
11638,18762,18762,0,0,28,0,0,9,7,60101,0,6,0,42,1,83,0,0,0,56,0,55,0,53,12,51,41,0,0,0,20,15,0,53,2,66,73,9,0,60,46,221002,60,2028,32,64,52,0,-1,0,538,66,87,0,173,3,0,16,34,1,153755,7,0,0,65,48,52,0,1,70,0,2,0,0,82,0,72674,12,51,1,-1,60,23,1,0,0,0,0,49,84,57,43,0,-1,0,2,8,9,0,1,0,8,160967,1,0,163,2,0,2,48,2,0,75,72674,0,6,0,1,0,35,4,0,63,500,3,0,0,0,6,0,9,0,0,0,1,0,86,51,0,-1,21,0,0,19
12321,5342,5342,0,0,33,0,0,27,30,60101,0,0,36,49,1,74,0,0,0,55,0,1070,0,18,27,50,39,0,0,0,38,15,0,17,31,58,76,5,0,62,53,232101,59,2027,55,67,28,0,-1,0,602,67,73,0,174,3,0,18,45,124,154160,16,0,0,67,46,53,0,1,69,0,1,0,0,75,0,72675,10,20,1,-1,59,31,2,0,0,0,0,33,79,56,32,0,-1,0,1,13,9,0,1,0,0,161333,1,0,171,2,0,4,48,2,0,58,72675,0,15,0,2,0,50,3,0,64,501,3,0,0,0,9,0,0,0,30,0,2,0,76,16,0,-1,41,0,0,0
27991,20068,20068,0,0,0,0,0,14,18,2290000,0,5,257,55,1,59,0,0,0,60,0,515,0,65,-1,63,48,0,0,0,55,12,0,59,31,52,72,10,0,66,63,223101,66,2027,52,67,63,0,-1,0,14,66,65,0,185,3,0,10,65,39,153237,14,0,0,67,66,65,0,2,75,0,2,0,0,62,0,72677,7,61,1,-1,67,60,1,0,0,0,0,59,64,62,58,0,-1,0,0,11,4,0,1,0,9,161333,1,0,18,1,0,3,66,3,0,72,72677,0,8,0,1,0,55,2,0,65,502,2,0,0,0,1,0,16,0,30,0,5,0,65,59,0,-1,41,1,0,5
18490,24812,18493,18493,0,0,0,0,0,35,60201,0,6,287,53,1,75,0,0,0,45,0,219,0,38,12,48,53,0,0,0,45,14,0,30,31,52,71,10,0,60,58,223101,51,2026,54,67,31,0,-1,0,1530,67,77,0,184,3,0,18,41,363,154406,23,0,0,65,46,62,0,1,76,0,2,0,0,72,0,72690,10,36,1,-1,55,52,2,0,0,0,0,46,80,52,41,0,-1,0,0,11,3,0,1,0,0,160988,1,0,38,1,0,2,46,4,0,54,72690,0,13,0,2,0,53,3,0,60,501,3,0,0,0,3,0,0,0,30,0,2,0,78,38,0,-1,48,0,0,3
9585,2739,9589,9590,0,0,0,0,0,11,60101,6,3,0,29,1,41,0,0,0,29,0,235,0,62,-1,37,41,0,0,0,28,8,0,57,31,33,70,8,0,63,48,223101,30,2029,33,47,59,0,-1,0,34,50,55,0,188,3,0,-1,82,379,153910,5,0,0,52,72,42,0,1,84,0,2,0,0,63,0,72691,13,60,1,-1,44,31,1,0,0,0,0,58,55,37,60,0,-1,0,0,11,1,0,1,0,0,160967,1,0,38,1,0,2,74,2,0,63,72691,0,12,0,1,0,34,3,0,61,501,3,0,0,0,3,0,0,0,30,0,5,0,55,59,0,-1,29,0,0,3
17352,10577,10577,0,0,18,0,0,31,32,2150000,0,3,287,61,1,76,0,0,0,64,0,1282,0,32,25,62,62,0,0,0,54,9,0,29,31,64,69,7,0,60,63,224001,67,2026,57,68,31,0,-1,0,2500,68,67,0,176,4,0,14,53,44,152351,18,0,0,67,51,55,0,0,73,0,2,0,0,74,0,72694,7,33,1,-1,68,50,2,0,0,0,0,36,72,65,39,0,-1,0,0,6,2,0,1,0,0,161333,1,0,51,2,0,2,52,4,0,60,72694,0,14,0,2,0,56,4,0,65,503,3,0,0,0,1,0,0,0,30,0,3,0,69,35,0,-1,48,0,0,3
7679,5905,5905,0,0,13,0,0,18,15,2010000,0,20,243,44,1,58,0,0,0,52,0,657,0,64,5,57,51,0,0,0,49,8,0,63,31,49,62,6,0,61,55,223101,50,2028,50,53,60,0,-1,0,24,56,64,0,185,3,0,14,71,106,151453,10,0,0,59,68,59,0,0,79,0,2,0,0,60,0,72695,5,63,1,-1,60,45,1,0,0,0,0,60,61,54,60,0,-1,0,1,12,5,0,1,0,0,161333,1,0,39,1,0,3,71,4,0,66,72695,0,11,0,1,0,51,2,0,62,502,3,0,0,0,1,0,0,0,30,0,5,0,63,65,0,-1,40,0,0,20
14861,15638,15638,0,0,0,0,0,28,27,40103,0,0,247,46,1,74,0,0,0,46,0,280,0,42,-1,41,54,0,0,0,51,5,0,31,31,53,63,5,0,56,55,220101,55,2027,53,61,34,0,-1,0,1016,61,81,0,183,3,0,27,73,124,153732,16,0,0,58,66,58,0,1,75,0,2,0,0,61,0,72697,10,38,1,-1,47,32,1,0,0,0,0,63,77,48,51,0,-1,0,1,8,9,3,1,0,0,161333,1,0,14,2,0,4,74,2,0,54,72697,0,9,0,2,0,53,9,0,58,503,3,0,0,0,8,0,0,0,30,0,1,0,79,34,0,-1,42,0,0,0
8807,1812,1812,0,0,0,0,0,0,11,1780000,0,0,287,32,1,57,0,0,0,26,0,190,0,65,-1,62,35,0,0,0,29,7,0,71,31,30,71,11,0,59,50,224001,39,2026,27,56,63,0,-1,4,1508,57,61,0,187,3,0,-1,69,124,153423,5,0,0,58,66,51,0,0,82,0,2,0,0,58,0,72698,8,65,1,-1,65,24,1,0,0,0,0,63,64,49,62,0,-1,0,0,14,9,0,1,0,8,161333,1,0,11,1,0,4,70,3,0,62,72698,0,7,0,1,0,33,5,0,65,503,3,0,0,0,4,0,9,0,30,0,5,0,62,62,0,-1,27,4,0,0
16586,15461,15461,0,0,0,0,0,0,31,2010401,0,18,0,63,1,55,0,0,0,53,0,653,0,51,25,67,51,0,0,0,52,5,0,44,31,61,72,13,0,59,68,223101,64,2027,52,65,50,0,-1,0,3,65,56,0,187,3,0,14,58,378,154218,18,0,0,68,53,55,0,0,78,0,2,0,0,68,0,72699,6,48,1,-1,68,52,1,0,0,0,0,42,61,65,44,0,-1,0,0,15,8,0,1,0,0,161309,1,0,21,1,0,3,51,4,0,53,72699,0,6,0,1,0,52,2,0,62,501,3,0,0,0,1,0,0,0,30,0,5,0,58,47,0,-1,45,0,0,17
31210,18255,18255,0,0,0,0,0,0,7,60101,0,6,35,42,1,70,0,0,0,45,0,123,0,66,-1,40,42,0,0,0,31,15,0,56,31,50,73,9,0,55,45,223101,42,2026,23,60,64,0,-1,0,3510,61,71,0,173,0,0,16,52,44,154060,7,0,0,61,59,32,0,1,71,0,2,0,0,73,0,72703,6,60,1,-1,54,34,1,0,0,0,0,55,71,47,56,0,-1,0,2,6,6,0,1,0,0,161151,1,0,52,2,0,3,62,3,0,77,72703,0,6,0,1,0,29,4,0,63,503,3,0,0,0,4,0,0,0,30,0,2,0,71,57,0,-1,31,0,0,6
27735,8705,27307,0,0,0,0,0,0,7,60101,0,3,0,52,1,65,0,0,0,49,0,1062,0,68,-1,55,36,0,0,0,35,9,0,60,31,66,79,11,0,60,49,223101,42,2025,30,61,69,0,-1,0,9,62,68,0,162,0,0,16,55,119,154159,7,0,0,65,58,35,0,1,58,0,2,0,0,58,0,72704,11,67,1,-1,62,35,1,0,0,0,0,55,75,56,67,0,-1,0,2,12,3,0,1,0,0,161207,1,0,60,2,0,3,70,3,0,65,72704,0,6,0,1,0,33,4,0,68,503,3,0,0,0,4,0,0,0,30,0,7,0,71,70,0,-1,24,0,0,0
8793,2217,2216,8794,0,0,31,0,0,1,60201,0,3,0,16,1,41,0,0,0,15,0,432,1,22,-1,20,20,0,0,0,11,76,0,16,31,18,86,73,0,70,51,123101,61,2027,10,15,17,0,-1,0,5500,73,45,0,186,1,0,-1,71,101,154520,0,0,0,21,72,54,0,0,70,1,2,0,0,51,1,72705,72,45,1,-1,30,17,0,0,0,0,0,30,45,72,25,0,-1,0,1,73,7,0,1,0,0,161411,0,0,45,1,0,2,71,4,0,31,72705,0,72,0,0,0,73,1,0,74,501,2,0,1,0,1,0,0,0,30,0,5,0,76,15,0,-1,15,0,0,3
475,30591,30591,0,0,0,0,0,0,14,2150000,0,0,249,34,1,52,0,0,0,45,0,65,0,65,-1,65,42,0,0,0,53,12,0,68,31,34,72,8,0,67,53,233101,51,2028,51,60,58,0,-1,0,4,60,58,0,192,1,0,14,76,385,153346,10,0,0,65,68,42,0,0,80,0,2,0,0,51,0,72707,12,63,1,-1,65,33,1,0,0,0,0,51,58,53,53,0,-1,0,1,9,3,0,1,0,0,161719,1,0,44,1,0,3,67,2,0,65,72707,0,10,0,1,0,48,2,0,65,501,3,0,0,0,2,0,0,0,30,0,5,0,58,62,0,-1,33,0,0,0
14067,6453,6453,0,0,0,0,0,13,11,60000,0,15,35,34,1,59,0,0,0,29,0,240,0,67,-1,61,35,0,0,0,26,10,0,63,31,48,74,10,0,60,59,220101,46,2028,24,61,67,0,-1,0,1039,61,77,0,187,3,0,-1,82,34,152904,5,0,0,64,73,53,0,0,78,0,2,0,0,58,0,72708,8,65,1,-1,62,37,1,0,0,0,0,70,66,53,65,0,-1,0,0,6,9,0,1,0,0,161307,1,0,87,2,0,2,79,3,0,57,72708,0,14,0,1,0,31,9,0,68,503,3,0,0,0,9,0,0,0,30,0,5,0,72,65,0,-1,21,0,0,0
5518,28631,28631,0,0,0,0,0,48,3,60101,0,0,16,40,1,60,0,0,0,42,0,240,0,65,12,55,48,0,0,0,50,14,0,65,31,58,78,11,0,63,59,220101,50,2027,28,60,64,0,-1,0,1023,61,65,0,192,3,0,5,72,169,154476,3,0,0,64,70,58,0,1,78,0,2,0,0,55,0,72711,8,63,1,-1,63,28,1,0,0,0,0,66,73,55,63,0,-1,0,2,6,9,0,1,0,9,161209,1,0,34,1,0,3,85,4,0,66,72711,0,11,0,1,0,40,9,0,66,501,2,0,0,0,9,0,0,0,30,0,5,0,69,59,0,-1,28,0,0,0
25958,18042,18042,0,0,0,0,0,0,18,60101,0,19,287,41,1,61,0,0,0,50,0,1080,0,52,-1,52,47,0,0,0,42,8,0,49,31,41,57,12,0,51,53,223101,51,2025,47,51,50,0,-1,0,56,54,56,0,175,3,0,-1,51,44,154243,14,0,0,55,51,51,0,0,60,0,2,0,0,66,0,72715,6,50,1,-1,56,39,1,0,0,0,0,44,62,50,49,0,-1,0,0,12,6,0,1,0,0,161274,1,0,25,1,0,2,49,3,0,58,72715,0,13,0,1,0,47,2,0,52,503,3,0,0,0,2,2,0,0,30,0,1,0,59,50,0,-1,39,0,0,19
6010,4848,4848,0,0,0,0,0,0,18,60101,0,6,245,47,1,57,0,0,0,52,0,1065,0,52,-1,52,44,0,0,0,47,5,0,51,31,42,59,7,0,54,52,223101,50,2025,45,54,47,0,-1,0,4001,54,53,0,187,0,0,-1,55,380,154757,14,0,0,55,54,50,0,1,73,0,2,0,0,49,0,72717,13,51,1,-1,55,41,1,0,0,0,0,53,54,50,50,0,-1,0,0,9,3,0,1,0,0,161301,1,0,25,1,0,2,52,2,0,53,72717,0,12,0,1,0,46,2,0,53,501,3,0,0,0,2,2,0,0,30,0,5,0,53,53,0,-1,37,0,0,6
26260,7302,26230,26261,0,46,0,0,8,47,60101,0,3,45,58,1,58,0,0,0,63,0,1285,0,64,-1,63,46,0,0,0,44,7,0,66,31,68,72,15,0,67,54,223101,59,2028,50,62,63,0,-1,0,57,62,73,0,186,3,0,3,70,84,152732,7,0,0,63,69,53,0,0,80,0,2,0,0,61,0,72721,10,64,1,-1,67,44,1,0,0,0,0,57,73,63,58,0,-1,0,2,6,3,0,1,0,0,161333,1,0,38,2,0,3,72,4,0,75,72721,0,6,0,1,0,49,2,0,69,503,3,0,0,0,2,0,0,0,30,0,5,0,73,65,0,-1,40,0,0,3
13246,25551,25551,0,0,0,0,0,0,11,10101,0,0,29,25,1,65,0,0,0,30,0,1068,0,63,-1,64,42,0,0,0,22,6,0,62,31,39,80,7,0,57,56,232201,54,2028,25,39,61,0,-1,0,3514,48,86,0,190,3,0,3,75,99,154554,5,0,0,52,68,41,0,0,80,0,2,0,0,58,0,72722,12,62,1,-1,62,28,1,0,0,0,0,57,84,53,63,0,-1,0,0,11,9,0,1,0,0,161333,1,0,4,1,0,2,84,4,0,60,72722,0,8,0,1,2048,29,2,0,63,501,2,0,0,0,3,0,0,0,30,0,5,0,85,61,0,-1,23,0,0,0
13400,772,772,0,0,0,18,0,0,1,60101,0,0,42,10,1,49,0,0,0,7,0,243,0,12,-1,18,17,0,0,0,6,56,0,7,31,10,57,62,0,55,25,230101,21,2028,5,14,11,0,-1,0,4502,62,41,0,182,1,0,-1,53,44,150411,0,0,0,11,53,37,0,0,75,0,2,0,0,60,0,72724,49,44,1,-1,24,11,0,0,0,0,0,25,46,49,11,0,-1,0,1,54,9,0,1,0,0,160250,1,0,183,1,0,2,52,2,0,18,72724,0,53,0,0,0,54,4,0,57,503,4,0,0,0,4,0,0,0,30,0,2,0,56,7,0,-1,6,0,0,0
25055,30012,30012,0,0,0,0,0,0,18,60201,0,0,259,40,1,63,0,0,0,48,0,77,0,58,-1,62,38,0,0,0,41,14,0,56,31,47,57,13,0,57,53,220101,46,2026,39,58,54,0,-1,1,1002,59,67,0,180,3,0,10,56,118,150255,14,0,0,62,58,52,0,0,78,0,2,0,0,51,0,72731,11,56,1,-1,65,36,1,0,0,0,0,54,58,54,45,0,-1,0,0,13,9,0,1,0,16,161529,1,0,48,1,0,2,51,3,0,67,72731,0,14,0,1,0,42,4,0,57,503,3,0,0,0,4,0,0,0,30,0,2,0,63,57,0,-1,36,0,0,0
19774,25376,25376,0,0,23,0,0,28,27,60101,0,0,257,44,1,73,0,0,0,56,0,299,0,38,27,41,38,0,0,0,44,13,0,23,31,52,62,13,0,58,51,220101,57,2026,53,59,24,0,-1,0,1005,60,78,0,170,1,0,12,41,379,152606,16,0,0,55,45,53,0,0,65,0,2,0,0,79,0,72739,14,36,1,-1,53,34,1,0,0,0,0,35,72,50,37,0,-1,0,1,6,9,0,1,0,0,160967,1,0,183,2,0,3,41,2,0,60,72739,0,15,0,1,0,50,7,0,59,501,2,0,0,0,6,0,0,0,30,0,7,0,75,45,0,-1,36,0,0,0
25351,903,903,0,0,0,0,0,0,3,60201,0,21,30,43,1,66,0,0,0,51,0,1070,0,52,-1,42,42,0,0,0,53,13,0,58,31,51,60,13,0,55,46,223101,41,2028,46,53,56,0,-1,0,600,54,75,0,178,3,0,12,67,379,151791,3,0,0,52,68,57,0,0,71,0,2,0,0,62,0,72740,14,53,1,-1,50,37,1,0,0,0,0,68,75,46,47,0,-1,0,2,8,9,0,1,0,0,161384,1,0,183,1,0,3,64,2,0,72,72740,0,7,0,1,0,49,5,0,59,501,4,0,0,0,4,0,0,0,30,0,2,0,75,51,0,-1,37,0,0,21
27048,939,939,0,0,0,0,0,0,7,60101,0,0,29,43,1,75,0,0,0,47,0,1061,0,51,-1,38,38,0,0,0,39,7,0,54,31,48,57,7,0,50,38,233101,40,2028,45,51,50,0,-1,0,525,53,74,0,179,3,0,16,58,247,150742,7,0,0,50,61,45,0,0,62,0,2,0,0,71,0,72741,10,52,1,-1,52,40,1,0,0,0,0,61,79,46,49,0,-1,0,2,12,9,0,1,0,8,159977,1,0,183,2,0,3,63,3,0,65,72741,0,14,0,1,0,43,5,0,57,502,3,0,0,0,4,0,0,0,30,0,1,0,76,52,0,-1,37,0,0,0
16333,24175,24175,0,0,8,0,0,11,12,2150101,6,0,0,51,1,47,0,0,0,57,0,1065,0,74,-1,70,44,0,0,0,33,11,0,71,31,64,81,6,0,72,70,232201,69,2025,44,63,75,0,-1,0,1505,64,60,0,185,3,0,7,74,34,153785,5,0,0,72,70,60,0,0,80,0,2,0,0,51,0,72745,8,74,1,-1,69,32,1,0,0,0,0,74,58,65,75,0,-1,0,0,10,4,0,1,0,0,160967,1,0,52,2,0,3,77,2,0,57,72745,0,12,0,1,0,46,4,0,73,503,2,0,0,0,4,1,0,0,30,0,4,0,59,75,0,-1,41,0,0,21
6229,5585,5585,0,0,0,0,0,0,18,40103,0,3,0,52,1,60,0,0,0,60,0,35,0,50,-1,54,52,0,0,0,51,7,0,48,31,51,62,6,0,53,58,223101,55,2026,51,52,47,0,-1,0,4024,54,62,0,177,3,0,-1,56,118,153062,14,0,0,53,56,50,0,1,72,0,2,0,0,69,0,72752,8,49,1,-1,59,50,1,0,0,0,0,54,59,55,46,0,-1,0,0,7,5,0,1,0,0,161333,1,0,39,1,0,2,51,3,0,58,72752,0,9,0,1,0,51,1,0,55,503,2,0,0,0,1,0,0,0,30,0,1,0,61,49,0,-1,41,0,0,3
17326,16889,10978,17326,0,0,0,0,0,23,1450401,0,0,257,69,1,75,0,0,0,66,0,197,0,33,18,62,60,0,0,0,53,9,0,19,31,68,84,11,0,74,70,223101,64,2029,64,77,38,0,-1,0,4016,75,76,0,175,3,0,16,66,124,154616,12,0,0,75,58,66,2097152,0,71,0,2,0,0,64,0,72754,14,33,1,-1,64,51,3,0,0,0,0,38,75,64,55,0,-1,0,1,7,9,0,1,0,0,161316,1,0,54,2,0,4,70,4,0,55,72754,0,15,0,3,0,62,8,0,71,503,3,0,0,0,8,0,0,0,30,0,2,0,76,32,0,23,62,0,0,0
8342,3396,3396,0,0,0,7,0,0,2,60401,0,19,0,10,1,23,0,0,0,8,0,143,0,12,-1,30,19,0,0,0,11,67,0,10,31,14,79,73,0,65,52,223101,53,2027,12,14,11,0,-1,0,10,73,19,0,191,3,0,-1,68,85,153560,0,0,0,23,70,47,0,0,84,0,2,0,0,27,0,72755,63,18,1,-1,38,14,0,0,0,0,0,41,17,63,13,0,-1,0,1,66,2,3,1,0,0,160207,1,0,21,1,0,3,55,2,3,20,72755,0,70,0,0,2,66,3,0,69,501,2,0,0,0,1,2,0,0,30,0,5,0,67,19,0,-1,8,0,0,2
13320,14252,14252,0,0,0,0,0,0,18,2320000,1,19,259,46,1,65,0,0,0,60,0,131,0,60,-1,62,42,0,0,0,52,10,0,59,31,53,70,14,0,61,62,223101,62,2026,45,65,53,0,-1,3,4024,64,67,0,180,0,0,-1,66,73,154056,14,0,0,63,65,59,16777216,0,76,0,2,0,0,68,0,72758,11,58,1,-1,65,37,1,0,0,0,0,69,67,59,49,0,-1,0,0,15,3,0,1,0,24,160967,1,0,21,1,0,4,61,3,0,60,72758,0,9,0,2,0,50,3,0,62,502,3,0,0,0,1,2,0,0,30,0,2,0,67,60,0,-1,40,0,0,13
475,4907,4907,0,0,0,0,0,0,38,1780000,1,3,0,61,1,64,0,0,0,55,0,630,0,36,-1,51,57,0,0,0,56,15,0,36,31,52,65,7,0,55,55,223101,55,2028,57,61,35,0,-1,0,1541,61,67,0,182,3,0,16,55,30,154461,27,0,0,61,53,55,0,2,74,0,2,0,0,64,0,72762,14,37,1,-1,54,58,2,0,0,0,0,51,65,54,49,0,-1,0,0,12,2,0,1,0,0,161333,1,0,39,1,0,3,55,3,0,49,72762,0,10,0,2,0,56,2,0,58,501,3,0,0,0,1,1,0,0,30,0,1,0,66,34,0,-1,54,0,0,3
