shortsnumberplacementcode,shortsnumbercolorprimg,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,shortsnumbercolorterb,competitionid,shortsnumbercolorprimr,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseybacknameplacementcode,jerseynamecolorg,jerseynameoutlinecolorb,shortsnumbercolorsecg,jerseynumbercolorsecg,shortsnumbercolorterr,shortsnumbercolorterg,jerseynamecolorr,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,numberfonttype,jerseynamefonttype,year,teamtechid,jerseynameoutlinewidth,shortsnumberfonttype
1,220,0,12,220,220,12,75,14,220,12,12,220,1,12,220,1,220,12,12,12,55,85,220,12,12,220,12,12,0,4,23,49,0,10,0,89
1,220,0,12,220,220,12,75,60,220,12,12,220,1,12,220,1,220,12,12,12,55,85,220,12,12,220,12,12,0,4,23,49,0,10,0,89
1,220,0,12,220,220,12,75,61,220,12,12,220,1,12,220,1,220,12,12,12,55,85,220,12,12,220,12,12,0,4,23,49,0,10,0,89
1,230,0,39,180,230,161,65,201,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,202,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,223,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,224,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,226,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,228,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,232,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,230,0,39,180,230,161,65,2096,180,64,12,161,0,39,161,1,230,12,230,64,39,64,180,12,65,161,65,180,0,4,294,155,0,10,0,294
1,220,0,220,12,12,12,12,61,220,220,12,220,1,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,0,23,49,0,13,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,1,23,49,0,13,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,1,23,49,0,13,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,13,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,13,0,89
1,12,0,220,12,12,220,220,60,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,3,23,49,0,13,0,89
1,12,0,220,12,12,220,220,61,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,3,23,49,0,13,0,89
1,0,0,12,220,220,220,220,14,197,12,12,46,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,14,0,89
1,0,0,12,220,220,220,220,60,197,12,12,46,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,14,0,89
1,0,0,12,220,220,220,220,61,197,12,12,46,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,14,0,89
1,12,0,220,12,12,220,220,14,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,1,23,49,0,14,0,89
1,12,0,220,12,12,220,220,60,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,1,23,49,0,14,0,89
1,12,0,220,12,12,220,220,61,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,1,23,49,0,14,0,89
1,12,0,220,12,12,220,220,14,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,14,0,89
1,12,0,220,12,12,220,220,60,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,14,0,89
1,12,0,220,12,12,220,220,61,12,220,12,12,1,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,23,49,0,14,0,89
1,220,0,12,220,220,12,12,14,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,14,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,14,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,14,0,89
1,30,0,220,234,30,220,220,13,234,220,220,45,1,220,45,1,30,220,220,220,220,220,235,220,220,45,220,220,0,0,262,135,0,15,2,262
1,227,0,220,224,227,220,12,13,224,12,12,41,1,12,41,1,227,12,220,220,12,12,224,12,220,41,12,220,0,1,262,135,0,15,2,262
1,220,0,220,220,220,220,12,13,220,12,220,220,1,12,220,1,220,220,220,220,12,12,220,220,220,220,12,220,0,2,262,135,0,15,2,262
1,220,0,25,12,12,220,12,13,220,220,12,220,1,220,12,1,12,12,220,25,12,12,12,12,25,12,220,220,0,0,265,135,0,17,2,262
1,220,0,12,220,220,12,12,14,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,17,2,89
1,220,0,12,220,220,12,12,60,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,17,2,89
1,220,0,12,220,220,12,12,61,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,0,23,49,0,17,2,89
1,220,0,220,220,220,220,12,13,220,12,12,220,1,12,220,1,220,12,220,220,12,12,220,12,220,220,12,220,0,1,262,135,0,17,2,262
1,220,0,220,0,28,12,12,14,220,220,220,220,1,220,136,1,28,220,12,220,12,12,0,220,220,136,220,12,0,1,23,49,0,17,2,89
1,220,0,220,0,28,12,12,60,220,220,220,220,1,220,136,1,28,220,12,220,12,12,0,220,220,136,220,12,0,1,23,49,0,17,2,89
1,220,0,220,0,28,12,12,61,220,220,220,220,1,220,136,1,28,220,12,220,12,12,0,220,220,136,220,12,0,1,23,49,0,17,2,89
1,220,0,220,220,220,220,12,13,220,12,12,220,1,12,220,1,220,12,220,220,12,12,220,12,220,220,12,220,0,2,262,135,0,17,2,262
1,12,0,220,12,12,220,220,14,12,220,220,12,1,220,12,1,12,220,220,220,220,220,12,220,220,12,220,220,0,2,23,49,0,17,2,89
1,12,0,220,12,12,220,220,60,12,220,220,12,1,220,12,1,12,220,220,220,220,220,12,220,220,12,220,220,0,2,23,49,0,17,2,89
1,12,0,220,12,12,220,220,61,12,220,220,12,1,220,12,1,12,220,220,220,220,220,12,220,220,12,220,220,0,2,23,49,0,17,2,89
1,12,0,12,220,220,220,220,14,12,12,12,12,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,3,23,49,0,17,2,89
1,12,0,12,220,220,220,220,60,12,12,12,12,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,3,23,49,0,17,2,89
1,12,0,12,220,220,220,220,61,12,12,12,12,1,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,3,23,49,0,17,2,89
1,220,0,220,0,28,12,12,14,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,0,23,49,0,18,0,89
1,220,0,220,0,28,12,12,60,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,0,23,49,0,18,0,89
1,220,0,220,0,28,12,12,61,220,220,12,220,1,220,136,1,28,12,12,220,12,12,0,12,220,136,220,12,0,0,23,49,0,18,0,89
1,220,0,28,28,30,220,220,201,220,30,12,220,1,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,202,220,30,12,220,1,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,223,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,224,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,226,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,228,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,232,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,28,28,30,220,220,2096,220,30,12,220,0,28,77,1,30,12,220,30,220,220,28,12,77,77,77,220,0,0,151,78,0,18,0,151
1,220,0,220,220,220,220,220,14,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,1,23,49,0,18,0,89
1,220,0,220,220,220,220,220,60,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,1,23,49,0,18,0,89
1,220,0,220,220,220,220,220,61,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,1,23,49,0,18,0,89
1,220,0,28,220,220,77,77,201,220,30,12,220,1,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,202,220,30,12,220,1,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,223,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,224,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,226,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,228,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,232,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,28,220,220,77,77,2096,220,30,12,220,0,28,220,1,220,12,30,30,28,30,220,12,77,220,77,28,0,1,151,78,0,18,0,151
1,220,0,220,220,220,220,220,14,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,2,23,49,0,18,0,89
1,220,0,220,220,220,220,220,60,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,2,23,49,0,18,0,89
1,220,0,220,220,220,220,220,61,220,220,12,220,1,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,2,23,49,0,18,0,89
1,220,0,12,220,220,12,12,201,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,202,220,12,12,220,1,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,223,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,224,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,226,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,228,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,232,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
1,220,0,12,220,220,12,12,2096,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,151,78,0,18,0,151
2,12,0,220,12,12,220,220,14,12,220,220,12,1,220,12,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,23,49,0,18,2,89
2,12,0,220,12,12,220,220,60,12,220,220,12,1,220,12,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,23,49,0,18,2,89
2,12,0,220,12,12,220,220,61,12,220,220,12,1,220,12,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,23,49,0,18,2,89
2,30,0,220,28,30,220,220,201,28,220,220,77,1,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,202,28,220,220,77,1,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,223,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,224,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,226,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,228,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,232,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
2,30,0,220,28,30,220,220,2096,28,220,220,77,0,220,77,1,30,220,220,220,220,220,28,220,220,77,220,220,0,3,151,78,0,18,2,151
1,12,0,12,220,220,220,220,14,12,12,12,12,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,19,0,89
1,12,0,12,220,220,220,220,60,12,12,12,12,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,19,0,89
1,12,0,12,220,220,220,220,61,12,12,12,12,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,0,23,49,0,19,0,89
1,220,0,220,12,12,12,12,14,220,220,12,220,0,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,1,23,49,0,19,0,89
1,220,0,220,12,12,12,12,60,220,220,12,220,0,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,1,23,49,0,19,0,89
1,220,0,220,12,12,12,12,61,220,220,12,220,0,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,1,23,49,0,19,0,89
1,220,0,12,220,220,12,12,14,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,19,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,19,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,23,49,0,19,0,89
1,220,0,12,220,220,12,12,14,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,19,0,89
1,220,0,12,220,220,12,12,60,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,19,0,89
1,220,0,12,220,220,12,12,61,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,3,23,49,0,19,0,89
1,220,0,12,12,12,220,220,32,220,12,12,220,0,12,12,1,12,12,220,12,220,220,12,12,12,12,12,220,0,0,213,22,0,50,0,213
1,220,0,220,220,220,220,220,32,220,220,12,220,0,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,1,213,22,0,50,0,213
1,220,0,220,220,220,220,220,32,220,220,12,220,0,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,2,213,22,0,50,0,213
1,48,0,50,50,48,66,66,32,50,48,12,66,0,50,66,1,48,12,48,48,50,48,50,12,66,66,66,50,0,3,213,22,0,50,0,213
1,30,0,220,220,220,36,36,32,125,220,12,36,0,220,220,1,220,12,30,220,125,30,220,12,220,220,220,125,0,0,213,22,0,54,0,213
1,220,0,71,71,0,220,220,32,220,0,12,220,0,71,0,1,0,12,220,0,220,220,71,12,0,0,0,220,0,1,213,22,0,54,0,213
1,220,0,220,220,220,220,220,32,220,220,12,220,0,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,2,213,22,0,54,0,213
1,220,0,220,220,220,220,220,32,220,220,12,220,0,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,3,213,22,0,54,0,213
1,220,0,220,220,220,220,220,32,220,220,12,220,0,220,220,1,220,12,220,220,220,220,220,12,220,220,220,220,0,0,213,22,0,55,0,213
1,12,0,12,12,12,70,70,32,12,12,12,70,0,12,70,1,12,12,12,12,12,12,12,12,70,70,70,12,0,1,213,22,0,55,0,213
1,12,0,12,12,12,12,12,32,12,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,0,2,213,22,0,55,0,213
1,12,0,12,12,12,12,12,32,12,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,0,3,213,22,0,55,0,213
2,64,0,220,20,64,220,128,17,20,220,12,128,0,220,128,1,64,12,220,220,20,64,20,12,220,128,220,220,0,0,203,19,0,57,0,203
2,220,0,12,220,220,12,220,17,220,12,12,220,0,12,220,1,220,12,12,12,220,220,220,12,12,220,12,12,0,1,203,19,0,57,0,203
2,65,0,238,21,65,0,130,17,21,228,12,130,0,238,130,1,65,12,228,228,21,65,21,12,0,130,0,238,0,2,203,19,0,57,0,203
2,220,0,64,220,220,220,220,16,220,74,12,220,0,64,220,1,220,12,220,74,220,220,220,12,135,220,135,220,0,0,200,19,0,58,0,200
2,69,0,220,20,69,139,139,16,20,220,12,139,0,220,139,1,69,12,69,220,20,69,20,12,220,139,220,20,0,1,200,19,0,58,0,200
2,220,0,12,220,220,220,220,16,220,12,220,220,0,12,220,1,220,220,220,12,220,220,220,220,12,220,12,220,0,2,200,19,0,58,0,200
2,220,0,12,220,220,12,220,16,220,12,12,220,0,12,220,1,220,12,12,12,220,220,220,12,12,220,12,12,0,0,204,19,0,62,0,204
2,12,0,176,12,12,12,12,16,12,142,176,12,0,176,12,1,12,86,12,142,12,12,12,142,86,12,86,12,0,1,204,19,0,62,2,204
2,12,0,220,12,12,12,12,16,12,220,12,12,0,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,2,204,19,0,62,0,204
2,208,0,255,225,37,27,46,17,255,208,12,46,0,255,27,1,37,12,37,208,255,208,225,12,46,27,46,225,0,0,205,19,0,64,0,205
2,220,0,24,220,220,72,220,17,220,73,12,220,0,24,220,1,220,12,73,73,220,220,220,12,72,220,72,24,0,1,205,19,0,64,0,205
2,220,0,101,220,220,195,220,17,220,147,12,220,0,101,220,1,220,12,147,147,220,220,220,12,195,220,195,101,0,2,205,19,0,64,0,205
2,12,0,220,12,12,220,12,17,12,220,12,12,0,220,12,1,12,12,220,220,12,12,12,12,220,12,220,220,0,3,205,19,0,64,0,205
2,220,0,0,220,220,220,220,17,220,20,12,220,0,0,220,1,220,12,220,20,220,220,220,12,70,220,70,220,0,0,203,19,0,65,0,203
2,59,0,160,58,59,90,90,17,58,0,12,90,0,160,90,1,59,12,59,0,58,59,58,12,0,90,0,58,0,1,203,19,0,65,0,203
2,220,0,12,220,220,12,12,17,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,203,19,0,65,0,203
2,220,0,12,220,220,0,0,17,220,12,12,0,0,12,0,1,220,12,220,12,220,220,220,12,12,0,12,220,0,3,203,19,0,65,0,203
2,48,0,255,56,48,135,135,17,56,0,12,135,0,255,135,1,48,12,48,0,56,48,56,12,0,135,0,56,0,0,205,19,0,66,0,205
2,48,0,220,56,48,135,135,223,56,220,12,135,0,220,135,1,37,12,48,220,56,48,160,12,220,42,220,56,0,0,239,120,0,66,0,239
2,48,0,220,56,48,135,135,224,56,220,12,135,0,220,135,1,108,12,48,220,56,48,137,12,220,37,220,56,0,0,239,120,0,66,0,239
2,48,0,220,56,48,135,135,226,56,220,12,135,0,220,135,1,37,12,48,220,56,48,160,12,220,42,220,56,0,0,239,120,0,66,0,239
2,48,0,220,56,48,135,135,232,56,220,12,135,0,220,135,1,37,12,48,220,56,48,160,12,220,42,220,56,0,0,239,120,0,66,0,239
2,48,0,220,56,48,135,135,2096,56,220,12,135,0,220,135,1,37,12,48,220,56,48,160,12,220,42,220,56,0,0,239,120,0,66,0,239
2,220,0,0,220,220,220,220,17,220,0,12,220,0,0,220,1,220,12,220,0,220,220,220,12,160,220,160,220,0,1,205,19,0,66,0,205
2,220,0,36,220,220,220,220,223,220,53,12,220,0,36,220,1,220,12,220,53,220,220,220,12,89,220,89,220,0,1,239,120,0,66,0,239
2,220,0,36,220,220,220,220,224,220,53,12,220,0,36,220,1,220,12,220,53,220,220,220,12,89,220,89,220,0,1,239,120,0,66,0,239
2,220,0,36,220,220,220,220,226,220,53,12,220,0,36,220,1,220,12,220,53,220,220,220,12,89,220,89,220,0,1,239,120,0,66,0,239
2,220,0,36,220,220,220,220,232,220,53,12,220,0,36,220,1,220,12,220,53,220,220,220,12,89,220,89,220,0,1,239,120,0,66,0,239
2,220,0,36,220,220,220,220,2096,220,53,12,220,0,36,220,1,220,12,220,53,220,220,220,12,89,220,89,220,0,1,239,120,0,66,0,239
2,220,0,112,220,220,218,220,17,220,190,12,220,0,112,220,1,220,12,190,190,220,220,220,12,218,220,218,112,0,2,205,19,0,66,0,205
2,220,0,12,220,220,220,220,223,220,12,12,220,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,2,239,120,0,66,0,239
2,220,0,12,220,220,220,220,224,220,12,12,220,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,2,239,120,0,66,0,239
2,220,0,12,220,220,220,220,226,220,12,12,220,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,2,239,120,0,66,0,239
2,220,0,12,220,220,220,220,232,220,12,12,220,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,2,239,120,0,66,0,239
2,220,0,12,220,220,220,220,2096,220,12,12,220,0,12,220,1,220,12,220,12,220,220,220,12,12,220,12,220,0,2,239,120,0,66,0,239
2,20,0,213,89,20,20,20,17,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,205,19,0,66,0,205
2,20,0,213,89,20,20,20,223,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,239,120,0,66,0,239
2,20,0,213,89,20,20,20,224,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,239,120,0,66,0,239
2,20,0,213,89,20,20,20,226,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,239,120,0,66,0,239
2,20,0,213,89,20,20,20,232,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,239,120,0,66,0,239
2,20,0,213,89,20,20,20,2096,89,130,12,20,0,213,20,1,20,12,20,130,89,20,89,12,119,20,119,89,0,3,239,120,0,66,0,239
2,22,0,133,220,220,25,25,17,133,22,12,25,0,133,220,1,220,12,22,22,133,22,220,12,25,220,25,133,0,0,201,19,0,68,0,204
2,220,0,220,110,13,82,220,17,220,220,12,220,0,220,23,1,13,12,67,220,220,220,110,12,220,23,220,17,0,1,201,19,0,68,0,204
2,71,0,152,230,71,83,83,17,230,203,12,154,0,152,154,1,71,12,203,203,152,203,230,12,83,154,83,152,0,2,201,19,0,68,0,204
2,0,0,220,200,0,0,0,17,200,220,12,0,0,220,0,1,0,12,0,220,200,0,200,12,220,0,220,200,0,0,205,19,0,69,0,205
2,220,0,20,220,220,220,220,17,220,56,12,220,0,20,220,1,220,12,220,56,220,220,220,12,49,220,49,220,0,1,205,19,0,69,0,205
2,12,0,181,12,12,12,12,17,12,168,12,12,0,181,12,1,12,12,12,168,12,12,12,12,58,12,58,12,0,2,205,19,0,69,0,205
2,12,0,220,12,12,12,12,17,12,220,12,12,0,220,12,1,12,12,12,220,12,12,12,12,220,12,220,12,0,3,205,19,0,69,0,205
2,65,0,220,229,77,96,96,16,55,220,12,96,0,220,49,1,77,12,65,220,55,65,229,12,220,49,220,55,0,0,200,19,0,70,0,201
2,75,0,220,223,75,37,37,16,223,220,12,37,0,220,37,1,73,12,75,220,223,75,223,12,220,37,220,223,0,1,200,19,0,70,0,205
2,12,0,220,12,12,220,220,16,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,200,19,0,70,0,201
2,221,0,253,0,153,0,0,17,253,221,12,0,0,253,69,1,153,12,221,221,253,221,0,12,0,69,0,253,0,0,205,19,0,71,0,205
2,169,0,12,200,169,120,120,17,200,12,12,120,0,12,120,1,169,12,169,12,200,169,200,12,12,120,12,200,0,1,205,19,0,71,0,205
2,220,0,12,220,220,12,12,17,220,12,12,220,0,12,220,1,220,12,12,12,12,12,220,12,12,220,12,12,0,2,201,19,0,71,0,201
2,220,0,12,184,152,220,220,17,220,12,12,220,0,12,105,1,152,12,220,12,220,220,184,12,12,105,12,220,0,0,203,19,0,72,0,203
2,12,0,184,12,12,12,12,17,12,152,12,12,0,184,12,1,12,12,12,152,12,12,12,12,105,12,105,12,0,1,203,19,0,72,0,201
2,12,0,220,12,12,220,220,17,12,220,12,12,0,220,12,1,12,12,220,220,220,220,12,12,220,12,220,220,0,2,203,19,0,72,0,203
2,152,0,12,184,152,12,12,17,184,12,12,103,0,12,105,1,152,12,12,12,12,12,184,12,12,105,12,12,0,3,203,19,0,72,0,203
2,220,0,206,182,220,220,220,223,220,187,220,220,0,190,220,1,220,220,220,30,220,220,220,220,60,220,220,220,0,0,289,145,0,73,0,289
2,220,0,206,182,220,220,220,224,220,187,220,220,0,190,220,1,220,220,220,30,220,220,220,220,60,220,220,220,0,0,289,145,0,73,0,289
2,220,0,206,182,220,220,220,226,220,187,220,220,0,190,220,1,220,220,220,30,220,220,220,220,60,220,220,220,0,0,289,145,0,73,0,289
2,220,0,206,182,220,220,220,232,220,187,220,220,0,190,220,1,220,220,220,30,220,220,220,220,60,220,220,220,0,0,289,145,0,73,0,289
2,220,0,206,182,220,220,220,2096,220,187,220,220,0,190,220,1,220,220,220,30,220,220,220,220,60,220,220,220,0,0,289,145,0,73,0,289
2,53,0,220,53,53,74,74,223,53,65,53,74,0,65,74,1,53,74,53,220,53,53,53,53,220,74,90,53,0,1,289,145,0,73,0,289
2,53,0,220,53,53,74,74,224,53,65,53,74,0,65,74,1,53,74,53,220,53,53,53,53,220,74,90,53,0,1,289,145,0,73,0,289
2,53,0,220,53,53,74,74,226,53,65,53,74,0,65,74,1,53,74,53,220,53,53,53,53,220,74,90,53,0,1,289,145,0,73,0,289
2,53,0,220,53,53,74,74,232,53,65,53,74,0,65,74,1,53,74,53,220,53,53,53,53,220,74,90,53,0,1,289,145,0,73,0,289
