firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,facepsdlayer0,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,sockstylecode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,facepsdlayer1,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Hoo-gwo,Xiang,30301,0,0,0,128,4,0,1,15,223101,519,1,167,76,1,144247,0,0,62,0,0,27030,0,9,0,0,0,0,0,0,3,0,500,221037,1,155,1,0,0,0,3,0
Azlan,Hamberi,30301,0,0,0,105,4,0,0,15,223101,538,0,176,76,1,144772,0,0,72,0,0,27115,0,9,0,0,0,0,0,0,3,0,500,221045,3,173,1,0,0,0,1,0
Lamon,Darawan,30301,0,0,0,16,3,0,0,15,223101,543,1,177,76,1,144700,0,0,73,0,0,27113,0,3,0,0,0,0,0,0,4,0,500,221047,3,188,1,0,0,0,3,0
Radovan,Palenković,2190501,6,23,287,102,4,0,1,15,250202,22,1,197,80,1,141294,0,0,92,3,0,27073,0,3,0,0,0,0,0,0,3,0,500,221049,4,51,5,0,0,0,5,22
Rubelio,Veriliano,30301,0,20,0,65,1,0,1,15,223101,2506,1,180,1003,1,141499,0,0,74,0,0,27074,0,2,0,0,0,0,0,0,3,0,500,221060,0,58,1,0,0,0,2,3
Álvaro,Merrión,30301,0,0,246,636,4,0,1,15,223101,1511,1,182,1003,1,143389,0,0,76,0,0,27073,0,3,0,0,0,0,0,0,3,0,500,221064,4,92,1,0,0,0,2,0
Herminio,Banelgas,30301,0,0,0,161,0,0,1,15,223101,4500,1,177,1003,1,144853,0,0,72,0,0,27070,0,9,0,0,0,0,0,0,7,0,500,221065,3,81,1,0,0,0,2,0
Toby,Ekington,30301,0,0,0,0,0,0,1,0,223101,1019,1,182,1003,1,143925,0,0,75,0,0,27070,0,9,0,0,0,0,0,0,7,0,500,221081,3,81,1,0,0,0,2,0
Matthew,Mzizi,30301,0,0,0,28,0,0,1,15,223101,1009,2,181,76,1,143781,0,0,82,0,0,27070,0,9,0,0,0,0,0,0,7,0,500,221100,3,140,1,0,0,0,2,0
Vyacheslav,Bondartchuk,30301,0,3,243,66,3,0,1,0,223101,1503,1,177,76,1,144289,0,0,77,0,0,27112,0,5,0,0,0,0,0,0,2,0,500,221118,2,49,1,0,0,0,2,6
Leonidas,Lambrakis,30301,0,0,0,103,0,0,1,15,223101,2517,1,181,76,1,142340,0,0,77,0,0,27051,0,3,0,0,0,0,0,0,4,0,500,221119,4,22,1,0,0,0,2,0
Regis,Graver,30301,0,0,0,280,2,0,1,0,223101,1007,2,185,78,1,143541,0,0,84,0,0,27068,0,3,0,0,0,0,0,0,8,0,500,221153,1,148,1,0,0,0,5,0
Michael,Oliver,2150301,6,23,287,65,0,0,1,15,232201,2016,1,182,13,1,146957,0,0,72,2,0,27036,0,10,0,0,0,0,1,0,2,0,500,221871,4,14,2,0,0,0,2,0
Robert,Madley,30301,0,9,0,43,3,0,1,15,223101,2012,0,188,14,1,147185,0,0,88,0,0,27099,0,5,0,0,0,0,1,0,2,0,500,221902,0,14,1,0,0,0,5,6
Craig,Pawson,60201,0,6,287,1283,3,0,2,15,252102,1522,0,182,13,1,144775,0,0,76,2,0,27071,0,2,0,0,0,0,1,0,2,0,500,221949,2,14,2,0,0,0,2,5
Anthony,Taylor,80000,0,22,287,0,3,0,1,15,232001,2500,0,180,13,1,144642,0,0,76,2,0,27099,0,5,0,0,0,0,1,0,2,0,500,221950,0,14,2,0,0,0,2,22
Enis,Balbay,30301,0,0,288,30,0,0,1,15,223101,2511,1,177,68,1,143943,0,0,72,0,0,27092,0,5,0,0,0,0,0,0,2,0,500,222948,0,48,1,0,0,0,2,0
Feridun,Doğançay,30301,0,0,0,142,3,0,1,15,223101,1520,2,184,68,1,144535,0,0,77,0,0,27109,0,3,0,0,0,0,0,0,3,0,500,222949,0,48,1,0,0,0,1,0
Ingrún,Svansdóttir,1140503,0,5,0,512,0,0,1,0,223101,9504,2,165,2136,1,145553,0,0,55,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,226903,3,24,1,0,0,0,8,1
Bethany,Callanish,1140503,0,3,0,536,3,0,0,15,223101,7018,1,168,2136,1,145755,0,0,61,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,226905,0,42,1,0,0,0,7,6
Neea,Jokelainen,1140503,0,6,0,538,3,0,1,15,223101,10501,1,173,2136,1,147399,0,0,59,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,226907,0,17,1,0,0,0,1,6
Graham,Scott,60201,0,2,0,150,3,0,0,15,242101,2009,1,188,13,1,140980,0,0,84,2,0,27067,0,2,0,0,0,0,1,0,3,0,500,228958,0,14,2,0,0,0,5,2
Darren,Drysdale,30301,0,3,243,0,3,0,1,15,223101,15,1,182,60,1,141841,0,0,77,0,0,27110,0,7,0,0,0,0,1,0,2,0,500,231757,4,14,1,0,0,0,1,0
Geoff,Eltringham,30301,0,5,0,297,3,0,2,15,223101,2016,2,174,14,1,141397,0,0,73,0,0,27067,0,2,0,0,0,0,1,0,3,0,500,231759,0,14,1,0,0,0,3,3
Darren,England,1130101,0,3,287,554,3,0,2,15,242102,4003,2,178,13,1,147027,0,0,75,2,0,27078,0,5,0,0,0,0,1,0,1,0,500,231760,2,14,1,0,0,0,2,6
Jeremy,Simpson,30301,0,6,0,297,3,0,2,15,223101,2,2,177,14,1,143588,0,0,75,0,0,27112,0,5,0,0,0,0,1,0,2,0,500,231764,2,14,1,0,0,0,1,3
Sebastian,Stockbridge,30301,0,9,287,117,3,0,2,15,223101,2022,0,178,60,1,146510,0,0,75,0,0,27109,0,3,0,0,0,0,1,0,3,0,500,231765,0,14,1,0,0,0,1,6
Keith,Stroud,30301,0,5,0,114,3,0,2,15,223101,2005,2,170,14,1,141286,0,0,68,0,0,27081,0,4,0,0,0,0,1,0,5,0,500,231766,4,14,1,0,0,0,7,6
Lee,Swabey,30301,0,12,0,40,3,0,1,15,223101,2000,1,174,61,1,146327,0,0,69,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,231768,2,14,1,0,0,0,3,7
Paul,Tierney,2180401,6,23,287,122,0,0,0,15,232001,2502,2,176,13,1,145176,0,0,70,2,0,27092,0,5,0,0,0,0,1,0,2,0,500,231769,0,14,2,0,0,0,2,9
Ben,Toner,30301,0,6,0,16,0,0,0,15,223101,2012,2,180,61,1,147241,0,0,75,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,231770,4,14,1,0,0,0,1,3
Gavin,Ward,30301,0,2,0,114,3,0,0,15,223101,2008,1,174,14,1,144657,0,0,72,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,231771,4,14,1,0,0,0,1,1
David,Webb,30301,0,6,0,154,3,0,0,15,223101,2004,0,172,14,1,144319,0,0,73,0,0,27072,0,3,0,0,0,0,1,0,3,0,500,231772,4,14,1,0,0,0,2,6
Dean,Whitestone,30301,0,0,0,16,4,0,0,15,223101,2021,1,178,14,1,143832,0,0,77,0,0,27073,0,3,0,0,0,0,1,0,3,0,500,231773,4,14,1,0,0,0,1,0
Ross,Joyce,30301,0,6,0,16,3,0,2,15,223101,24,1,173,60,1,147496,0,0,83,0,0,27081,0,4,0,0,0,0,1,0,5,0,500,231782,4,14,1,0,0,0,2,3
Christopher,Kavanagh,80201,0,23,255,150,0,0,2,15,232001,2512,0,188,13,1,146955,0,0,85,6,0,27036,0,10,0,0,0,0,1,0,2,0,500,231783,4,14,2,0,0,0,5,22
Oliver,Langford,30301,0,6,0,65,3,0,1,15,223101,2027,1,175,14,1,145166,0,0,77,0,0,27112,0,5,0,0,0,0,1,0,2,0,500,231787,2,14,1,0,0,0,2,6
Tony,Harrington,60201,0,0,287,77,3,0,2,15,242201,10,2,172,13,1,146411,0,0,78,2,0,27081,0,4,0,0,0,0,1,0,5,0,500,231788,4,14,2,0,0,0,1,0
James,Linington,30301,0,3,0,114,3,0,2,15,223101,2007,2,188,14,1,144960,0,0,90,0,0,27072,0,3,0,0,0,0,1,0,3,0,500,231791,4,14,1,0,0,0,6,3
Simon,Hooper,2150301,0,2,287,0,3,0,1,15,232001,2007,2,175,13,1,146006,0,0,77,1,0,27110,0,7,0,0,0,0,1,0,2,0,500,231793,4,14,3,0,0,0,3,1
Andrew,Madley,2150301,0,0,287,693,3,0,1,15,242101,2027,2,190,13,1,146423,0,0,80,2,0,27084,0,7,0,0,0,0,1,0,3,0,500,231794,0,14,2,0,0,0,5,0
Stephen,Martin,30301,0,6,0,114,3,0,0,15,223101,5,1,182,14,1,145409,0,0,79,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,231798,2,14,1,0,0,0,3,6
Tim,Robinson,60201,0,23,287,150,3,0,2,15,232001,2016,2,180,13,1,146227,0,0,85,2,0,27112,0,5,0,0,0,0,1,0,2,0,500,231804,2,14,2,0,0,0,2,23
Stuart,Attwell,60201,0,23,287,632,3,0,2,15,242201,1516,1,180,13,1,146089,0,0,74,2,0,27072,0,3,0,0,0,0,1,0,3,0,500,231893,4,14,2,0,0,0,1,23
Peter,Bankes,2150301,0,3,287,150,3,0,2,15,242101,5,2,183,13,1,145865,0,0,85,2,0,27072,0,3,0,0,0,0,1,0,3,0,500,231894,4,14,2,0,0,0,2,3
Darren,Bond,60201,0,23,287,122,3,0,1,15,242101,25,1,175,13,1,145887,0,0,80,1,0,27081,0,4,0,0,0,0,1,0,5,0,500,231899,4,14,2,0,0,0,2,23
Charles,Breakspear,30301,0,6,287,0,3,0,2,15,223101,16,2,180,60,1,148162,0,0,90,0,0,27099,0,5,0,0,0,0,1,0,2,0,500,231902,0,14,1,0,0,0,2,6
David,Coote,30301,0,3,0,65,1,0,2,15,223101,1526,2,181,13,1,146103,0,0,78,0,0,27074,0,2,0,0,0,0,1,0,3,0,500,231907,0,14,1,0,0,0,1,3
Andy,Davies,30301,0,3,0,0,3,0,2,15,223101,2501,0,175,14,1,143569,0,0,75,0,0,27110,0,7,0,0,0,0,1,0,2,0,500,231908,4,14,1,0,0,0,2,1
Ollie,Yates,30301,0,6,0,61,3,0,1,15,223101,4005,1,176,60,1,147503,0,0,75,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,234546,4,14,1,0,0,0,1,6
John,Brooks,2150301,0,5,0,61,3,0,0,15,234101,3507,2,189,13,1,149000,0,0,78,2,0,27082,0,2,0,0,0,0,1,0,2,0,500,234548,4,14,2,0,0,0,4,5
John,Busby,30301,0,2,0,65,3,0,0,15,223101,10,0,180,14,1,147500,0,0,78,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,234549,2,14,1,0,0,0,2,7
Michael,Salisbury,60201,0,6,287,114,3,0,1,15,234101,6,2,186,13,1,146980,0,0,81,2,0,27085,0,4,0,0,0,0,1,0,3,0,500,234551,4,14,1,0,0,0,4,6
Robert,Jones,2150301,0,3,287,65,3,0,1,15,232101,4000,2,182,13,1,147730,0,0,77,2,0,27082,0,2,0,0,0,0,1,0,2,0,500,234552,4,14,2,0,0,0,2,5
Zamfir,Izbașa,30301,0,0,287,188,0,0,1,15,223101,22,1,181,330,1,142603,0,0,74,0,0,27108,0,6,0,0,0,0,0,0,2,0,500,237583,1,39,1,0,0,0,2,0
Iacob,Săulescu,30301,0,0,0,40,3,0,1,15,223101,9,2,174,330,1,143130,0,0,68,0,0,27078,0,5,0,0,0,0,0,0,1,0,500,237584,2,39,1,0,0,0,2,3
Dragoș,Tismăneanu,30301,0,6,0,16,3,0,1,15,223101,4003,1,177,330,1,141862,0,0,70,0,0,27112,0,5,0,0,0,0,0,0,2,0,500,237585,2,39,1,0,0,0,1,6
Iwona,Małdowicz,1140503,0,1,0,504,0,0,1,0,223101,7018,1,180,2136,1,149681,0,0,75,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,239184,0,37,1,0,0,0,2,6
Anthony,Backhouse,30301,0,3,0,30,3,0,1,15,223101,7,1,182,14,1,149024,0,0,83,0,0,27078,0,5,0,0,0,0,1,0,1,0,500,239251,2,14,1,0,0,0,3,6
Martin,Coy,30301,0,5,0,114,3,0,0,15,223101,4003,1,170,61,1,146620,0,0,68,0,0,27072,0,3,0,0,0,0,1,0,3,0,500,239253,4,14,1,0,0,0,7,6
Craig,Hicks,30301,0,3,0,149,0,0,1,15,223101,2,2,185,61,1,147142,0,0,74,0,0,27093,0,4,0,0,0,0,1,0,3,0,500,239255,2,14,1,0,0,0,5,3
Tom,Nield,30301,0,3,0,693,3,0,0,15,223101,4013,1,186,14,0,149208,0,0,78,0,0,27112,0,5,0,0,0,0,1,0,2,0,500,239256,2,14,1,0,0,0,5,3
Scott,Oldham,30301,0,2,0,77,3,0,0,15,223101,2020,0,191,61,1,145941,0,0,81,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,239257,2,14,1,0,0,0,5,1
Hussain,Al-Shamkali,30301,0,0,243,77,0,0,1,15,223101,1526,1,185,350,1,146388,0,0,76,0,0,27108,0,6,0,0,0,0,0,0,2,0,500,241366,1,183,1,0,0,0,5,0
Nazario,Dasmarinas,30301,0,3,0,29,0,0,2,15,223101,1509,1,182,308,1,144866,0,0,74,0,0,27037,0,3,0,0,0,0,0,0,5,0,500,241367,4,38,1,0,0,0,2,3
Ludger,Falck,30301,0,5,0,290,3,0,2,15,223101,16,1,180,80,1,146600,0,0,78,0,0,27110,0,7,0,0,0,0,0,0,2,0,500,241369,4,4,1,0,0,0,2,6
Flemming,Fredskild,30301,0,1,0,117,3,0,0,15,223101,2016,1,188,1,1,146600,0,0,81,0,0,27071,0,2,0,0,0,0,0,0,2,0,500,241370,2,13,1,0,0,0,5,1
Adrian,Gløersen,30301,0,6,28,57,0,0,0,15,223101,3502,1,185,41,1,144643,0,0,83,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,241371,4,36,1,0,0,0,5,6
Albin,Kuniak,30301,0,0,287,105,3,0,1,15,223101,529,0,181,66,1,142819,0,0,70,0,0,27071,0,2,0,0,0,0,0,0,2,0,500,241372,2,37,1,0,0,0,2,0
Thorvald,Oedegaard,30301,0,6,243,77,3,0,1,15,223101,22,2,185,41,1,143047,0,0,86,0,0,27085,0,4,0,0,0,0,0,0,3,0,500,241373,4,36,1,0,0,0,6,6
An-Jol,Park,30301,0,0,0,121,0,0,0,15,223101,510,1,177,83,1,142914,0,0,74,0,0,27028,0,9,0,0,0,0,0,0,4,0,500,241374,0,167,1,0,0,0,2,0
Hai-wang,Sui,30301,0,0,0,102,4,0,1,15,223101,554,0,176,2012,1,142085,0,0,73,0,0,27029,0,9,0,0,0,0,0,0,4,0,500,241503,3,155,1,0,0,0,1,0
Zhi-xiang,Qun,30301,0,0,0,143,4,0,1,15,223101,540,2,174,2012,1,144105,0,0,70,0,0,27031,0,9,0,0,0,0,0,0,5,0,500,241504,3,155,1,0,0,0,2,0
Stefan,Häsenecker,30301,0,0,0,65,3,0,0,15,223101,7,1,184,189,1,144184,0,0,78,0,0,27082,0,2,0,0,0,0,0,0,2,0,500,243325,4,47,1,0,0,0,2,0
Joel,Highett,30301,0,2,0,114,0,0,0,15,223101,4003,1,178,351,1,145248,0,0,76,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,243326,4,195,1,0,0,0,2,3
Alvaro Joaquín,Florez,30301,0,3,243,57,1,0,2,15,223101,2517,2,181,353,1,143540,0,0,82,0,0,27074,0,2,0,0,0,0,0,0,3,0,500,243327,0,52,1,0,0,0,3,0
Peraldo,Jagnarine,30301,0,0,0,154,4,0,1,15,223101,2510,1,188,1003,1,143057,0,0,79,0,0,27073,0,3,0,0,0,0,0,0,3,0,500,243329,4,79,1,0,0,0,5,0
Gang-sheng,Bai,30301,0,0,0,149,0,0,0,15,223101,558,1,174,2012,1,143065,0,0,76,0,0,27028,0,9,0,0,0,0,0,0,4,0,500,243331,0,155,1,0,0,0,2,0
Maximilian,Mehlbacher,30301,0,5,0,74,0,0,2,15,223101,2004,1,186,19,1,145122,0,0,77,0,0,27092,0,5,0,0,0,0,0,0,2,0,500,243332,0,21,1,0,0,0,5,3
Aurelio,Oriol Gaspar,30301,0,0,0,150,3,0,0,15,223101,2008,2,178,54,1,144940,0,0,84,0,0,27072,0,3,0,0,0,0,0,0,3,0,500,243333,4,45,1,0,0,0,2,0
Thomas,Bramall,60201,0,3,0,1283,0,0,0,15,232101,2010,1,185,13,1,148963,0,0,80,2,0,27093,0,4,0,0,0,0,1,0,3,0,500,244144,2,14,3,0,0,0,5,3
Matthew,Donohue,30301,0,5,0,16,3,0,2,15,223101,2505,1,183,14,1,151773,0,0,75,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,244146,4,14,1,0,0,0,2,6
Neil,Hair,30301,0,6,0,63,1,0,2,15,223101,4000,2,186,60,1,145471,0,0,84,0,0,27074,0,2,0,0,0,0,1,0,3,0,500,244148,0,14,1,0,0,0,5,6
Samuel,Allison,30301,0,0,287,0,2,0,1,15,223101,1016,1,178,14,0,145354,0,0,77,0,0,27068,0,3,0,0,0,0,1,0,8,0,500,244150,1,14,1,0,0,0,2,0
Peter,Wright,30301,0,6,0,75,3,0,1,15,223101,4003,0,181,60,1,147273,0,0,76,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,244151,4,14,1,0,0,0,1,6
Alan,Young,30301,0,12,0,65,3,0,1,15,223101,2004,2,180,60,1,145406,0,0,74,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,244152,2,14,1,0,0,0,3,7
Jarred,Gillett,60201,0,0,287,641,3,0,1,0,242201,3505,1,185,13,3,147576,0,0,74,2,0,27085,0,4,0,0,0,0,1,0,3,0,500,247097,4,195,1,0,0,0,4,0
Mariam,Peñarrieta,1140503,0,3,0,561,3,0,1,15,223101,7025,1,170,2136,1,146046,0,0,59,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,248502,3,53,1,0,0,0,8,3
Serwa,Attram,1140503,0,0,0,576,4,0,1,15,223101,10004,1,168,2136,1,145486,0,0,56,0,1,40951,0,9,0,0,0,0,0,0,9,0,500,248503,1,117,1,0,0,0,8,0
Elanne,Fung,1140503,0,3,0,560,1,0,1,15,223101,6025,1,165,2136,1,143960,0,0,54,0,1,40952,0,3,0,0,0,0,0,0,3,0,500,248504,3,158,1,0,0,0,8,6
Françoise,Berringuet,1140503,0,6,0,539,0,0,1,15,223101,9500,1,168,2136,1,147502,0,0,58,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,250783,2,18,1,0,0,0,8,3
Celina,Heiselmann,1140503,0,2,0,536,3,0,1,15,223101,9500,1,167,2136,1,145875,0,0,56,0,1,40955,0,10,0,0,0,0,0,0,2,0,500,250784,0,21,1,0,0,0,7,3
Jett,Colling,30301,0,5,30,129,3,0,1,15,223101,2027,1,182,2012,1,143603,0,0,78,0,0,27071,0,2,0,0,0,0,0,0,2,0,500,250793,2,195,1,0,0,0,2,3
Miloje,Tomčić,30301,0,3,243,93,3,0,1,15,223101,1516,1,186,2012,1,145269,0,0,82,0,0,27112,0,5,0,0,0,0,0,0,2,0,500,250794,2,51,1,0,0,0,5,3
Aske,Hemmingsen,30301,0,6,289,0,3,0,1,15,223101,3505,1,186,1,1,145731,0,0,81,0,0,27099,0,5,0,0,0,0,0,0,2,0,500,251117,0,13,1,0,0,0,6,3
Leigh,Doughty,30301,0,6,0,154,3,0,1,15,223101,13,1,184,14,1,147530,0,0,79,0,0,27078,0,5,0,0,0,0,1,0,1,0,500,251963,2,14,1,0,0,0,2,3
Will,Finnie,30301,0,6,0,75,0,0,1,15,223101,4003,1,182,61,1,151059,0,0,74,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,251965,4,14,1,0,0,0,2,3
James,Oldham,30301,0,5,0,65,3,0,1,15,223101,12,1,181,61,1,147320,0,0,80,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,251966,4,14,1,0,0,0,1,6
Christopher,Pollard,30301,0,5,243,65,3,0,1,15,223101,2016,1,186,61,1,147992,0,0,84,0,0,27081,0,4,0,0,0,0,1,0,5,0,500,251967,4,14,1,0,0,0,5,6
Sam,Purkiss,30301,0,5,243,72,3,0,1,15,223101,2004,1,176,61,1,148230,0,0,77,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,251968,2,14,1,0,0,0,1,6
David,Rock,30301,0,5,0,72,3,0,1,15,223101,2007,1,176,60,1,146830,0,0,82,0,0,27078,0,5,0,0,0,0,1,0,1,0,500,251969,2,14,1,0,0,0,3,7
Josh,Smith,30301,0,5,0,75,3,0,1,15,223101,0,1,184,14,1,151486,0,0,80,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,251970,2,14,1,0,0,0,3,3
Moray,Baird,30301,0,3,0,111,3,0,1,15,223101,9,1,181,50,1,147481,0,0,84,0,0,27082,0,2,0,0,0,0,0,0,2,0,500,252127,4,42,1,0,0,0,2,3
Alasdair,McMann,30301,0,2,0,158,1,0,1,15,223101,2014,1,178,50,1,145529,0,0,82,0,0,27074,0,2,0,0,0,0,0,0,3,0,500,252128,0,42,1,0,0,0,2,3
Ruaridh,Monroe,30301,0,5,0,16,0,0,1,15,223101,2000,1,184,50,1,145039,0,0,80,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,252129,4,42,1,0,0,0,3,3
Innes,McKellar,30301,0,6,0,119,3,0,1,15,223101,2004,1,179,50,1,147019,0,0,77,0,0,27080,0,4,0,0,0,0,0,0,4,0,500,252130,0,42,1,0,0,0,2,0
Hadrien,Dumortier,30301,0,3,0,21,3,0,1,15,223101,2517,1,186,16,1,149357,0,0,82,0,0,27084,0,7,0,0,0,0,0,0,3,0,500,256907,0,18,1,0,0,0,5,0
Timothée,Géroux,30301,0,0,0,544,4,0,1,15,223101,3000,1,188,16,1,147775,0,0,84,0,0,27050,0,9,0,0,0,0,0,0,9,0,500,256908,1,18,1,0,0,0,5,0
Vincent,Lentvogt,30301,0,5,0,77,3,0,1,15,223101,1517,1,191,19,1,148895,0,0,86,0,0,27082,0,2,0,0,0,0,0,0,2,0,500,256910,4,21,1,0,0,0,4,6
Jannik,Zöckler,30301,0,3,0,93,0,0,1,15,223101,4005,1,187,19,1,148713,0,0,81,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,256911,4,21,1,0,0,0,5,3
Robin,Cainsdorf,30301,0,2,0,74,3,0,1,15,223101,7,1,191,2076,1,146976,0,0,87,0,0,27072,0,3,0,0,0,0,0,0,3,0,500,256985,4,21,1,0,0,0,5,6
Benjamin,Speedie,30301,0,6,0,16,0,0,1,15,223101,3500,1,180,60,1,145409,0,0,75,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,258673,4,14,1,0,0,0,2,3
Sam,Barrott,60201,0,6,287,298,3,0,1,15,244101,37,1,178,13,1,145514,0,0,82,2,0,27071,0,2,0,0,0,0,1,0,2,0,500,258674,2,14,2,0,0,0,2,6
James,Bell,30301,0,5,0,86,3,0,1,15,223101,2020,1,182,14,1,144492,0,0,74,0,0,27081,0,4,0,0,0,0,1,0,5,0,500,258675,4,14,1,0,0,0,1,3
Declan,Bourne,30301,0,6,0,75,0,0,1,15,223101,1506,1,181,60,1,146234,0,0,76,0,0,27051,0,3,0,0,0,0,1,0,4,0,500,258676,4,14,1,0,0,0,1,3
Carl,Brook,30301,0,5,0,37,3,0,1,15,223101,18,1,178,60,1,143711,0,0,76,0,0,27081,0,4,0,0,0,0,1,0,5,0,500,258677,4,14,1,0,0,0,2,3
Paul,Howard,30301,0,3,0,16,4,0,1,15,223101,3,1,177,60,1,146271,0,0,78,0,0,27073,0,3,0,0,0,0,1,0,3,0,500,258678,4,14,1,0,0,0,3,0
Wouter,Wiegerink,30301,0,0,0,1,4,0,1,15,223101,1016,1,187,10,1,146012,0,0,84,0,0,27076,0,9,0,0,0,0,0,0,9,0,500,262374,1,34,1,0,0,0,5,0
Gennaro,Scarpulla,30301,0,0,0,0,3,0,1,0,223101,2002,1,189,31,1,147131,0,0,86,0,0,27099,0,5,0,0,0,0,0,0,2,0,500,262375,0,27,1,0,0,0,5,0
Andrew,Kitchen,30301,0,0,0,43,3,0,1,15,223101,29,1,178,14,1,150367,0,0,70,0,0,27072,0,3,0,0,0,0,1,0,3,0,500,262890,4,14,1,0,0,0,1,3
Simon,Mather,30301,0,2,0,65,3,0,1,15,223101,30,1,182,60,1,149792,0,0,77,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,262891,2,14,1,0,0,0,2,1
Tom,Reeves,30301,0,0,0,16,0,0,1,15,223101,34,1,180,60,1,148783,0,0,78,0,0,27051,0,3,0,0,0,0,1,0,4,0,500,262892,4,14,1,0,0,0,1,0
Marcela,Sostoni,1140503,0,6,0,570,3,0,1,15,223101,7000,1,175,353,1,146907,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267487,3,52,1,0,0,0,1,1
Anne,De Vaert,1140503,0,1,0,53,3,0,1,15,223101,5500,1,180,4,1,146907,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267488,0,7,1,0,0,0,1,1
Edith,Vancruysse,1140503,0,6,0,540,0,0,1,15,223101,5501,1,165,4,1,146907,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267489,0,7,1,0,0,0,7,1
Amalie Lotte,Bundgaard,1140503,0,2,0,647,0,0,1,15,223101,5502,1,176,1,1,146938,0,0,60,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267499,3,13,1,0,0,0,1,1
Audrey,Sargnac,1140503,0,3,0,636,0,0,1,15,223101,5503,1,182,16,1,146938,0,0,65,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267500,2,18,1,0,0,0,2,3
Sarah,Paillotet,1140503,0,3,0,521,3,0,1,15,223101,5504,1,174,16,1,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267502,0,18,1,0,0,0,1,3
Coralie,Fabrier,1140503,0,1,0,516,3,0,1,15,223101,5505,1,166,17,1,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267503,0,18,1,0,0,0,7,1
Lola,Depeyre,1140503,0,1,0,570,0,0,1,15,223101,5506,1,184,17,1,146938,0,0,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267504,0,18,1,0,0,0,1,6
Rinske,Dimmendaal,1140503,0,3,0,512,3,0,1,15,223101,5507,1,174,10,1,146938,0,0,60,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267506,0,34,1,0,0,0,1,3
Hermine Kruse,Andresen,1140503,0,1,0,501,0,0,1,15,223101,5508,1,168,41,1,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267510,0,36,1,0,0,0,7,1
Honorata,Grażyńska,1140503,0,6,0,503,3,0,1,15,223101,5508,1,172,66,1,146938,0,0,60,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,267512,0,37,1,0,0,0,1,0
Sofie,Rettenbacher,1140503,0,6,0,279,3,0,1,15,223101,5509,1,175,80,1,148203,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267538,4,4,1,0,0,0,1,3
Federica,Pellecciolli,1140503,0,0,0,510,3,0,1,0,223101,7007,1,177,31,1,147595,0,0,63,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,267539,0,27,1,0,0,0,2,3
Marilza,Bencatel,1140503,0,6,0,517,0,0,1,15,223101,9001,1,173,308,1,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267540,2,38,1,0,0,0,1,6
