topsecondlayerid,accessorytypethree,usekitwarmuppants,usewardrobeaccessory,bottomsecondlayertexturevariation,socktexturevariation,shoeid,usekitaccessory,accessorytypeone,accessorytypefour,useplayerarms,gkgloves,sockid,usewardrobesock,useshoe,useplayerlegs,leglength,accessorytypeonevariation,jerseykitid,gkglovetype,usekitgkgloves,gender,useplayershadow,bottomtexturevariation,usekitwarmupjacket,accessorytypefourvariation,outfitarmlength,bottomid,shortskitid,usekitsock,shoedesign,sockskitid,accessorytypethreevariation,topsecondlayertexturevariation,topbasetexturevariation,usekitwarmupbib,outfitid,usekitbottom,topbaseid,bottomsecondlayerid,accessorytypetwovariation,accessorytypetwo
200100,0,0,1,4,0,582,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,300803,0,0,0,0,0,5,3,0,4621,0,100600,400500,0,0
101495,0,0,1,0,0,557,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,300803,0,0,0,0,0,0,3,0,4622,0,100600,401535,0,0
200100,0,0,1,44,0,582,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,27,0,0,0,300800,0,0,0,0,0,8,3,0,4623,0,100600,400500,0,0
101901,0,0,1,2,0,582,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,27,0,0,0,300800,0,0,0,0,0,11,3,0,4633,0,100600,400600,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0
200069,240,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5000,0,100010,400070,0,0
200069,240,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,5001,0,100010,400070,0,0
200069,240,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,5002,0,100010,400070,0,0
200069,240,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,5003,0,100010,400070,0,0
0,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5010,0,100011,400070,0,0
0,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5011,0,100011,400070,0,0
0,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5012,0,100011,400070,0,0
0,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5013,0,100011,400070,0,0
200090,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5020,0,100020,400074,0,0
200090,0,0,1,2,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,5021,0,100020,400074,0,0
200090,0,0,1,1,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5022,0,100020,400074,0,0
200090,0,0,1,1,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5023,0,100020,400074,0,0
200021,300,0,1,1,0,864,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5024,0,100020,400071,0,0
200070,240,0,1,0,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5025,0,100010,400070,0,0
200091,0,0,1,0,0,856,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5026,0,100020,400077,0,0
0,0,0,1,0,0,851,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5027,0,100020,400077,0,0
200070,240,0,1,1,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5028,0,100010,400070,0,0
200071,0,0,1,1,0,862,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,5029,0,100010,400070,0,0
0,0,0,1,0,0,856,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5030,0,100020,400070,0,0
200070,0,0,1,0,0,856,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,5031,0,100015,400074,0,0
0,300,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,5032,0,100025,400070,0,0
200069,0,0,1,5,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,5100,0,100010,400070,0,0
200069,0,0,1,6,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,5101,0,100010,400070,0,0
200069,0,0,1,4,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,5102,0,100010,400070,0,0
200069,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,5103,0,100010,400070,0,0
0,241,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5104,0,100010,400070,0,0
0,0,0,1,6,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5105,0,100011,400070,0,0
200018,0,0,1,4,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,5106,0,100020,400070,0,0
200018,0,0,1,6,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5107,0,100020,400070,0,0
200069,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5108,0,100011,400070,0,0
0,241,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5109,0,100010,400070,0,0
200018,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,5110,0,1,400070,0,0
0,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5111,0,100011,400070,0,0
200018,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,5112,0,1,400070,0,0
200070,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,5113,0,100011,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5114,0,100010,400070,0,0
200018,0,0,1,0,0,525,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5115,0,100010,400071,0,0
200090,0,0,1,3,0,0,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5116,0,100020,400070,0,0
200087,240,0,1,0,0,860,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5499,0,100011,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5500,0,100010,400070,0,0
200070,240,0,1,3,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5501,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5502,0,100010,400070,0,0
200068,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5503,0,100011,400070,0,0
200018,240,0,1,2,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5504,0,100010,400070,0,0
200070,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5505,0,100010,400070,0,0
200091,0,0,1,0,0,859,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5506,0,100020,400074,0,0
200070,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5507,0,100010,400070,0,0
0,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5508,0,100011,400070,0,0
200086,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5509,0,100011,400070,0,0
200091,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5510,0,100020,400074,0,0
200087,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5511,0,100020,400074,0,0
200069,240,0,1,3,0,824,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5512,0,100010,400070,0,0
200070,0,0,1,6,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5513,0,100011,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5514,0,100010,400070,0,0
200070,240,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,5515,0,100010,400070,0,0
200070,240,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,5516,0,100010,400070,0,0
200070,240,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,5517,0,100010,400070,0,0
200070,240,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,5518,0,100010,400070,0,0
200070,240,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,5519,0,100010,400070,0,0
200091,0,0,1,0,0,856,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5520,0,100020,400074,0,0
200091,0,0,1,1,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5521,0,100020,400074,0,0
0,0,0,1,2,0,864,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5522,0,100020,400074,0,0
0,0,0,1,0,0,824,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5523,0,100010,400070,0,0
200070,0,0,1,4,0,826,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,0,5524,0,100010,400070,0,0
200071,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5525,0,100011,400070,0,0
200090,0,0,1,0,0,862,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5526,0,100020,400074,0,0
200098,0,0,1,1,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5527,0,100020,400074,0,0
200097,0,0,1,0,0,817,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5528,0,100020,400070,0,0
200010,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5529,0,100010,400070,0,0
200010,240,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5530,0,100010,400070,0,0
200010,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5531,0,100010,400070,0,0
200087,0,0,1,6,0,827,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5532,0,100020,400070,0,0
200018,0,0,1,0,0,826,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,5533,0,100011,400070,0,0
0,0,0,1,0,0,826,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5534,0,100011,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5535,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5536,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5537,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5538,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5539,0,100010,400070,0,0
200086,240,0,1,3,0,824,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5540,0,100010,400070,0,0
200086,240,0,1,3,0,824,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,5541,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5542,0,100010,400070,0,0
200086,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5543,0,100010,400070,0,0
200087,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5544,0,100010,400070,0,0
200087,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5545,0,100010,400070,0,0
200087,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5546,0,100010,400070,0,0
200087,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5547,0,100010,400070,0,0
200087,240,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5548,0,100010,400070,0,0
200087,240,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5549,0,100010,400070,0,0
200087,240,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5550,0,100010,400070,0,0
200090,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5551,0,100020,400070,0,0
200090,0,0,1,0,0,851,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5552,0,100020,400070,0,0
200090,0,0,1,0,0,853,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5553,0,100020,400070,0,0
200090,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5554,0,100020,400070,0,0
200097,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5555,0,100011,400070,0,0
200097,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5556,0,100011,400070,0,0
200097,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5557,0,100011,400070,0,0
200098,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5558,0,100011,400070,0,0
200097,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5559,0,100010,400070,0,0
200098,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5560,0,100010,400070,0,0
200098,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5561,0,100010,400070,0,0
200098,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5562,0,100010,400070,0,0
200098,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5563,0,100010,400070,0,0
200098,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5564,0,100010,400070,0,0
0,0,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5565,0,100020,400070,0,0
0,0,0,1,0,0,854,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5566,0,100020,400074,0,0
0,0,0,1,0,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5567,0,100020,400070,0,0
0,0,0,1,0,0,815,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5568,0,100020,400070,0,0
0,0,0,1,0,0,853,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5569,0,100020,400074,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5570,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5571,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5572,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5573,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5574,0,100010,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5575,0,100010,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5576,0,100010,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5577,0,100010,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5578,0,100010,400070,0,0
200070,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5579,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5580,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5581,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5582,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5583,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5584,0,100010,400070,0,0
200071,240,0,1,0,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5585,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5586,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5587,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5588,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5589,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5590,0,100010,400070,0,0
200069,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5591,0,100010,400070,0,0
200070,0,0,1,0,0,802,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5700,0,100011,400070,0,0
200068,0,0,1,0,0,805,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5701,0,100010,400070,0,0
0,0,0,1,6,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5702,0,100011,400070,0,0
0,0,0,1,2,0,855,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5703,0,100020,400074,0,0
200091,0,0,1,0,0,861,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5704,0,100020,400074,0,0
200070,262,0,1,0,0,811,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5705,0,100011,400070,0,0
200010,262,0,1,0,0,811,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5706,0,100011,400070,0,0
200021,0,0,1,0,0,856,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5707,0,100020,400074,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5708,0,100015,400075,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5709,0,100015,400075,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5710,0,100015,400075,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5711,0,100015,400075,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5712,0,100015,400075,0,0
0,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5713,0,100015,400070,0,0
0,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5714,0,100015,400070,0,0
0,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5715,0,100015,400070,0,0
0,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5716,0,100015,400070,0,0
