teamkitid,chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,jerseynameoutlinecolorb,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,shortstemplateindex,jerseynamefonttype,teamcolorprimpercent,isgeneric,teamcolorsecpercent,year,jerseytemplateindex,captainarmband,teamtechid,isembargoed,hasadvertisingkit,jerseynameoutlinewidth,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,sockstemplateindex,jerseyrestriction
3935,0,1,12,39,0,0,12,12,12,12,221,12,12,147,12,12,12,0,12,0,12,0,1,224,12,800039,12,19,12,229,12,0,12,154,0,12,12,113,0,12,12,12,12,231,12,0,2,-1,0,0,182,0,96,92,0,5,0,10,100,697,0,0,0,0,96,0,182,0,0,0,1
1835,0,1,12,213,0,0,220,220,220,12,90,12,12,231,220,220,12,0,220,0,220,0,1,212,220,39,220,183,12,221,220,0,12,165,0,12,220,42,0,220,220,220,220,222,12,0,0,-1,0,0,182,0,96,91,0,5,0,9,0,698,0,0,0,0,90,0,182,0,0,0,1
1834,0,1,84,115,0,0,210,210,84,61,54,61,210,78,84,0,61,0,210,0,61,0,1,63,84,39,0,54,84,54,84,0,210,63,0,84,210,115,0,0,61,61,61,45,210,0,1,-1,0,0,182,0,96,94,0,94,0,4,0,698,0,0,0,0,90,0,182,0,0,0,1
4254,0,1,12,40,0,0,12,12,12,12,221,12,12,147,12,12,12,0,12,0,12,0,1,224,12,39,12,20,12,228,12,0,12,153,0,12,12,111,0,12,12,12,12,230,12,0,2,-1,0,0,182,0,96,93,0,5,0,10,0,698,0,0,0,0,97,0,182,0,0,0,1
885,0,1,220,24,0,0,12,12,12,220,214,220,220,30,12,0,220,0,12,56,12,0,0,249,12,0,0,25,220,30,12,0,220,25,8,220,12,10,0,0,12,12,12,30,220,0,0,-1,0,0,12,0,1,91,0,5,0,0,0,700,0,0,0,0,92,0,12,0,0,0,0
886,0,1,220,18,0,0,220,220,220,220,0,220,220,30,220,220,220,0,220,56,220,0,0,158,220,0,220,0,220,30,220,0,220,158,0,220,220,18,0,220,220,220,220,30,220,0,1,-1,0,0,12,0,1,91,0,91,0,0,76,700,0,0,0,0,92,0,12,0,0,0,0
5521,0,1,220,218,0,0,220,220,220,220,25,220,220,24,220,0,220,0,220,56,220,0,0,25,220,0,0,218,220,24,220,0,220,218,0,220,220,25,0,0,220,220,220,24,220,0,2,-1,0,0,12,2,1,91,0,7,0,0,0,700,0,0,0,0,80,0,12,0,0,0,0
3610,0,0,220,231,0,0,6,6,59,220,231,220,220,139,59,0,220,1,6,56,163,0,1,231,59,0,0,231,220,18,59,0,220,231,0,220,6,231,0,0,163,163,163,64,220,0,0,-1,0,0,1,0,1,95,0,95,0,7,0,702,0,0,0,0,98,1,1,0,0,0,0
3611,0,0,220,101,0,0,220,220,220,220,64,220,220,231,220,220,220,1,220,56,220,0,1,18,220,0,220,166,220,231,220,0,220,192,0,220,220,139,0,220,220,220,220,231,220,0,1,-1,0,0,1,0,1,85,0,9,0,7,0,702,0,0,0,0,96,0,1,0,0,0,0
5522,0,0,220,40,0,0,220,220,220,220,11,220,220,40,220,0,220,1,220,56,220,0,1,206,220,0,0,11,220,204,220,0,220,206,0,220,220,40,0,0,220,220,220,11,220,0,2,-1,0,0,1,0,1,95,0,95,0,0,76,702,0,0,0,0,93,0,1,0,0,3,0
889,0,0,130,61,0,0,0,0,130,90,223,90,0,60,130,0,90,0,0,56,90,0,1,223,130,0,0,132,130,1,130,0,0,10,7,130,0,222,0,0,90,90,90,130,0,0,0,-1,0,0,2,0,1,86,0,11,0,0,76,708,0,0,0,0,92,0,2,7,0,0,0
890,0,0,220,227,0,0,220,220,220,220,71,220,220,58,220,0,220,0,220,56,220,0,1,44,220,0,0,227,220,43,220,0,220,227,7,220,220,59,0,0,220,220,220,70,220,0,1,-1,0,0,2,0,1,85,0,10,0,0,76,708,0,0,0,0,92,0,2,7,0,0,0
6951,0,0,220,24,0,0,220,220,220,220,24,220,220,29,220,0,220,0,220,56,220,0,1,24,220,0,0,24,220,29,220,0,220,24,0,220,220,24,0,0,220,220,220,29,220,0,2,-1,0,0,2,0,1,100,0,100,0,2,76,708,0,0,0,0,100,0,2,0,0,0,0
891,0,0,212,215,0,0,8,78,212,77,26,77,78,46,32,0,253,0,8,56,253,0,1,1,212,0,0,179,32,1,32,0,8,90,0,32,78,47,0,0,77,253,77,25,8,0,0,-1,0,0,251,0,1,81,0,17,0,0,0,710,0,0,0,0,100,0,252,0,0,0,0
892,0,0,39,231,0,0,30,30,39,49,231,49,30,226,39,0,49,0,30,56,49,0,1,231,39,0,0,231,39,226,39,0,30,231,0,39,30,231,0,0,49,49,49,226,30,0,1,-1,0,0,251,0,1,96,0,96,0,7,0,710,0,0,0,0,99,1,252,0,0,0,0
5524,0,0,12,141,0,0,12,12,12,12,230,12,12,129,12,0,12,0,12,56,12,0,1,215,12,0,0,176,12,214,12,0,12,233,0,12,12,130,0,0,12,12,12,235,12,0,2,-1,0,0,12,2,7,69,0,30,0,9,0,710,0,0,0,0,75,0,12,0,0,1,0
893,0,1,220,29,0,0,12,12,12,220,224,220,220,30,12,0,220,0,12,56,12,0,1,254,12,0,0,29,220,30,12,0,220,29,0,220,12,2,0,0,12,12,12,30,220,0,0,-1,0,0,62,0,95,49,0,46,0,0,0,711,0,0,0,0,95,0,62,0,0,0,0
894,0,1,220,184,0,0,12,12,12,220,231,220,220,30,12,0,220,0,12,56,12,0,1,231,12,0,0,181,220,30,12,0,220,180,7,220,12,231,0,0,12,12,12,30,220,0,1,-1,0,0,62,0,95,80,0,9,0,0,0,711,0,0,0,0,95,1,62,0,0,0,0
5525,0,1,12,175,0,0,12,12,12,12,254,12,12,173,12,0,12,0,12,56,12,0,1,196,12,0,0,254,12,195,12,0,12,196,0,12,12,175,0,0,12,12,12,253,12,0,2,-1,0,0,1,0,1,97,0,97,0,0,76,711,0,0,0,0,95,0,1,0,0,3,0
17477,0,1,220,0,0,0,203,220,220,199,0,12,220,0,12,12,220,0,12,308,220,0,1,0,220,0,12,0,200,0,200,0,12,0,7,12,220,0,0,12,199,220,12,0,203,0,0,0,0,0,84,0,44,0,0,0,0,3,76,717,0,1,2,0,0,0,230,0,0,0,0
17478,0,1,69,0,0,0,28,10,69,220,0,220,10,0,220,12,138,0,220,308,138,0,1,0,69,0,12,0,220,0,62,0,220,0,0,220,10,0,0,12,108,138,220,0,220,0,1,0,0,0,84,0,44,0,0,0,0,8,76,717,0,1,2,0,0,0,230,0,0,0,0
17479,0,1,12,0,0,0,96,12,12,96,0,220,12,0,220,220,12,0,220,308,12,0,1,0,12,0,220,0,96,0,96,0,220,0,0,220,12,0,0,220,96,12,220,0,96,0,2,0,0,0,84,0,44,0,0,0,0,0,85,717,0,0,2,0,0,0,230,0,0,0,0
895,0,1,12,42,0,0,203,220,220,12,104,220,12,231,12,12,12,0,12,308,220,0,1,5,220,0,12,5,12,231,200,0,220,143,0,220,220,65,0,12,199,220,12,231,12,0,0,-1,0,0,84,0,44,78,0,20,0,0,0,718,0,0,2,0,100,0,230,0,0,0,0
896,0,1,12,228,0,0,96,12,12,12,228,220,12,231,220,220,12,0,220,308,12,0,1,228,12,0,220,228,12,231,96,0,220,228,0,220,12,228,0,220,96,12,220,231,12,0,1,-1,0,0,84,0,44,91,0,91,0,0,0,718,0,0,2,0,100,1,230,0,0,0,0
14859,0,1,220,25,0,0,203,220,220,12,25,12,220,24,12,12,220,0,12,308,220,0,1,25,220,0,12,25,12,24,200,0,12,25,0,12,220,25,0,12,199,220,12,24,12,0,2,-1,0,0,84,2,44,95,0,95,0,4,0,718,0,0,2,0,80,0,230,0,0,3,0
6234,0,1,220,26,0,0,189,189,18,220,241,220,220,26,220,220,220,0,220,68,32,0,1,241,18,68,220,26,220,193,18,0,220,192,0,220,189,241,0,220,32,32,220,26,220,0,0,-1,0,0,90,0,1,76,0,19,0,4,76,741,0,0,0,0,90,0,90,0,0,0,0
6235,0,1,52,231,0,0,220,209,52,220,231,52,209,231,52,220,52,0,209,68,52,0,1,231,52,68,220,231,220,231,220,0,209,231,7,52,209,231,0,220,220,52,52,231,220,0,1,-1,0,0,90,0,1,94,0,94,0,4,76,741,0,0,0,0,94,0,90,0,0,0,0
6236,0,1,12,24,0,0,12,12,12,12,220,12,12,71,12,12,12,0,12,0,12,0,1,204,12,68,12,25,12,204,12,0,12,24,0,12,12,72,0,12,12,12,12,220,12,0,2,-1,0,0,1,2,1,76,0,23,0,2,76,741,0,0,0,0,80,0,1,0,0,1,0
3689,0,1,124,104,0,0,1,0,124,220,231,220,0,231,220,0,80,0,220,308,80,0,1,231,124,0,80,135,220,231,107,0,220,52,0,220,0,231,0,124,68,80,220,231,220,0,0,-1,0,0,84,0,44,76,0,20,0,0,76,744,0,1,2,0,100,0,230,0,0,0,0
3690,0,1,220,229,0,0,203,220,220,12,154,12,220,127,12,220,220,0,12,308,220,0,1,36,220,0,220,230,12,35,200,0,12,230,0,12,220,128,0,220,199,220,12,153,12,0,1,-1,0,0,84,0,44,92,0,5,0,0,76,744,0,1,2,0,100,0,230,0,0,0,0
5526,0,1,220,216,0,0,203,220,220,12,42,12,220,49,12,220,220,0,12,308,220,0,1,231,220,0,220,216,12,177,200,0,12,217,0,12,220,45,0,220,199,220,12,32,12,0,2,-1,0,0,84,0,44,91,0,7,0,0,76,744,0,0,2,0,100,0,230,0,0,0,0
14829,0,1,220,231,0,0,220,220,220,220,22,220,220,29,220,220,220,0,220,0,220,0,1,197,220,68,220,231,220,29,220,0,220,231,5,220,220,25,0,220,220,220,220,29,220,0,0,-1,0,0,8,0,1,82,0,14,0,0,0,748,0,0,0,0,87,0,8,0,0,0,0
14830,0,1,2,24,0,0,188,188,2,16,231,16,188,231,2,188,16,0,188,0,16,0,1,231,2,68,16,21,2,231,2,0,188,189,19,2,188,231,0,2,16,16,16,231,188,0,1,-1,0,0,8,0,1,81,0,10,0,0,0,748,0,0,0,0,87,0,8,0,0,0,0
14831,0,1,12,29,0,0,12,12,12,12,218,12,12,43,12,12,12,0,12,0,12,0,1,162,12,68,12,29,12,161,12,0,12,29,0,12,12,44,0,12,12,12,12,217,12,0,2,-1,0,0,1,0,1,91,0,7,0,0,0,748,0,0,0,0,91,0,1,0,0,0,0
3391,0,1,220,171,0,0,220,220,220,220,39,220,220,146,220,0,220,0,220,65,220,0,1,28,220,65,0,103,220,27,220,0,220,81,0,220,220,146,0,0,220,220,220,38,220,0,0,-1,0,0,2,0,7,81,0,8,0,0,65,753,0,0,0,0,99,1,2,0,0,0,0
3390,0,1,12,170,0,0,12,12,12,12,170,12,12,94,12,0,12,0,12,65,12,0,1,170,12,65,0,170,12,86,12,0,12,170,0,12,12,170,0,0,12,12,12,84,12,0,1,-1,0,0,2,0,7,94,0,94,0,0,65,753,0,0,0,0,89,1,2,0,0,0,0
8964,0,1,220,210,0,0,220,220,220,220,185,220,220,65,220,0,220,0,220,65,220,0,1,9,220,65,0,211,220,26,220,0,220,209,0,220,220,97,0,0,220,220,220,37,220,0,2,-1,0,0,2,0,7,93,0,5,0,0,65,753,0,0,0,0,100,1,2,0,0,0,0
17719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0
903,0,1,63,111,0,0,52,52,63,124,224,124,52,231,63,0,124,0,52,1,124,0,1,224,63,0,0,60,63,231,63,0,52,45,22,63,52,224,0,0,124,124,124,231,52,0,0,-1,0,0,6,0,1,89,0,7,0,9,100,819,0,1,0,0,95,1,6,0,0,0,1
904,0,1,220,135,0,0,220,220,220,12,63,12,220,81,12,12,220,0,12,1,220,0,1,8,220,0,12,63,12,18,220,0,12,8,0,12,220,135,0,12,220,220,12,35,12,0,1,-1,0,0,6,0,1,98,0,98,0,9,100,819,0,1,2,0,100,0,6,0,0,0,0
5027,0,1,220,207,0,0,220,220,220,220,159,220,220,209,220,0,220,0,220,1,220,0,1,126,220,0,0,191,220,124,220,0,220,198,7,220,220,206,0,0,220,220,220,161,220,0,2,-1,0,0,6,0,1,87,0,6,0,6,100,819,0,1,0,0,97,0,6,0,0,0,0
3702,0,1,12,0,0,0,220,12,12,1,0,1,12,231,220,12,12,0,220,1,12,0,1,207,12,0,12,0,0,232,220,0,211,207,5,0,12,0,0,12,220,12,220,231,211,0,0,-1,0,0,6,0,1,94,0,94,0,7,0,822,0,0,0,0,94,0,6,0,0,0,0
3703,0,1,220,221,0,0,220,220,220,220,56,220,220,170,220,220,220,0,220,1,220,0,1,0,220,0,220,221,220,0,220,0,220,221,5,220,220,170,0,220,220,220,220,57,220,0,1,-1,0,0,6,0,1,70,0,27,0,7,0,822,0,0,0,0,94,0,6,0,0,0,0
9495,0,1,220,155,0,0,12,220,220,12,166,12,220,110,12,12,220,0,12,1,220,0,1,19,220,0,12,217,12,18,12,0,12,244,0,12,220,111,0,12,12,220,12,165,12,0,2,-1,0,0,6,1,1,93,0,6,0,0,0,822,0,0,2,0,91,0,6,0,0,3,0
3241,0,1,220,228,0,0,220,220,220,220,0,220,220,3,220,0,220,0,220,65,220,0,1,225,220,65,0,228,220,225,220,0,220,228,7,220,220,3,0,0,220,220,220,0,220,0,0,-1,0,0,2,0,1,89,0,6,0,0,65,834,0,0,0,0,99,1,2,0,0,0,0
3242,0,1,220,22,0,0,220,220,220,220,41,220,220,70,220,0,220,0,220,65,220,0,1,26,220,65,0,213,220,25,220,0,220,231,0,220,220,71,0,0,220,220,220,40,220,0,1,-1,0,0,2,0,1,67,0,30,0,0,65,834,0,0,0,0,96,1,2,0,0,0,0
5529,0,1,220,34,0,0,220,220,220,220,34,220,220,32,220,0,220,0,220,65,220,0,1,34,220,65,0,34,220,32,220,0,220,34,0,220,220,34,0,0,220,220,220,32,220,0,2,-1,0,0,2,0,1,100,0,100,0,0,65,834,0,0,0,0,100,1,2,0,0,0,0
909,0,1,90,167,0,0,0,220,220,167,91,167,0,231,220,220,167,0,220,66,220,0,1,3,220,0,220,91,90,231,90,0,0,3,7,90,220,167,0,220,167,220,220,231,0,0,0,-1,0,0,102,0,52,96,0,96,0,0,76,873,0,1,0,0,92,0,102,2,0,0,0
910,0,1,220,169,0,0,220,0,90,220,231,220,220,167,90,0,220,0,0,66,167,0,1,231,90,0,167,91,220,0,220,0,220,5,7,220,0,231,0,90,220,167,167,90,220,0,1,-1,0,0,102,0,52,89,0,8,0,0,76,873,0,1,0,0,92,1,102,2,0,0,0
5532,0,1,220,21,0,0,70,220,220,220,67,220,220,74,220,220,220,0,220,66,220,0,1,71,220,0,220,226,220,71,67,0,220,205,0,220,220,75,0,220,74,220,220,67,220,0,2,-1,0,0,102,0,52,91,0,7,0,0,76,873,0,0,0,0,92,0,102,0,0,0,0
911,0,1,37,61,0,0,14,14,37,55,218,55,14,231,37,14,55,0,14,189,55,0,1,218,37,189,55,39,37,231,37,0,14,15,7,37,14,218,0,37,55,55,55,231,14,0,0,-1,0,0,2,0,1,74,0,23,0,0,76,894,0,0,0,0,100,0,2,0,0,0,0
912,0,1,220,231,0,0,220,220,220,220,37,220,220,55,220,220,220,0,220,189,220,0,1,14,220,189,220,231,220,14,220,0,220,231,7,220,220,55,0,220,220,220,220,37,220,0,1,-1,0,0,2,0,1,86,0,11,0,0,76,894,0,0,0,0,100,0,2,0,0,0,0
5534,0,1,12,22,0,0,12,12,12,12,231,12,12,22,12,12,12,0,12,0,12,0,1,126,12,189,12,231,12,126,12,0,12,126,0,12,12,22,0,12,12,12,12,231,12,0,2,-1,0,0,1,0,1,95,0,95,0,4,76,894,0,0,0,0,90,0,1,0,0,1,0
913,0,1,220,46,0,0,220,220,220,220,48,12,220,134,12,12,220,0,12,189,220,0,1,3,220,189,12,56,220,1,220,0,12,244,11,12,220,145,0,12,220,220,12,43,220,0,0,-1,0,0,2,0,1,76,0,20,0,0,100,896,0,1,2,0,91,0,2,0,0,0,0
914,0,1,12,30,0,0,12,240,75,12,231,35,12,200,30,12,12,0,165,189,45,0,1,231,75,189,12,30,12,200,12,0,165,30,0,30,240,231,0,12,12,45,35,200,12,0,1,-1,0,0,2,0,1,75,0,21,0,0,100,896,0,1,0,0,86,1,2,0,0,0,0
5022,0,1,12,24,0,0,12,12,12,12,224,220,12,22,220,220,12,0,220,0,12,0,1,231,12,189,220,25,12,231,12,0,220,25,0,220,12,23,0,220,12,12,220,224,12,0,2,-1,0,0,2,0,1,91,0,7,0,0,0,896,0,0,2,0,90,1,2,0,0,0,0
915,0,0,52,230,0,0,220,220,220,110,80,110,36,231,220,220,110,0,220,189,220,0,1,56,220,189,220,230,52,231,220,0,36,230,7,52,220,169,0,220,220,220,220,231,36,0,0,-1,0,0,3,0,1,86,0,9,0,0,76,897,0,1,0,0,89,1,1,0,0,0,0
916,0,0,220,233,0,0,12,12,12,220,233,220,220,102,12,12,220,0,12,189,12,0,1,233,12,189,12,233,220,26,12,0,220,233,7,220,12,233,0,12,12,12,12,43,220,0,1,-1,0,0,3,0,1,92,0,92,0,0,76,897,0,1,0,0,90,1,1,0,0,0,0
5535,0,0,12,29,0,0,12,12,12,12,187,12,12,97,12,12,12,0,12,0,12,0,1,201,12,189,12,29,12,200,12,0,12,29,0,12,12,98,0,12,12,12,12,186,12,0,2,-1,0,0,1,0,1,91,0,7,0,0,76,897,0,0,1,0,91,1,1,0,0,0,0
917,0,1,220,78,0,0,220,18,144,220,232,220,220,74,220,220,220,0,220,189,80,0,1,231,144,189,220,122,220,26,220,0,220,24,7,220,18,231,0,220,220,80,220,107,220,0,0,-1,0,0,1,0,1,81,0,16,0,0,76,898,0,1,0,0,99,1,1,0,0,0,0
918,0,1,203,194,0,0,138,138,203,220,30,220,138,30,203,138,192,0,138,189,192,0,1,30,203,189,192,206,220,30,203,0,220,138,7,220,138,30,0,203,192,192,192,30,220,0,1,-1,0,0,1,0,1,83,0,15,0,0,76,898,0,1,0,0,100,0,1,0,0,0,0
5536,0,1,12,29,0,0,12,12,12,12,110,12,12,56,12,12,12,0,12,0,12,0,1,231,12,189,12,29,12,229,12,0,12,29,0,12,12,57,0,12,12,12,12,109,12,0,2,-1,0,0,1,0,1,85,0,14,0,1,76,898,0,0,0,0,92,0,1,0,0,0,0
919,0,0,12,30,0,0,12,12,12,12,190,12,12,31,12,12,12,0,12,189,12,0,1,222,12,500189,12,31,12,31,12,0,12,31,0,12,12,48,0,12,12,12,12,31,12,0,0,-1,0,0,1,0,1,78,0,20,0,0,0,900,0,0,0,0,98,0,1,0,0,0,0
920,0,0,12,29,0,0,12,12,12,12,229,12,12,230,12,12,12,0,12,189,12,0,1,229,12,500189,12,29,12,230,12,0,12,29,0,12,12,229,0,12,12,12,12,230,12,0,1,-1,0,0,1,0,1,88,0,10,0,8,0,900,0,0,0,0,98,1,1,0,0,0,0
5537,0,0,220,79,0,0,220,220,220,220,22,220,220,18,220,220,220,0,220,189,220,0,1,162,220,500189,220,37,220,157,220,0,220,231,0,220,220,21,0,220,220,220,220,22,220,0,2,-1,0,0,1,0,1,76,0,22,0,6,76,900,0,0,0,0,98,0,1,0,0,0,0
3606,0,1,12,30,0,0,12,12,12,12,211,12,12,29,12,0,12,0,12,500041,12,0,1,243,12,0,0,211,12,241,12,0,12,243,0,12,12,30,0,0,12,12,12,209,12,0,0,-1,0,0,4,0,1,92,0,92,0,0,0,918,0,0,0,0,99,0,4,0,0,0,0
3607,0,1,134,76,0,0,224,224,134,190,44,190,224,76,134,224,190,0,224,500041,190,0,1,43,134,0,190,44,134,42,134,0,224,43,0,134,224,76,0,134,190,190,190,43,224,0,1,-1,0,0,4,0,1,97,0,97,0,0,0,918,0,0,0,0,99,0,4,0,0,0,0
6318,0,1,220,30,0,0,220,220,220,220,30,220,220,30,220,0,220,0,220,500041,220,0,1,30,220,0,0,30,220,30,220,0,220,30,0,220,220,30,0,0,220,220,220,30,220,0,2,-1,0,0,4,0,1,100,0,100,0,0,76,918,0,0,0,0,91,0,4,0,0,0,0
923,0,1,220,38,0,0,220,220,220,220,0,220,220,39,220,0,220,0,220,41,220,0,1,208,220,0,0,0,220,212,220,0,220,208,0,220,220,38,0,0,220,220,220,1,220,0,0,-1,0,0,6,0,1,97,0,97,0,0,0,919,0,0,0,0,98,0,6,0,0,0,0
924,0,1,220,167,0,0,220,220,220,220,55,220,220,172,220,0,220,0,220,41,220,0,1,2,220,0,0,55,220,1,220,0,220,2,0,220,220,167,0,0,220,220,220,55,220,0,1,-1,0,0,6,0,1,97,0,97,0,0,0,919,0,0,0,0,98,0,6,0,0,0,0
5539,0,1,220,29,0,0,220,220,220,220,29,220,220,29,220,0,220,0,220,41,220,0,1,29,220,0,0,29,220,29,220,0,220,29,0,220,220,29,0,0,220,220,220,29,220,0,2,-1,0,0,6,1,1,100,0,100,0,1,76,919,0,0,0,0,100,0,6,0,0,0,0
17720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0
3245,0,1,64,229,0,0,220,220,220,71,40,71,61,231,220,0,71,0,220,41,220,0,1,33,220,0,0,229,64,231,220,0,61,229,7,64,220,60,0,0,220,220,220,231,61,0,0,-1,0,0,6,0,1,91,0,6,0,0,100,922,0,0,0,0,98,0,6,0,0,0,0
3246,0,1,220,231,0,0,21,21,31,220,231,220,220,59,31,0,220,0,21,41,66,0,1,231,31,0,0,231,220,32,31,0,220,231,0,220,21,231,0,0,66,66,66,39,220,0,1,-1,0,0,6,0,1,97,0,97,0,0,100,922,0,0,0,0,97,0,6,0,0,0,0
5541,0,1,12,35,0,0,12,12,12,12,172,12,12,34,187,0,12,0,225,41,12,0,1,254,12,0,0,172,12,254,12,0,12,254,0,12,12,35,0,0,12,12,40,171,12,0,2,-1,0,0,6,1,1,100,0,100,0,1,76,922,0,0,0,0,100,0,6,0,0,0,0
1542,0,1,12,12,0,1,12,12,12,12,34,12,12,18,12,0,12,0,12,0,12,0,1,204,12,0,0,16,12,209,12,0,12,128,9,12,12,18,0,0,12,12,12,35,12,0,0,-1,0,0,241,0,121,86,0,10,0,0,0,974,0,0,0,0,95,0,242,0,0,0,0
1543,0,1,220,120,0,1,220,220,220,220,48,220,220,29,220,0,220,0,220,0,220,0,1,47,220,0,0,94,220,29,220,0,220,103,0,220,220,73,0,0,220,220,220,29,220,0,1,-1,0,0,241,0,121,64,0,15,0,0,0,974,0,0,0,0,100,0,242,0,0,0,0
1544,0,1,12,77,0,1,12,12,12,12,232,12,12,78,12,0,12,0,12,0,12,0,1,250,12,0,0,232,12,249,12,0,12,250,0,12,12,77,0,0,12,12,12,237,12,0,2,-1,0,0,241,0,121,99,0,99,0,0,0,974,0,0,0,0,100,1,242,7,0,0,0
1837,0,1,220,28,0,0,220,220,220,220,83,220,220,77,220,0,220,0,220,0,220,0,1,28,220,83,0,18,220,28,220,0,220,147,7,220,220,73,0,0,220,220,220,88,220,0,0,-1,0,0,261,0,134,63,0,30,0,0,0,980,0,0,0,0,100,0,261,0,0,0,0
1836,0,1,12,77,0,0,169,169,45,12,228,12,12,231,45,0,12,0,169,0,58,0,1,228,45,83,0,88,12,231,45,0,12,29,7,12,169,228,0,0,58,58,58,231,12,0,1,-1,0,0,261,0,134,91,0,6,0,0,0,980,0,0,0,0,88,0,261,0,0,0,0
4570,0,1,220,37,0,0,220,220,220,220,49,220,220,49,220,0,220,0,220,0,220,0,1,52,220,83,0,21,220,55,220,0,220,179,7,220,220,47,0,0,220,220,220,52,220,0,2,-1,0,0,261,0,134,90,0,6,0,0,0,980,0,0,0,0,88,0,261,0,0,0,0
1841,0,1,220,31,0,0,220,220,220,220,45,220,220,30,220,0,220,0,220,0,220,0,1,192,220,83,0,30,220,30,220,0,220,34,7,220,220,55,0,0,220,220,220,30,220,0,0,-1,0,0,261,0,134,84,0,12,0,0,0,982,0,0,0,0,100,0,261,0,0,0,0
1840,0,1,28,228,0,0,23,23,28,77,228,77,23,231,28,0,77,0,23,0,77,0,1,228,28,83,0,228,28,231,28,0,23,228,7,28,23,228,0,0,77,77,77,231,23,0,1,-1,0,0,261,0,134,91,0,91,0,0,0,982,0,0,0,0,100,0,261,0,0,0,0
4620,0,1,12,106,0,0,12,12,12,12,199,12,12,106,12,0,12,0,12,0,12,0,1,211,12,83,0,199,12,211,12,0,12,211,7,12,12,106,0,0,12,12,12,198,12,0,2,-1,0,0,261,0,134,96,0,96,0,0,0,982,0,0,0,0,100,1,261,0,0,0,0
5931,0,1,63,43,0,0,220,220,220,117,49,117,49,240,220,0,117,0,220,353,220,0,1,38,220,0,0,15,63,240,220,0,49,230,0,63,220,80,0,0,220,220,220,240,49,0,0,-1,0,0,128,0,1,75,0,22,0,4,0,1013,0,0,0,0,97,0,128,0,0,0,0
5932,0,1,220,106,0,0,1,1,32,220,230,220,220,109,32,1,220,0,1,353,147,0,1,231,32,0,147,65,220,51,32,0,220,53,0,220,1,230,0,32,147,147,147,64,220,0,1,-1,0,0,128,0,1,85,0,5,0,4,0,1013,0,0,0,0,97,1,128,0,0,0,0
5933,0,1,12,11,0,0,12,12,12,12,59,12,12,30,12,12,12,0,12,353,12,0,1,229,12,0,12,11,12,232,12,0,12,12,0,12,12,30,0,12,12,12,12,59,12,0,2,-1,0,0,1,1,1,85,0,14,0,1,76,1013,0,0,0,0,91,0,1,0,0,0,0
927,0,0,163,217,0,0,12,200,163,220,30,220,200,29,12,12,31,0,12,0,31,0,1,30,163,2168,12,223,220,29,12,0,220,224,7,220,200,30,0,12,12,31,12,29,220,0,0,-1,0,0,49,0,1,74,0,24,0,9,76,1035,0,1,2,0,96,0,49,0,0,0,0
928,0,1,117,150,0,0,12,113,117,12,230,12,113,230,12,12,122,0,12,0,122,0,1,230,117,2168,12,136,12,230,12,0,12,134,0,12,113,230,0,12,12,122,12,230,12,0,1,-1,0,0,138,0,1,80,0,14,0,4,76,1035,0,1,2,0,91,0,138,0,0,0,0
5542,0,1,144,10,0,0,220,148,144,220,211,220,148,0,220,148,144,0,220,0,144,0,1,254,144,0,144,10,220,254,220,0,220,210,0,220,148,0,0,144,220,144,220,211,220,0,2,-1,0,0,98,0,1,85,0,14,0,1,76,1035,0,0,0,0,90,0,98,0,0,1,0
