assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,cksupport7,defensivedepth,hasvikingclap,jerseytype,pitchcolor,cksupport9,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,cksupport8,stadiummowpattern_code,cksupport6,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,throwerleft,gender,cksupport1,cornerflagpolecolor,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,throwerright,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,cksupport5,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,cksupport4,trait1vstrong,matchdayattackrating
420,255,255,11546,12,255,206,1948,255,17,255,255,1,50,73,1,255,255,0,255,Górnik Zabrze,147,0,-1,0,150516,0,7,-1,0,50,0,2,4,0,0,4,0,0,24563,0,1,536,1871,0,1,66,0,3,0,67,66,69,18,3,68,1,-1,68,1,0,0,150516,270336,1,150516,0,0,0,0,0,0,6,1,150516,7,420,0,4214784,0,0,1,0,225996,0,0,150516,0,14,0,5,0,67,127,8,1,150516,0,0,150516,2,2,0,0,316,0,-1,0,526336,69
422,174,7,930,255,74,255,1984,7,222,25,85,1,51,49,1,25,7,255,74,Cork City,49,0,-1,0,200900,0,5,-1,0,30,0,2,4,0,0,4,0,0,7385,0,0,121,834,0,1,58,0,1,0,57,56,60,-8,2,57,0,-1,58,0,0,0,200900,4195648,0,200900,0,0,0,0,0,0,4,2,200900,5,422,0,549184,0,0,0,0,76419,0,0,200900,0,3,0,3,0,58,6,5,0,221810,0,0,200900,2,2,0,0,316,0,-1,0,528704,58
423,49,222,977,255,255,255,1929,255,198,10,49,1,53,30,1,255,10,255,10,St Patrick's Athletic,40,0,-1,0,251262,0,7,-1,0,65,0,2,4,0,0,3,0,0,5340,13,1,143,306,0,1,62,0,1,0,62,62,62,-6,1,61,0,-1,61,0,0,0,242230,131730,0,251262,0,0,0,0,0,0,5,1,251262,3,423,0,180882,0,0,0,0,246079,0,0,230847,0,8,0,3,0,62,155,6,0,237863,0,0,230847,2,1,0,0,316,0,-1,0,263314,62
433,1,1,17000,1,211,255,1891,211,14,211,1,1,59,10,1,211,211,238,211,AIK,20,0,-1,0,219951,0,8,-1,0,65,0,2,4,0,0,4,0,1,50000,0,1,457,710,0,1,70,0,1,0,69,72,65,17,1,69,1,-1,68,1,0,0,219951,131840,0,219951,0,0,0,0,0,0,8,2,219951,7,433,0,148224,0,0,1,0,226583,0,0,219951,0,12,0,7,0,68,97,3,1,219951,0,0,219951,2,2,0,0,316,0,-1,0,263424,66
436,13,118,54000,255,1,90,1967,1,95,1,2,2,41,175,2,1,1,170,1,Trabzonspor,215,0,-1,0,205678,0,7,-1,0,65,0,2,4,0,0,7,0,1,41461,0,1,490,326,0,1,75,0,1,0,74,75,74,39,1,73,1,-1,73,1,0,0,244114,131649,0,205678,0,0,0,0,0,0,9,2,237055,8,436,0,164417,0,0,0,0,226300,0,0,237055,0,7,0,5,0,74,179,9,3,247122,0,0,237055,9,5,0,0,316,0,-1,0,263233,74
445,22,243,990,255,240,255,1928,240,223,100,45,1,54,3,1,240,10,255,20,Derry City,38,0,-1,0,210263,0,9,-1,0,50,0,2,4,0,0,3,0,0,7700,1,0,135,563,2,1,61,0,15,0,59,61,62,-7,2,56,0,-1,59,1,0,0,210263,263298,0,210263,0,0,0,0,0,0,6,2,210263,6,445,0,4235394,0,0,0,0,210263,0,0,210263,0,2,0,3,0,60,155,9,0,210263,0,0,210263,2,1,0,0,316,0,-1,0,528514,61
448,10,190,285000,255,255,255,1898,255,205,255,30,2,43,30,2,255,255,255,255,Athletic Club de Bilbao,30,0,-1,0,256516,0,7,-1,0,50,0,2,4,0,0,6,1,0,53331,0,2,53,457,0,1,80,0,1,0,79,80,79,-2,2,78,2,-1,78,2,0,0,205157,263296,3,256516,0,0,0,0,0,0,25,4,256516,10,448,0,4219008,0,0,0,0,248550,0,0,256516,0,8,0,4,0,79,125,4,1,244675,0,0,256516,2,5,0,0,316,0,-1,0,528512,79
449,150,1,180000,255,90,255,1907,1,10,1,85,2,37,140,2,1,1,255,90,Real Betis Balompié,90,0,-1,0,197781,0,6,-1,0,65,0,1,4,0,0,5,1,0,60721,0,1,445,481,0,1,79,0,1,0,79,79,77,-5,1,77,2,-1,77,2,0,0,197781,131584,3,197781,0,0,0,10,0,0,3,2,197781,6,449,0,164352,0,0,0,0,198141,0,0,197781,0,1,0,4,0,79,125,5,1,197781,0,0,197781,2,3,0,0,316,0,-1,0,263168,77
450,168,76,110000,255,255,255,1923,255,60,255,213,2,42,150,2,255,255,255,255,RC Celta de Vigo,200,0,-1,0,192638,0,6,-1,0,65,0,2,4,0,0,6,0,0,29000,0,1,515,242,0,1,77,0,1,0,76,77,76,-8,1,76,2,-1,76,2,0,0,259694,131722,2,192638,0,0,0,10,0,0,0,3,192638,5,450,0,131722,0,0,0,0,192629,0,0,192629,0,0,0,4,0,76,125,5,1,192629,0,0,192629,2,4,0,0,316,0,-1,0,263306,76
452,108,17,65000,255,1,255,1900,1,0,1,191,2,41,90,2,1,1,255,1,RCD Espanyol,170,0,-1,0,244407,0,4,-1,0,30,0,1,4,0,0,6,0,0,40500,0,2,36,241,0,1,74,0,1,0,74,74,75,2,3,74,0,-1,74,2,0,0,244407,4202496,2,244407,0,0,0,0,0,0,4,4,244407,6,452,0,544768,0,0,0,0,244622,1,0,244407,0,0,0,4,0,74,125,3,1,244622,0,0,244407,2,2,0,0,316,0,-1,0,526336,75
453,26,236,8000,0,26,10,1916,236,255,13,13,2,39,0,2,13,236,0,26,RCD Mallorca,0,0,-1,0,202648,0,3,-1,0,65,0,2,4,0,0,4,0,0,23142,0,2,369,483,0,1,77,0,1,0,77,77,76,2,2,77,2,-1,77,2,0,0,202648,132424,1,202648,0,0,0,10,0,0,1,2,202648,5,453,0,172360,0,0,0,0,228805,0,0,202648,0,0,0,4,0,77,125,8,1,223710,0,0,202648,2,1,0,0,316,0,-1,0,266568,76
456,254,254,4400,9,244,55,1913,244,250,81,254,1,43,254,1,244,95,102,156,Racing de Santander,250,0,-1,0,243792,0,5,-1,0,50,0,2,4,0,0,4,0,0,22308,0,2,765,448,0,1,69,0,1,0,69,69,70,-3,3,68,2,-1,68,2,0,0,243792,270336,1,243792,0,0,0,0,0,0,0,3,243792,4,456,0,4231168,0,0,0,0,269197,0,0,243792,0,0,0,4,0,69,126,6,1,243792,0,0,243792,2,1,0,0,316,0,-1,0,526336,70
457,35,0,155000,255,73,255,1909,2,0,49,125,2,43,45,2,49,2,255,73,Real Sociedad,135,0,-1,0,230142,0,7,-1,0,65,0,2,4,0,0,6,0,0,40000,0,2,425,448,0,1,78,0,1,0,78,78,79,-1,1,76,2,-1,76,2,0,0,230142,131584,2,230142,0,0,0,0,0,0,3,1,235944,6,457,0,164352,0,0,0,0,230142,0,0,235944,0,2,0,4,0,78,125,6,1,230142,0,0,235944,2,4,0,0,316,0,-1,0,263168,79
459,5,221,17000,255,180,255,1905,180,200,180,4,1,43,0,1,180,180,255,180,Real Sporting de Gijón,0,0,-1,0,224428,4,7,-1,0,50,0,2,4,0,0,5,0,0,30000,0,2,183,110827,0,1,69,0,1,0,69,69,73,-5,1,69,2,-1,69,2,0,0,238220,262784,0,263883,0,0,0,0,0,0,0,1,263883,8,459,0,4194944,0,0,0,0,237442,0,0,224428,0,0,0,4,0,69,126,6,1,224428,0,0,224428,2,1,0,0,316,0,-1,0,525440,73
461,124,247,450000,255,1,255,1919,1,1,1,67,2,39,1,2,1,1,255,1,Valencia CF,1,0,-1,0,224415,0,7,-1,0,50,0,2,4,0,0,7,1,0,49430,0,2,504,1853,0,1,75,0,1,0,76,75,78,0,2,76,2,-1,76,2,0,0,224415,263313,3,224415,0,0,0,0,0,0,8,2,264238,6,461,1,4251793,0,0,0,0,211688,1,0,224415,0,6,0,4,0,76,125,6,1,224415,0,0,224415,2,6,0,0,366,0,-1,0,528529,78
462,52,142,11000,255,1,255,1928,1,80,1,175,1,41,0,1,1,1,255,1,Real Valladolid,112,0,-1,0,258139,0,2,-1,0,30,0,1,4,0,0,4,0,0,27618,0,1,506,459,0,1,71,0,1,0,70,71,70,-4,3,67,2,-1,67,2,0,0,258139,4202496,2,258139,0,0,0,0,0,0,0,2,258139,5,462,0,528384,0,0,0,0,245238,1,0,258139,0,0,0,4,0,70,125,5,1,252084,0,0,258139,2,1,0,0,316,0,-1,0,526336,70
463,78,0,13000,255,120,255,1921,1,0,200,180,2,42,66,2,200,1,255,120,Deportivo Alavés,200,0,-1,0,240458,0,2,-1,0,50,0,2,4,0,0,3,0,0,19840,0,2,518,448,0,1,74,0,1,0,74,74,73,-2,3,73,2,-1,73,2,0,0,238126,270401,2,244767,0,0,0,0,0,0,0,2,244767,4,463,0,4214849,0,0,0,0,222464,1,0,240458,0,0,0,4,0,74,125,7,1,273748,0,0,240458,2,1,0,0,316,0,-1,0,526401,73
467,74,52,29000,98,255,219,1940,255,70,255,132,1,43,90,1,255,255,55,255,SD Eibar,150,0,-1,0,199986,0,10,-1,0,50,0,2,4,0,0,4,0,0,8164,0,2,149,463,0,1,69,0,1,0,69,69,71,-2,1,68,2,-1,68,2,0,0,199986,262790,2,244197,0,0,0,0,0,0,0,2,244197,2,467,0,4211334,0,0,0,0,199986,0,0,199986,0,0,0,4,0,69,126,6,1,233231,0,0,199986,2,1,0,0,316,0,-1,0,525446,71
468,255,255,5000,60,110,40,1923,50,240,70,255,1,38,255,1,70,50,100,110,Elche CF,240,0,-1,0,257866,0,3,-1,0,50,0,2,5,0,0,2,0,0,31388,0,2,153,1853,0,1,70,0,1,0,70,70,67,0,3,71,2,-1,71,2,0,0,235522,270408,0,235522,0,0,0,0,0,0,0,4,235522,4,468,0,4214856,0,0,0,0,206222,0,0,257866,0,0,0,4,0,70,126,4,1,255155,0,0,257866,2,1,0,0,316,0,-1,0,526408,67
472,235,255,45000,173,255,9,1949,255,255,255,0,2,28,204,2,255,255,78,255,UD Las Palmas,0,0,-1,0,217731,0,2,-1,0,50,0,2,4,0,0,4,0,0,32400,0,2,264,1867,0,1,72,0,1,0,73,72,69,-15,1,73,2,-1,73,2,0,0,217731,262676,0,217731,0,0,0,0,0,0,0,4,217731,9,472,0,4227604,0,0,0,0,251011,0,0,217731,0,0,0,4,0,73,125,4,0,220031,0,0,217731,2,1,0,0,316,0,-1,0,525332,69
479,0,193,15000,93,200,18,1920,200,203,200,5,2,42,10,2,200,200,25,200,CA Osasuna,15,0,-1,0,211022,0,5,-1,0,50,0,2,4,0,0,4,0,0,23576,0,2,370,448,0,1,76,0,1,0,77,76,80,-1,3,76,2,-1,76,2,0,0,247495,266368,1,211022,0,0,0,0,0,0,0,4,211022,7,479,0,4212864,0,0,0,0,224003,0,0,211022,0,0,0,4,0,77,125,7,1,188335,0,0,211022,2,1,0,0,316,0,-1,0,526464,80
480,255,255,10000,0,200,255,1924,200,255,200,255,2,40,234,2,200,200,0,200,Rayo Vallecano,240,0,-1,0,232498,0,3,-1,0,65,0,1,4,0,0,5,0,0,14708,0,2,295,100888,0,1,77,0,1,0,77,77,73,-3,2,77,2,-1,77,2,0,0,243558,132098,1,232498,0,0,0,10,0,0,0,2,216447,5,480,0,188418,0,0,0,0,243558,0,0,197948,0,0,0,4,0,77,125,5,1,232498,0,0,232498,2,1,0,0,316,0,-1,0,266242,73
481,0,249,480000,255,1,255,1905,1,230,1,0,2,37,0,2,1,1,255,1,Sevilla FC,0,0,-1,0,271755,0,8,-1,0,50,0,2,4,0,0,8,1,0,43883,0,1,445,449,0,1,76,0,1,0,76,76,74,-5,1,76,2,-1,76,2,0,0,231416,262664,3,238050,0,0,0,0,0,0,5,4,238050,7,481,7,4211208,0,0,0,0,255106,1,0,231416,0,1,0,4,0,76,125,4,1,231416,0,0,231416,2,8,0,0,366,0,-1,0,525320,74
483,230,250,400000,135,100,0,1923,1,255,1,100,2,39,215,2,1,1,50,100,Villarreal CF,0,0,-1,0,235781,0,8,-1,0,65,0,2,4,0,0,6,1,0,23500,0,2,517,461,0,1,79,0,1,0,78,79,80,0,2,76,2,-1,76,2,0,0,235781,132096,3,215590,0,0,0,10,0,0,0,2,215590,7,483,1,188416,0,0,0,0,189513,1,0,235781,0,0,0,4,0,78,125,6,1,215590,0,0,235781,2,7,0,0,316,0,-1,0,266240,80
485,255,255,85115,1,255,1,1896,255,1,255,255,1,52,157,1,255,255,1,255,Hannover 96,58,0,-1,0,262669,0,7,-1,0,65,0,2,3,0,1,8,0,0,49200,0,1,208,110500,0,1,69,0,3,0,69,69,68,9,1,68,1,-1,68,1,0,0,262669,131712,1,262669,0,0,0,0,0,0,1,2,262669,6,485,0,148096,0,0,0,0,262669,0,0,262669,0,2,0,4,0,69,115,8,1,245582,0,0,262669,2,1,0,0,316,0,-1,0,263296,68
487,37,95,8015,255,160,255,1899,160,128,160,159,1,52,0,1,160,160,255,160,VfL Osnabrück,128,0,-1,0,263025,4,9,-1,0,50,0,1,4,0,0,7,0,0,16667,0,1,635,531,0,1,65,0,3,0,65,65,65,8,3,64,2,-1,64,1,0,0,263025,270608,1,263025,0,0,0,0,0,0,0,1,263025,7,487,0,4247824,0,0,0,0,183632,0,0,263025,0,0,0,4,0,65,123,3,1,246175,0,0,263025,2,1,0,0,316,0,-1,0,526608,65
492,1,160,8980,1,220,1,1926,220,255,220,5,1,50,255,1,220,220,1,220,SV Wehen Wiesbaden,255,0,-1,0,276342,0,9,-1,0,65,0,2,4,0,0,2,0,0,15295,0,1,636,169,0,1,64,0,3,0,65,64,66,8,2,65,1,-1,65,1,0,0,276342,132104,1,276342,0,0,0,0,0,0,0,4,276342,3,492,0,188424,0,0,0,0,208776,0,0,276342,0,0,0,4,0,65,123,3,1,243445,0,0,276342,2,1,0,0,316,0,-1,0,266248,66
503,1,1,19750,1,255,255,1953,255,155,200,1,1,51,1,1,255,200,205,200,Dynamo Dresden,17,0,-1,0,234385,0,2,-1,0,50,0,2,4,0,1,9,0,0,32249,0,1,567,506,0,1,68,0,3,0,67,68,68,13,1,65,1,-1,65,1,0,0,234385,262800,1,273114,0,0,0,0,0,0,0,2,234385,6,503,0,4244112,0,0,0,0,234385,0,0,234385,0,0,0,4,0,67,123,4,1,235157,0,0,234385,2,1,0,0,316,0,-1,0,525456,68
506,55,84,6770,100,200,202,1949,200,1,200,138,1,50,1,1,200,200,174,200,Erzgebirge Aue,1,0,-1,0,216255,0,7,-1,0,50,0,2,4,0,0,4,0,0,16485,0,1,568,503,0,1,63,0,1,0,64,63,67,12,3,63,1,-1,63,1,0,0,216255,270345,1,216255,0,0,0,0,0,0,0,4,216255,1,506,0,4214793,0,0,0,0,182520,0,0,216255,0,0,0,4,0,64,123,2,1,216255,0,0,216255,2,1,0,0,316,0,-1,0,526345,67
517,1,1,210000,255,255,255,1904,255,255,255,1,2,-22,255,2,255,255,255,255,Botafogo,255,0,-1,0,230481,0,7,-1,0,50,0,2,4,0,0,4,0,0,44661,0,0,402,567,0,1,75,0,1,0,75,75,71,-43,3,75,1,-1,75,1,1,0,230481,270344,1,230481,0,0,0,0,1,0,0,2,230481,4,517,0,4214792,0,0,1,0,230481,1,0,230481,0,3,0,1,0,75,184,10,-3,230516,0,0,230481,7,7,0,0,316,0,-1,0,526344,71
523,81,1,5100,1,255,1,1903,255,251,250,173,1,49,190,1,255,250,1,250,1. FC Saarbrücken,1,0,-1,0,256282,0,8,-1,0,65,0,2,4,0,0,6,0,0,16003,0,1,821,29,0,1,66,0,3,0,66,66,66,6,2,65,1,-1,65,1,0,0,256282,132096,0,256282,0,0,0,0,0,0,0,3,256282,2,523,0,155648,0,0,0,0,235141,0,0,256282,0,0,0,4,0,66,123,2,1,256282,0,0,256282,2,1,0,0,316,0,-1,0,266240,66
526,3,255,6100,254,156,255,1907,156,255,156,3,1,51,3,1,156,156,255,156,Rot-Weiß Essen,3,0,-1,0,231424,0,6,-1,0,50,0,1,4,0,0,10,0,0,20352,0,1,656,34,0,1,65,0,12,0,65,65,64,6,3,65,1,-1,65,1,0,0,231424,270592,0,231424,0,0,0,0,0,0,1,3,231424,7,526,0,4231424,0,0,0,0,217841,1,0,231424,0,1,0,4,0,65,123,2,1,231424,0,0,231424,2,1,0,0,316,0,-1,0,526592,64
531,150,0,10300,1,210,1,1906,210,255,210,94,1,51,255,1,210,210,1,210,Preußen Münster,255,0,-1,0,194431,0,1,-1,0,30,0,2,4,0,3,5,0,0,15000,0,1,609,159,0,1,68,0,15,0,67,68,67,7,3,66,1,-1,66,1,0,0,212755,4202760,1,212755,0,0,0,0,0,0,0,2,212755,5,531,0,545032,0,0,0,0,211742,0,0,212755,0,0,0,4,0,67,115,2,1,229702,0,0,194431,2,1,0,0,316,0,-1,0,526600,67
537,58,57,10000,20,255,255,2001,255,1,255,176,1,50,1,1,255,255,11,255,Dender,1,0,-1,0,272872,0,2,-1,0,50,0,2,4,0,0,1,0,0,6429,0,1,951,229,0,1,65,0,0,0,66,65,66,4,3,65,1,-1,65,1,0,0,72954,270464,0,272872,0,0,0,0,0,0,0,2,272872,2,537,0,4214912,0,0,0,0,264711,0,0,272872,0,0,0,4,0,66,122,8,1,257314,0,0,272872,2,1,0,0,316,0,-1,0,526464,66
543,1,227,5820,5,225,175,1907,225,255,225,15,1,48,255,1,225,225,11,225,Jahn Regensburg,255,0,-1,0,213644,0,7,-1,0,30,0,2,4,0,0,3,0,0,15210,1,1,615,111239,0,1,65,0,3,0,64,65,62,12,3,63,1,-1,63,1,0,0,213644,4202496,1,213644,0,0,0,0,0,0,0,3,213644,4,543,0,561152,0,0,0,0,213644,1,0,213644,0,0,0,4,0,64,115,3,1,245543,0,0,213644,2,1,0,0,316,0,-1,0,526336,62
563,0,242,947,255,220,255,1928,220,210,220,0,1,54,22,1,220,220,255,220,Sligo Rovers,8,0,-1,0,241582,0,6,-1,0,50,0,2,4,0,0,2,0,0,4000,1,0,455,445,0,1,59,0,0,0,61,63,57,-8,2,60,0,-1,57,1,0,0,240603,263488,0,241582,0,0,0,0,0,0,5,2,241582,7,563,0,4235584,0,0,0,0,237926,0,0,241582,0,3,0,3,0,58,155,4,0,277997,0,0,241582,2,1,0,0,316,0,-1,0,528704,60
567,112,5,219990,38,230,182,1902,230,255,230,67,2,-22,255,2,230,230,6,230,Fluminense,255,0,-1,0,230337,0,8,-1,0,65,0,2,4,0,0,5,0,0,78838,0,0,402,1043,0,1,72,0,3,0,72,72,74,-43,1,72,1,-1,72,1,0,0,230271,131585,0,230337,0,0,0,0,1,0,1,2,230337,9,567,0,164353,0,0,1,0,230271,1,0,230337,0,4,0,1,0,72,184,3,-3,230278,0,0,230337,7,8,0,0,316,0,-1,0,263169,74
568,52,4,219000,255,245,255,1921,245,255,245,170,1,-20,255,1,245,245,255,245,Cruzeiro,255,0,-1,0,234015,0,6,-1,0,50,0,2,4,0,0,6,0,0,61846,5,1,44,1035,0,1,71,0,1,0,72,71,75,-44,2,73,1,-1,73,1,0,0,230465,263237,0,230252,0,0,0,0,2,0,6,2,230252,6,568,0,4202565,0,0,1,0,230318,1,0,234015,0,4,0,1,0,72,184,7,-3,230502,0,0,234015,7,6,0,0,316,0,-1,0,528453,75
569,255,255,189990,1,230,1,1898,230,250,230,255,1,-22,250,1,230,230,1,230,Vasco da Gama,250,0,-1,0,230275,0,5,-1,0,30,0,2,4,0,0,6,0,1,21880,0,0,402,1043,0,1,69,0,1,0,70,69,70,-43,3,70,1,-1,70,1,1,0,230275,4202560,1,234023,0,0,0,0,1,0,1,2,234023,4,569,0,528448,0,0,1,0,230434,1,0,230275,0,4,0,1,0,70,6,2,-3,230302,0,0,230275,7,3,0,0,316,0,-1,0,526400,70
573,90,25,70000,255,50,255,1994,40,83,92,170,1,36,140,1,92,40,255,50,Málaga CF,195,0,-1,0,276949,0,2,-1,0,50,0,2,4,0,0,6,0,0,30044,0,2,298,110832,0,1,67,0,1,0,67,67,66,-4,2,67,2,-1,67,2,0,0,276949,263168,0,74554,0,0,0,0,0,0,0,5,74554,7,573,0,4218880,0,0,0,0,235312,0,0,276949,0,0,0,4,0,67,126,3,1,74554,0,0,276949,2,1,0,0,316,0,-1,0,528384,66
576,83,1,22400,255,160,255,1900,160,226,170,151,1,54,1,1,170,160,255,160,Holstein Kiel,49,0,-1,0,245622,0,6,-1,0,30,0,2,4,0,0,3,0,0,15034,0,1,642,110329,0,1,71,0,3,0,70,71,72,10,2,68,1,-1,68,1,0,0,245622,4195330,1,245622,0,0,0,0,0,0,0,3,245622,5,576,0,548866,0,0,0,0,200473,0,0,245622,0,1,0,4,0,70,113,5,1,245622,0,0,245622,2,1,0,0,316,0,-1,0,528386,72
580,255,255,11500,1,146,1,1907,146,255,146,255,1,49,255,1,146,146,1,146,SV Elversberg,255,0,-1,0,234860,0,3,-1,0,50,0,2,4,0,0,2,0,0,10000,8,1,910,523,0,1,67,0,0,0,68,67,68,7,3,68,1,-1,68,1,0,0,234860,270336,0,234860,0,0,0,0,0,0,0,1,234860,6,580,0,4198400,0,0,0,0,262591,0,0,234860,0,0,0,4,0,68,115,6,1,244233,0,0,234860,2,1,0,0,316,0,-1,0,526336,68
583,129,0,1650,255,255,255,1905,255,0,255,50,1,50,0,1,255,255,255,255,1. FC Schweinfurt 05,0,0,-1,0,78657,0,1,-1,0,50,0,2,4,0,0,4,0,0,15060,0,1,972,171,0,1,63,0,3,0,64,63,64,10,2,63,1,-1,63,1,1,0,256298,263168,0,256298,0,0,0,0,0,0,0,2,256298,5,583,0,4218880,0,0,0,0,244027,0,0,78657,0,0,0,4,0,64,6,1,1,78657,0,0,78657,2,1,0,0,316,0,-1,0,528384,64
598,0,250,234990,255,230,255,1930,230,1,230,0,2,-23,1,2,230,230,255,230,São Paulo,1,0,-1,0,230521,0,7,-1,0,50,0,2,4,0,0,7,0,1,72039,0,0,434,383,0,1,72,0,1,0,73,72,73,-46,1,73,1,-1,73,1,1,0,230222,262784,1,230242,0,0,0,0,3,0,1,2,230242,8,598,1,4211328,0,0,1,0,230244,1,0,230521,0,6,0,1,0,73,184,9,-3,230521,0,0,230521,7,8,0,0,316,0,-1,0,525440,73
605,1,1,196280,255,1,255,1957,1,1,1,204,2,24,1,2,1,1,255,1,Al Hilal,153,0,-1,0,223848,4,10,-1,0,50,0,2,4,0,1,9,0,0,26000,0,1,405,112139,0,1,79,0,1,0,79,79,79,46,1,80,1,-1,80,1,0,0,224293,262792,0,224293,0,0,0,0,0,0,11,3,210602,2,605,0,4244104,0,0,0,0,210602,1,0,223848,0,19,0,8,0,79,64,10,3,215716,0,0,223848,9,7,0,0,316,0,-1,0,525448,79
607,255,255,113380,1,80,1,1927,52,255,53,1,2,21,255,2,53,52,1,80,Al Ittihad,255,0,-1,0,165153,4,10,-1,0,50,0,2,4,0,1,8,0,0,62345,0,1,232,112387,0,1,78,0,1,0,75,78,77,39,2,71,1,-1,71,1,0,0,165153,263297,0,241852,0,0,0,0,0,0,10,3,241852,5,607,0,4251777,0,0,1,0,165153,0,0,165153,0,10,0,8,0,75,64,10,3,209499,0,0,165153,9,6,0,0,316,0,-1,0,528513,77
614,1,255,15000,250,1,250,1910,1,224,1,1,1,41,34,1,1,1,250,1,AC Ajaccio,16,0,-1,0,277630,4,2,-1,0,50,0,2,4,0,0,1,0,0,10446,1,1,6,58,0,1,65,0,1,0,65,65,64,8,1,66,1,-1,66,0,0,0,240069,262920,0,240069,0,0,0,0,0,0,0,3,240069,7,614,0,4211464,0,0,0,0,241858,0,0,204242,0,0,0,4,0,65,103,1,1,204242,0,0,277630,2,1,0,0,316,0,-1,0,525576,64
621,1,1,3300,1,1,255,1995,1,255,1,1,1,55,240,1,1,1,215,1,Livingston,1,0,-1,0,79278,0,3,-1,0,50,0,1,4,0,0,1,0,0,9512,30,2,673,81,0,2,65,0,15,0,63,65,62,-3,3,62,0,-1,62,1,0,0,79278,270352,0,189186,0,0,0,0,0,0,0,1,189186,3,621,0,4214800,0,0,1,0,243841,1,0,79278,0,0,0,3,0,63,6,2,0,243841,0,0,79278,2,1,0,0,316,0,-1,0,526352,62
634,240,240,32500,90,185,24,1968,185,4,185,50,1,50,4,1,185,185,160,185,Fortuna Sittard,4,0,-1,0,210386,0,4,-1,0,50,0,2,4,0,0,1,0,1,12511,0,2,677,1904,0,2,67,0,1,0,68,67,67,5,2,68,2,-1,68,2,0,0,210386,263176,2,216349,0,0,0,0,0,0,2,2,210386,1,634,0,4202504,0,0,0,0,197860,1,0,210386,0,0,0,4,0,68,170,5,1,210386,0,0,210386,2,1,0,0,316,0,-1,0,528392,67
645,125,250,23750,5,150,5,1977,150,255,150,0,1,52,100,1,150,150,5,150,FC Volendam,1,0,-1,0,216230,0,1,-1,0,50,0,2,4,0,0,2,0,0,7384,0,2,906,100638,0,2,64,0,15,0,65,64,68,5,2,66,2,-1,66,2,0,0,216230,263232,0,216230,0,0,0,0,0,0,0,2,216230,7,645,0,4235328,0,0,0,0,216230,0,0,216230,0,0,0,4,0,65,6,5,1,216230,0,0,216230,2,1,0,0,316,0,-1,0,528448,68
670,5,5,37000,255,204,255,1904,202,1,206,5,1,50,1,1,206,202,255,204,Charleroi,1,0,-1,0,272407,0,5,-1,0,65,0,2,4,0,0,4,0,1,15000,8,1,103,232,0,1,67,0,1,0,68,67,71,4,1,68,1,-1,68,1,0,0,272407,131656,2,272407,0,0,0,0,0,0,0,3,272407,5,670,0,148040,0,0,0,0,73348,0,0,272407,0,0,0,4,0,68,122,4,1,273915,0,0,272407,2,4,0,0,316,0,-1,0,263240,71
673,72,55,130000,255,72,255,1988,55,255,186,186,2,51,255,2,186,55,255,72,Genk,255,0,-1,0,260570,1,9,-1,0,65,0,2,4,0,0,6,0,1,24956,3,1,179,680,0,1,71,0,1,0,73,71,73,5,1,74,1,-1,74,1,0,0,260570,131608,2,260570,0,0,0,0,0,0,5,3,244791,8,673,0,147992,0,0,0,0,229659,0,0,260570,0,4,0,4,0,73,122,8,1,260570,0,0,260570,2,5,0,0,316,0,-1,0,263192,73
674,58,1,147000,255,255,255,1900,255,213,255,183,1,51,228,1,255,255,255,255,Gent,23,0,-1,0,266681,0,8,-1,0,65,0,2,4,0,0,6,0,0,20000,0,1,181,231,0,1,70,0,1,0,70,70,69,3,2,71,1,-1,71,1,0,0,266681,132226,1,266681,0,0,0,0,0,0,4,2,266681,6,674,0,155778,0,0,1,0,246826,0,0,266681,0,1,0,4,0,70,122,6,1,234905,0,0,266681,2,5,0,0,316,0,-1,0,266370,69
