firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,careerenddate,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,careerstartdate,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,previousteamcountryid2,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,previousteamcountryid1,previousteamid3,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,previousteamid2,shortpassing,modeavailability,freekickaccuracy,skillmoves,faceposerpreset,previousteamcountryid3,previousteamid1,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,goldenage,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
38276,31559,31559,0,0,2021,32,0,0,43,141,2330000,1,2002,5,287,84,1,82,0,0,0,90,0,297,0,55,-1,83,85,0,0,0,89,10,0,43,18,77,88,7,0,90,85,232001,79,2030,89,84,43,0,-1,1,4005,86,87,0,176,3,0,18,85,95,1,147203,25,0,0,89,87,14,688,92,67109923,0,82,1,2,0,4,82,0,54050,13,53,4,-1,11,84,0,82,2,0,0,7,0,0,0,88,89,81,87,0,-1,0,0,11,2,0,1,0,16,160432,0,0,14,1,0,4,85,3,0,89,54050,0,8,0,2,0,90,1,0,88,500,4,0,0,0,1,0,0,0,24,0,0,3,2,88,51,2,-1,90,0,0,6
12812,3477,3477,0,0,2022,41,0,0,35,136,60000,1,2006,6,259,86,1,85,0,0,0,86,0,923,0,64,27,82,82,0,0,0,91,13,0,62,0,84,88,10,37,90,87,232001,82,2028,88,90,58,0,-1,0,4014,89,95,0,186,1,0,25,79,45,2,148564,23,0,0,89,79,14,112996,92,33554469,0,81,0,2,0,2097152,79,0,71557,7,65,4,-1,243,85,0,87,3,0,95,18,0,0,0,67,94,84,85,0,-1,0,0,12,2,1,1,0,0,161228,0,0,50,2,0,3,84,4,0,87,71557,0,13,0,3,0,89,3,0,88,502,2,0,0,0,1,0,0,0,28,1,0,2,0,95,64,2,-1,87,0,0,20
23573,29378,29378,0,0,2007,0,0,0,0,141,1140401,0,1994,3,0,82,0,87,0,0,0,91,0,76,0,43,-1,75,82,0,0,0,86,7,0,41,15,73,88,14,0,87,86,141001,82,2028,92,88,33,0,-1,0,7008,88,87,0,163,1,0,-1,74,18,0,143583,25,0,0,90,75,95,0,84,5242881,0,55,0,2,0,32,85,1,71587,6,44,4,-1,0,85,0,79,3,0,0,0,0,0,0,58,82,80,80,0,-1,0,1,11,8,0,1,0,0,161228,0,0,18,2,0,4,82,3,0,88,71587,0,11,0,3,0,89,4,0,88,501,4,0,0,0,1,0,0,0,26,14,0,2,0,85,37,3,-1,92,0,0,0
18172,12140,12140,0,0,2004,0,0,0,16,118,1450103,1,1988,6,0,78,0,83,0,0,0,88,0,524,0,79,-1,90,87,0,0,0,86,5,0,78,15,81,90,15,0,89,86,122101,92,2028,84,87,71,0,-1,0,9501,87,82,0,168,0,0,10,76,0,1,141815,14,0,0,88,81,95,0,83,16778496,0,59,0,2,0,67108864,85,1,71608,6,76,5,-1,0,92,0,79,2,0,0,0,0,0,0,80,78,88,77,0,-1,0,1,8,2,0,1,0,0,161228,0,0,95,1,0,4,78,3,0,92,71608,0,12,0,2,4096,84,4,0,90,500,3,0,0,0,1,0,0,0,28,0,0,2,0,80,73,0,-1,67,0,0,6
2340,9131,9131,0,0,2016,40,0,0,41,143,50000,0,1996,0,287,89,1,87,0,0,0,93,0,185,0,37,-1,79,91,0,0,0,91,14,0,42,28,86,88,11,44,90,88,242101,85,2030,92,89,34,0,-1,1,2512,90,88,0,170,3,0,27,70,0,1,144270,25,0,0,91,70,27,0,87,514,0,69,0,2,0,1,91,0,120274,15,46,4,-1,1746,86,0,86,3,0,0,55,0,0,0,56,92,85,74,0,-1,18,0,9,3,0,1,0,16,160162,0,0,27,1,0,4,72,5,0,81,120274,0,5,0,3,512,91,3,0,88,500,4,0,0,0,3,0,0,0,31,0,0,8,1,90,51,1,-1,91,0,0,0
29334,20688,20688,0,0,2017,8,0,0,5,104,1780000,0,2002,6,0,83,1,83,0,0,0,72,0,119,0,84,10,83,74,0,0,0,78,11,0,89,6,87,89,5,0,89,91,242101,81,2030,64,78,94,0,-1,0,2014,83,83,0,170,1,0,7,61,0,1,146490,3,0,0,86,70,21,0,67,17175552,0,65,1,2,0,65536,91,0,121939,5,86,5,-1,36,84,0,58,2,0,0,21,0,0,0,67,85,83,66,0,-1,0,2,12,8,0,1,0,0,160432,0,0,21,1,0,3,74,5,0,90,121939,0,14,0,2,512,68,1,0,89,500,2,0,0,0,1,0,0,0,30,0,0,8,0,84,90,0,-1,62,0,0,3
3834,32939,32939,0,0,2019,27,0,0,22,118,1360103,1,2002,2,0,84,1,75,0,0,0,83,0,65,0,83,-1,87,75,2,0,0,88,14,0,86,0,81,88,11,0,90,86,242101,87,2030,78,81,81,0,-1,0,1517,83,78,0,183,0,0,16,80,14,1,146754,14,0,0,87,83,21,693,91,83951620,0,79,1,2,0,1024,79,0,121944,13,83,4,-1,11,89,0,82,2,0,95,21,0,0,0,84,73,86,78,0,-1,0,1,14,6,0,1,0,0,160432,0,0,21,1,0,3,82,5,0,89,121944,0,13,0,2,512,83,1,0,88,503,3,0,0,0,1,0,0,0,29,18,0,2,0,76,82,0,-1,85,0,0,1
22920,9729,22920,22920,0,2021,4,0,0,5,106,1140000,0,2000,0,255,82,1,74,0,0,0,86,0,0,0,83,-1,78,68,0,0,0,87,10,0,84,0,88,88,14,0,85,82,240101,77,2028,77,84,89,0,-1,0,1015,84,89,0,184,0,0,12,86,18,2,145652,3,0,0,87,85,27,568,92,268435460,0,77,0,2,0,4096,77,0,135455,8,83,4,-1,69,81,0,73,2,0,54,131682,0,0,0,83,83,81,74,0,-1,0,3,5,9,0,1,0,0,161228,0,0,54,1,0,4,79,2,0,85,135455,0,9,0,2,0,82,8,0,88,501,4,0,0,0,3,0,0,0,29,15,0,2,0,86,82,0,-1,86,0,0,0
31050,40340,18590,18590,0,2017,0,0,0,32,131,1140000,0,2001,3,0,87,0,86,0,0,0,84,0,158,0,37,-1,82,84,0,0,0,84,3,0,46,15,85,89,3,0,88,93,244101,89,2028,84,91,35,0,-1,0,2508,90,88,0,186,1,0,-1,76,54,1,145922,18,0,0,90,71,27,243,86,33554689,0,78,1,2,0,2097152,84,0,138449,5,43,5,-1,598,88,0,80,4,0,45,131681,0,0,0,47,90,86,60,0,-1,0,1,5,3,0,1,0,0,160432,0,0,54,1,0,4,55,2,0,85,138449,0,3,0,4,2048,84,4,0,89,500,2,0,0,0,1,0,0,0,25,0,0,296,0,89,44,18,-1,84,0,0,0
26735,37626,37627,0,0,2016,0,0,0,0,112,1450000,0,2000,5,0,50,1,66,0,0,0,34,0,161,0,91,-1,69,63,0,0,0,40,11,0,86,15,50,87,5,0,82,85,242101,55,2029,42,50,87,0,-1,0,1500,62,81,0,190,0,0,-1,91,51,3,145739,5,0,0,71,89,14,0,67,269008944,0,84,0,2,0,262144,70,0,140601,13,90,4,-1,0,73,0,46,1,0,40,11,0,0,0,88,74,62,90,0,-1,0,0,4,2,0,1,0,0,160432,0,0,51,1,0,3,90,5,0,85,140601,0,7,0,1,512,48,2,0,87,500,4,0,0,0,1,0,0,0,27,0,0,5,0,78,92,0,-1,49,0,0,3
17207,23891,23891,0,0,2021,15,0,0,12,113,2090000,0,2003,21,287,65,1,71,0,0,0,56,0,297,0,91,-1,83,61,0,0,0,56,6,0,91,8,69,88,5,0,89,85,244101,70,2029,44,66,92,0,-1,0,1549,75,76,0,174,0,0,10,82,14,2,146700,5,0,0,84,86,52,241,77,67072,0,73,0,2,0,262144,80,0,142754,8,89,4,-1,9,86,0,52,2,0,45,1876,0,0,0,91,76,76,76,0,-1,0,0,10,3,0,1,0,0,160564,0,0,52,1,0,3,88,4,0,88,142754,0,5,0,1,0,55,4,0,88,501,3,0,0,0,3,0,0,0,27,15,0,8,0,76,90,0,-1,53,0,0,0
23581,13472,13472,0,0,2020,0,0,0,0,144,60000,0,2003,3,0,72,1,73,0,0,0,93,0,160,0,35,-1,66,78,0,0,0,81,8,0,39,15,74,88,14,0,91,89,232001,75,2029,93,81,33,0,-1,0,1518,82,86,0,189,1,0,-1,88,48,1,147097,25,0,0,84,83,21,327,92,4194305,0,84,0,2,0,16,71,0,150418,9,43,4,-1,36,77,0,45,2,0,27,21,0,0,0,74,79,73,91,0,-1,0,0,8,2,0,1,0,0,160119,0,0,21,1,0,4,85,3,0,80,150418,0,7,0,1,0,90,3,0,88,503,3,0,0,0,1,0,0,0,22,21,0,5,0,83,40,0,-1,92,0,0,3
7450,8962,8962,0,0,2018,40,0,0,31,132,40401,0,2004,0,289,78,1,80,0,0,0,86,0,65,0,49,-1,75,81,0,0,0,85,12,0,31,0,79,85,12,0,87,83,242101,83,2029,87,86,46,0,-1,0,34,85,83,0,185,3,0,27,81,14,1,146243,18,0,0,87,80,95,691,85,1048608,0,79,0,2,0,0,72,0,155897,5,47,3,-1,111144,85,0,83,3,0,0,144,0,0,0,74,81,81,81,0,-1,15,0,7,9,0,1,0,0,160123,0,0,95,1,0,4,77,3,0,82,155897,0,10,0,3,4096,86,3,0,85,501,4,0,0,0,1,0,0,0,29,7,0,2,0,82,44,2,-1,82,0,0,0
22205,15119,15119,0,0,2005,0,0,0,0,142,1140401,0,1990,2,0,72,0,90,0,0,0,88,0,49,0,44,-1,69,85,0,0,0,81,8,0,32,15,66,86,14,0,85,83,250101,70,2029,88,87,49,0,-1,0,2000,86,88,0,175,1,0,-1,62,52,1,141053,25,0,0,86,67,83,0,83,2097170,0,69,0,2,0,4194304,82,0,156353,12,45,4,-1,0,73,0,78,3,0,95,0,0,0,0,58,91,71,89,0,-1,0,1,12,3,0,1,0,0,160432,0,0,83,1,0,3,86,3,0,79,156353,0,13,0,3,0,85,5,0,86,500,3,0,0,0,1,0,0,0,29,0,0,2,0,89,38,2,-1,80,0,0,6
12205,31036,31036,0,0,2022,0,0,0,30,129,2190000,0,2000,6,16,81,1,89,0,0,0,84,0,16,0,35,-1,81,81,2,0,0,88,15,0,36,7,79,88,10,24,86,86,242101,88,2029,85,91,31,0,-1,0,36,90,88,0,170,3,0,-1,62,18,1,146272,16,0,0,91,65,21,110374,82,33554696,0,72,1,2,0,1048576,88,0,156616,9,37,4,-1,219,88,0,84,4,0,27,21,0,0,0,61,90,85,46,0,-1,0,1,6,5,0,1,0,0,160890,0,0,18,1,0,5,50,3,0,78,156616,0,7,0,4,2048,85,3,0,88,502,5,0,0,0,1,0,0,0,30,17,0,8,0,89,38,10,-1,87,0,0,23
11739,15217,15216,11742,0,2005,0,0,0,13,111,2150000,0,1987,0,0,64,0,63,0,0,0,64,0,22,0,94,-1,86,73,0,0,0,77,15,0,92,15,62,88,11,20,82,86,252001,70,2030,54,61,77,0,-1,0,1524,68,74,0,187,1,0,-1,87,14,1,140779,5,0,0,72,84,45,4,82,820248,0,84,1,2,0,268435456,83,0,161840,6,92,4,-1,462,79,0,73,1,0,182,243,0,0,0,81,74,74,93,0,-1,2,1,8,1,0,1,0,0,160432,0,0,45,1,0,3,90,5,0,81,161840,0,6,0,1,768,67,3,0,88,500,2,0,0,0,1,0,0,0,30,0,0,2,2,74,93,11,-1,75,0,0,0
13137,14377,14377,0,0,2001,29,0,0,21,131,1780000,0,1982,0,28,87,0,83,0,0,0,86,0,40,0,45,16,86,89,0,0,0,90,11,0,43,15,86,88,7,0,85,87,252001,88,2030,82,89,39,0,-1,0,28,88,82,0,172,1,0,14,60,48,1,139637,18,0,0,90,64,39,0,91,1048842,0,68,0,2,0,4,83,0,166124,12,41,4,-1,0,90,0,92,3,0,45,325,0,0,0,59,83,88,57,0,-1,0,1,15,3,0,1,0,0,160432,0,0,39,2,0,4,72,4,0,76,166124,0,6,0,3,0,86,2,0,88,500,5,0,0,0,1,0,0,0,33,0,0,2,0,82,32,0,-1,85,0,0,0
15662,35161,15681,0,0,1998,0,0,0,0,141,1140000,0,1976,0,0,81,0,90,0,0,0,86,0,96,0,34,-1,55,86,0,0,0,86,9,0,42,15,82,89,11,14,86,82,260101,80,2030,91,90,32,0,-1,0,1526,88,89,0,176,1,0,-1,72,45,1,137236,25,0,0,87,72,83,0,91,4194332,0,73,0,2,0,32,87,0,166149,13,41,5,-1,240,82,0,86,2,0,0,243,0,0,0,64,88,78,90,0,-1,0,1,15,9,0,1,0,0,160432,0,0,83,2,0,4,84,3,0,76,166149,0,12,0,4,0,90,6,0,89,500,4,0,0,0,3,0,0,0,29,0,0,2,0,89,35,0,-1,95,0,0,0
31749,38052,38052,0,0,1996,0,0,0,41,142,1140000,0,1977,5,37,83,0,87,0,0,0,88,0,95,0,43,-1,62,86,0,0,0,84,11,0,42,15,78,89,8,0,94,85,260101,82,2030,92,86,41,0,-1,0,2006,86,88,0,180,1,0,-1,85,27,1,137878,25,0,0,87,85,21,32,93,37748785,0,77,0,2,0,2,76,0,166676,5,47,5,-1,38,77,0,76,2,0,18,52,0,0,0,74,90,76,93,0,-1,0,0,6,6,0,1,0,0,160444,0,0,21,1,0,4,94,4,0,91,166676,0,15,0,2,0,90,3,0,89,500,5,0,0,0,1,0,0,0,23,0,0,2,0,89,41,0,-1,90,0,0,1
2722,2370,39968,39968,0,1994,21,0,0,32,131,1140401,0,1971,3,0,94,0,89,0,0,0,89,0,83,0,66,-1,87,88,0,0,0,93,11,0,61,15,86,91,6,0,89,89,260101,93,2030,92,92,60,0,-1,0,2501,91,90,0,172,1,0,14,75,27,1,135280,18,0,0,93,71,54,0,92,1050880,0,71,0,2,0,8,85,0,166691,5,62,5,-1,55,93,0,97,4,0,163,1043,0,0,0,45,87,91,73,0,-1,0,0,6,1,0,1,0,0,160892,0,0,54,1,0,5,77,3,0,81,166691,0,10,0,3,0,92,3,0,91,500,3,0,0,0,1,0,0,0,29,0,0,2,0,89,56,0,-1,90,0,0,3
12208,3680,3680,0,0,1997,0,0,0,13,111,1140401,0,1977,3,287,57,1,73,0,0,0,39,0,87,0,94,-1,85,62,0,0,0,48,6,0,94,15,63,91,5,0,93,84,260101,70,2030,44,55,94,0,-1,0,1510,70,77,0,176,1,0,-1,79,0,1,137903,5,0,0,86,83,27,0,53,82944,0,70,1,2,0,262144,75,0,166906,12,94,5,-1,0,87,0,44,1,0,0,131681,0,0,0,86,69,75,89,0,-1,0,1,8,6,0,1,0,0,160432,0,0,27,1,0,3,86,5,0,86,166906,0,14,0,1,4864,48,3,0,91,500,1,0,0,0,1,0,0,0,30,0,0,2,0,73,94,0,-1,49,0,0,3
17265,28628,28628,0,0,1999,0,0,0,44,141,1360000,1,1984,5,0,84,0,88,0,0,0,94,0,294,0,42,-1,61,87,0,0,0,90,12,0,36,15,70,89,15,0,92,83,260101,75,2030,95,79,35,0,-1,0,3515,83,83,0,176,0,0,-1,77,27,1,139179,25,0,0,84,76,18,231,94,48,0,72,0,2,0,4,87,0,167134,15,44,5,-1,131681,77,0,64,2,0,7,219,0,0,0,62,82,73,89,0,-1,0,0,10,2,0,1,0,0,160444,0,0,18,1,0,4,87,2,0,82,167134,0,9,0,2,256,93,3,0,89,500,2,0,0,0,2,0,0,0,26,0,0,2,0,83,38,17,-1,95,0,0,1
6330,36414,6330,6330,0,1982,0,0,0,13,103,2330000,0,1963,0,0,65,0,82,0,0,0,81,0,47,0,89,-1,64,81,0,0,0,58,13,0,89,15,84,91,15,0,88,82,260101,86,2030,56,83,88,0,-1,0,530,84,88,0,180,1,0,5,86,95,1,132129,3,0,0,87,85,54,0,82,67191812,0,76,0,2,0,131072,71,0,167135,5,88,5,-1,0,89,0,34,2,0,0,567,0,0,0,78,90,80,84,0,-1,0,3,14,3,0,1,0,0,160432,0,0,54,1,0,4,83,2,0,88,167135,0,8,0,3,4096,64,4,0,91,500,2,0,0,0,1,0,0,0,26,0,0,2,0,89,87,0,-1,45,0,0,0
10904,6215,6215,0,0,1997,0,0,0,41,143,60401,0,1983,3,287,88,0,82,0,0,0,89,0,148,0,51,-1,82,87,1,0,0,89,15,0,46,15,85,89,6,0,87,93,252001,90,2030,88,89,48,0,-1,0,2501,89,86,0,188,1,0,-1,88,18,0,140110,25,0,0,91,88,14,219,91,5243138,0,89,0,2,0,4,82,0,167198,11,50,5,-1,8,85,0,84,4,0,0,11,0,0,0,90,85,86,87,0,-1,0,1,14,3,0,1,0,0,160432,0,0,18,1,0,4,88,2,0,87,167198,0,15,0,4,0,89,3,0,89,500,5,0,0,0,1,0,0,0,27,0,0,5,2,86,39,17,-1,94,0,0,3
322,3084,323,323,0,2000,29,0,0,32,131,1130401,1,1980,0,37,88,0,95,0,0,0,83,0,47,0,44,-1,78,86,0,0,0,86,6,0,43,15,89,89,5,0,91,82,260101,90,2030,80,91,41,0,-1,0,5000,91,91,0,174,1,0,16,65,95,1,139545,18,0,0,92,66,18,54,83,33554720,0,67,0,2,0,2097152,90,0,167425,10,48,5,-1,111701,88,0,83,3,0,27,219,0,0,0,47,92,87,79,0,-1,0,1,13,9,0,1,0,0,160174,0,0,117,2,0,4,75,3,0,83,167425,0,15,0,4,0,83,9,0,89,500,3,0,0,0,7,0,0,0,28,0,0,2,0,91,47,0,-1,85,0,0,0
31533,19793,19793,0,0,1997,0,0,0,0,113,120103,1,1980,1,0,92,0,65,0,0,0,76,0,57,0,90,-1,94,95,0,0,0,92,5,0,91,15,79,88,15,0,89,85,260101,80,2030,80,76,87,0,-1,0,2014,78,78,0,181,1,0,-1,85,34,1,138950,5,0,0,84,84,45,247,96,268698628,0,82,0,2,0,8,70,0,167680,7,88,4,-1,245,86,0,95,2,0,0,241,0,0,0,84,73,85,83,0,-1,0,1,8,1,0,1,0,0,160432,0,0,34,1,0,3,83,4,0,84,167680,0,6,0,1,0,86,3,0,88,500,2,0,0,0,1,0,0,0,29,0,0,2,2,76,86,0,-1,81,0,0,1
12238,3983,3983,0,0,1983,20,0,0,16,113,30301,0,1964,3,0,76,0,80,0,0,0,75,0,168,0,91,14,95,66,1,0,0,79,14,0,96,15,75,92,8,0,92,89,223101,88,2030,70,79,90,0,-1,0,3501,84,81,0,181,1,0,10,81,95,0,132550,5,0,0,91,81,21,0,75,1245440,0,75,1,0,0,1024,77,0,168473,8,93,5,-1,28,94,0,80,2,0,0,21,0,0,0,73,83,88,88,0,-1,0,2,14,5,0,1,0,0,161487,0,0,21,1,0,4,95,3,0,85,168473,0,14,0,2,4352,73,4,0,92,500,3,0,0,0,1,0,0,0,28,0,0,2,0,82,95,0,-1,68,0,0,3
25357,27203,22544,0,0,2016,0,0,0,21,131,60401,1,1997,0,16,77,0,78,0,0,0,85,0,82,0,69,-1,85,83,0,0,0,86,9,0,61,8,80,85,9,0,85,90,240101,83,2030,81,83,56,0,-1,0,1523,84,83,0,186,1,0,14,84,0,1,144406,18,0,0,86,80,183,0,84,4352,0,76,0,2,0,16777216,80,0,168880,7,64,3,-1,112139,86,0,80,2,0,0,607,0,0,0,72,76,83,76,0,-1,0,1,16,9,1,1,0,0,161228,0,0,183,1,0,4,78,3,0,77,168880,0,9,0,3,0,83,9,0,85,500,4,0,0,0,3,0,0,0,26,0,0,2,1,80,58,1,-1,77,0,0,0
32346,1104,1104,0,0,2007,0,0,0,0,141,2150103,1,1989,0,28,77,0,78,0,0,0,88,0,29,0,34,-1,71,84,0,0,0,77,14,0,45,15,70,86,12,0,88,88,250101,75,2030,90,84,44,0,-1,0,36,83,87,0,177,1,0,-1,71,14,0,142503,25,0,0,81,71,183,0,87,2097156,0,71,0,2,0,1,82,0,168886,16,44,4,-1,110,78,0,79,2,0,182,605,0,0,0,54,89,75,86,0,-1,0,1,10,1,0,1,0,0,160215,0,0,183,1,0,3,79,3,0,84,168886,0,8,0,2,0,86,2,0,86,500,2,0,0,0,1,0,0,0,29,0,0,2,0,88,39,0,-1,89,0,0,0
13102,39064,13103,13103,0,2023,35,0,0,39,138,30301,0,2005,0,270,77,1,90,0,0,0,85,0,1076,0,39,-1,74,64,0,0,0,70,14,0,44,0,78,85,13,0,76,81,223101,79,2030,78,88,35,0,-1,0,1036,86,93,0,179,0,0,23,66,18,2,147783,27,0,0,86,70,27,52,73,41943552,0,68,1,0,0,2097152,80,0,170733,12,41,3,-1,65,81,0,65,3,0,14,50,0,0,0,60,95,78,63,0,-1,0,1,5,9,0,1,0,0,161421,0,0,108,1,0,3,65,2,0,85,170733,0,10,0,2,0,75,9,0,85,501,3,0,0,0,1,1,0,0,24,15,0,2,0,94,35,2,-1,71,0,0,0
4720,24104,24104,0,0,2021,0,0,0,18,114,2290401,1,2004,0,0,75,1,75,0,0,0,75,0,240,0,87,-1,78,59,0,0,0,76,8,0,91,4,71,86,14,7,84,81,230101,81,2030,67,75,81,0,-1,0,3001,77,82,0,180,3,0,14,82,18,0,147735,10,0,0,80,85,27,112893,83,117637120,0,75,0,2,0,512,78,0,170890,5,84,4,-1,45,85,0,58,2,0,95,73,0,0,0,84,85,79,68,0,-1,0,1,11,9,0,1,0,0,161285,0,0,18,2,0,3,80,3,0,94,170890,0,10,0,1,256,72,10,0,86,503,3,0,0,0,9,0,0,0,27,18,0,340,0,83,83,0,-1,71,0,0,0
23485,14497,14529,0,0,2023,18,0,0,31,133,60000,1,2003,0,0,81,1,78,0,0,0,90,0,132,0,76,-1,89,83,0,0,0,91,8,0,78,16,84,87,14,0,86,87,232001,86,2030,85,87,71,0,-1,0,2019,86,84,0,183,1,0,14,81,48,2,147844,18,0,0,88,83,27,0,90,83887360,1,73,0,2,0,4,84,0,171877,4,75,4,-1,436,91,0,71,3,0,155,48,0,0,0,78,82,87,78,0,-1,0,0,6,3,0,1,0,0,161274,0,0,43,1,0,5,80,5,0,91,171877,0,14,0,2,512,87,3,0,87,501,5,0,0,0,1,0,0,0,25,15,0,2,0,83,72,0,-1,82,0,0,0
7410,23419,23419,0,0,2019,16,0,0,20,118,2090000,0,2005,19,243,80,1,82,0,0,0,81,0,70,0,82,16,87,82,0,0,0,86,4,0,83,0,78,87,4,0,87,86,232001,87,2030,75,87,80,0,-1,0,2002,86,81,0,180,1,0,10,80,27,2,147290,14,0,0,88,82,40,0,88,16974848,0,74,1,2,0,0,78,0,173210,4,80,4,-1,1746,89,0,79,3,0,0,45,0,0,0,81,83,85,69,0,-1,0,1,3,2,0,1,0,0,160444,0,0,27,1,0,4,69,5,0,88,173210,0,2,0,3,512,81,3,0,87,503,3,0,0,0,1,0,0,0,26,18,0,2,0,82,79,0,-1,79,0,0,6
10208,14847,14847,0,0,2023,0,0,0,39,130,50401,1,2008,3,243,84,1,92,0,0,0,86,0,683,0,31,-1,83,88,2,0,0,81,11,0,46,15,79,88,8,44,87,89,232001,86,2028,85,93,24,0,-1,0,49,91,89,0,175,1,0,27,68,14,3,149104,16,0,0,90,68,18,243,82,46139393,0,74,1,1,0,1048576,91,0,183277,6,37,4,-1,5,86,0,80,3,0,45,65,0,0,25,50,93,84,60,0,-1,0,1,12,8,0,1,0,0,161228,0,0,7,1,0,4,64,3,0,83,183277,0,8,0,3,256,83,2,0,88,503,2,0,0,0,1,0,0,0,26,29,0,356,1,91,32,0,-1,78,0,0,20
30518,32597,30518,30518,0,2020,0,0,0,24,114,2290401,1,2005,0,0,82,1,79,0,0,0,77,0,1,0,85,-1,81,70,0,0,0,82,12,0,87,15,76,86,9,0,88,83,230101,79,2028,75,80,83,0,-1,0,1013,81,89,0,179,3,0,12,78,14,3,147719,10,0,0,83,83,38,568,83,84148226,0,69,0,2,0,65536,82,0,184943,9,84,4,-1,5,84,0,61,3,0,54,234,0,0,0,87,87,80,72,0,-1,0,1,6,9,0,1,0,0,160935,0,0,54,1,0,3,78,4,0,92,184943,0,12,0,2,0,78,9,0,86,501,4,0,0,0,9,2,0,0,25,28,0,2,0,88,86,0,-1,70,0,0,0
33366,9737,9737,0,0,2021,0,0,0,0,141,30301,0,2003,0,0,72,1,82,0,0,0,86,0,47,0,42,-1,65,82,0,0,0,77,12,0,45,15,48,85,12,0,78,83,223101,73,2028,86,84,35,0,-1,0,4525,83,94,0,179,1,0,-1,66,47,0,148001,25,0,0,84,74,40,0,84,4194305,0,74,1,0,0,33554432,82,0,188428,13,43,3,-1,896,76,0,72,3,0,108,900,0,0,0,66,91,68,82,0,-1,0,2,15,9,0,1,0,0,161421,0,0,108,1,0,4,83,2,0,94,188428,0,6,0,2,2048,84,9,0,85,503,4,0,0,0,1,0,0,0,23,21,0,2,2,93,32,0,-1,84,0,0,0
9232,23360,23360,0,0,1997,43,0,0,32,131,10401,0,1976,0,255,95,0,90,0,0,0,92,0,3,0,41,-1,89,93,0,0,0,91,13,0,45,15,88,95,15,0,93,95,233101,95,2028,94,97,38,0,-1,1,1505,96,88,0,165,1,0,25,75,45,0,138078,18,0,0,96,77,52,111019,86,4204809,0,70,0,1,0,1048576,95,0,190042,8,40,5,-1,48,90,0,93,4,0,27,1877,0,0,0,77,92,91,67,0,-1,0,2,9,9,0,1,0,26,161421,0,0,52,2,0,3,82,3,0,78,190042,0,6,0,4,0,91,5,0,95,500,5,0,0,0,5,0,0,0,25,0,0,20,0,90,28,0,-1,87,0,0,0
4825,25530,25530,0,0,1978,0,0,0,0,111,2010000,1,1958,1,0,71,0,81,0,0,0,60,0,116,0,93,-1,88,74,0,0,0,66,15,0,91,15,71,90,9,0,92,93,260101,79,2028,54,65,91,0,-1,0,2006,76,71,0,178,1,0,-1,82,95,1,130937,5,0,0,85,83,14,111144,75,16827392,0,72,1,2,0,131072,82,0,190044,12,92,5,-1,144,90,0,64,1,0,0,19,0,0,0,79,69,81,87,0,-1,0,1,15,1,1,1,0,0,160432,0,0,14,1,0,3,83,5,0,88,190044,0,12,0,1,4608,62,2,0,90,500,2,0,0,0,1,0,0,0,25,0,0,2,0,70,93,0,-1,62,0,0,1
17701,7931,7931,0,0,1984,43,0,0,31,132,1140401,0,1964,6,0,92,0,92,0,0,0,94,0,108,0,35,-1,86,87,0,0,0,91,7,0,43,15,86,93,13,44,95,94,260101,93,2028,94,94,39,0,-1,0,2020,93,88,0,180,1,0,25,70,45,1,133141,18,0,0,95,73,34,246,84,8390914,1,71,1,2,0,4194304,80,0,190045,6,42,5,-1,241,92,0,83,4,0,95,245,0,0,0,70,92,90,64,0,-1,0,0,11,8,0,1,0,0,160432,0,0,34,1,0,5,65,2,0,81,190045,0,9,0,4,4096,91,2,0,93,500,4,0,0,0,1,0,0,0,27,0,0,1,0,90,42,0,-1,94,0,0,3
