firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
31161,11711,11711,0,0,0,0,0,13,111,1450401,0,3,27,52,0,59,0,0,0,46,0,6,0,91,-1,75,59,0,0,0,40,13,0,89,15,52,88,6,0,84,88,240101,54,2030,43,54,88,0,-1,0,2017,64,81,0,189,0,0,-1,86,1,144660,5,0,0,73,85,63,269238320,0,87,1,2,0,131072,56,0,7289,6,90,4,-1,81,31,2,0,40,0,0,0,85,83,65,85,0,-1,0,0,10,3,0,1,0,0,160432,0,0,14,1,0,3,81,2,0,82,7289,0,10,0,2,4096,48,6,0,88,500,3,0,0,0,1,0,0,0,0,0,290,0,82,91,0,-1,55,0,0,0
15117,7857,7857,0,0,0,0,0,44,142,60000,0,3,0,68,0,86,0,0,0,87,0,87,0,31,-1,54,86,0,0,0,78,13,0,30,15,73,82,14,0,85,88,242101,79,2030,90,85,30,0,-1,1,2015,85,86,0,184,1,0,-1,74,1,143439,25,0,0,84,70,83,33,0,78,0,2,0,16,81,0,7512,10,36,4,-1,71,64,3,0,41,0,0,0,48,86,70,88,0,-1,0,0,10,3,0,1,0,16,160432,0,0,52,1,0,4,84,3,0,76,7512,0,13,0,3,0,86,3,0,82,500,3,0,0,0,1,0,27,0,0,0,2,0,86,29,1,-1,83,3,0,3
20785,9654,9654,0,0,43,0,0,25,132,2120000,0,3,289,78,1,83,0,0,0,86,0,37,0,42,25,73,93,2,0,0,84,10,0,43,15,78,86,15,2,86,81,242101,85,2030,87,84,36,0,-1,0,2000,85,89,0,173,0,0,12,64,3,145873,18,0,0,87,70,84,6291458,0,73,0,2,0,0,83,0,7743,9,46,4,-1,85,80,3,0,42,0,0,0,65,88,81,70,0,-1,0,0,7,3,0,1,0,0,160444,0,0,95,1,0,4,65,3,0,85,7743,0,8,0,2,0,86,3,0,86,502,2,0,0,0,1,0,0,0,17,0,2,0,89,47,2,-1,82,0,0,0
2057,29534,29534,0,0,0,0,0,16,120,120103,0,6,0,92,0,83,0,0,0,85,0,12,0,67,-1,94,89,0,0,0,83,5,0,77,0,88,90,5,0,93,94,242101,94,2030,76,89,64,0,-1,0,2510,89,72,0,177,1,0,10,64,3,144853,14,0,0,93,66,79,4194312,0,67,0,2,0,1024,75,0,7763,5,69,5,-1,94,94,4,0,43,0,0,0,53,74,93,56,0,-1,0,0,5,3,0,1,0,0,160432,0,0,27,1,0,4,57,5,0,83,7763,0,5,0,2,512,79,3,0,90,501,1,0,0,0,1,0,0,0,15,0,1,1,73,72,0,-1,77,0,0,0
36318,31616,31615,0,0,21,0,0,25,131,2290000,0,6,0,84,1,85,0,0,0,78,0,99,0,58,14,86,77,0,0,0,78,14,0,55,18,83,86,13,0,86,86,242101,88,2030,83,88,54,0,-1,0,2001,88,82,0,178,1,0,12,63,2,145357,18,0,0,89,69,83,1048578,0,67,0,2,0,256,86,0,8473,6,57,4,-1,89,76,3,0,44,0,0,0,72,85,86,54,0,-1,0,0,11,10,0,1,0,0,160921,0,0,12,1,0,3,67,3,0,79,8473,0,11,0,2,0,81,2,0,86,503,3,0,0,0,1,0,0,0,9,0,1,0,83,58,0,-1,72,0,0,6
32387,11110,11110,0,0,0,0,0,42,141,1140401,1,0,243,79,1,87,0,0,0,91,0,60,0,39,-1,69,88,0,0,0,88,7,0,41,15,75,89,12,44,92,91,240101,82,2030,93,87,34,0,-1,0,1015,87,92,0,179,1,0,-1,78,2,145514,25,0,0,88,80,88,5244929,0,75,0,2,0,33554432,80,0,9676,11,45,5,-1,82,83,3,0,45,0,0,0,75,92,79,81,0,-1,0,0,10,9,0,1,0,0,160432,0,0,103,1,0,4,88,4,0,87,9676,0,13,0,3,0,90,8,0,89,500,4,0,0,0,4,0,0,0,0,0,1,0,92,45,0,-1,87,0,0,0
31862,40392,40353,0,0,0,0,0,0,142,30000,0,3,0,77,0,73,0,0,0,89,0,69,0,37,-1,56,85,1,0,0,79,11,0,31,14,70,89,9,41,92,83,242101,69,2030,94,82,31,0,-1,0,2022,83,84,0,188,1,0,-1,83,1,143801,25,0,0,87,80,90,270532659,0,80,1,2,0,4194304,71,0,10264,5,38,5,-1,79,74,2,0,46,0,0,0,76,83,71,87,0,-1,0,0,15,3,1,1,0,0,160432,0,0,34,1,0,3,77,4,0,78,10264,0,7,0,2,0,89,2,0,89,501,4,0,0,0,1,0,0,0,14,0,5,0,84,28,17,-1,91,0,0,3
38773,15125,38769,38769,0,0,0,0,0,121,2190000,0,0,287,83,1,87,0,0,0,90,0,190,0,67,-1,93,76,2,0,0,81,5,0,84,15,87,90,9,0,93,95,242101,95,2030,72,87,62,0,-1,0,4005,90,79,0,170,1,0,-1,65,2,145104,14,0,0,94,69,80,16779008,0,67,0,2,0,2048,92,0,10535,12,69,5,-1,94,84,3,0,47,0,0,0,55,82,92,47,0,-1,0,0,8,9,0,1,0,0,160432,0,0,45,1,0,3,60,5,0,88,10535,0,5,0,2,512,76,3,0,90,500,2,0,0,0,1,0,0,0,0,0,8,0,80,69,0,-1,67,0,0,0
2117,33552,33552,0,0,0,0,0,36,141,60000,0,5,0,88,0,79,0,0,0,92,0,16,0,32,-1,64,85,0,0,0,87,14,0,37,15,62,83,5,0,86,83,242101,75,2030,91,87,29,0,-1,0,3505,85,87,0,183,1,0,23,77,1,143891,25,0,0,84,73,90,2097153,0,72,0,2,0,4,77,0,13128,7,35,4,-1,73,88,2,0,48,0,0,0,60,84,71,84,0,-1,2,0,6,3,0,1,0,0,160432,0,0,49,1,0,4,84,3,0,75,13128,0,13,1,2,0,90,2,0,83,500,2,0,0,0,1,0,0,0,0,0,2,2,86,23,3,-1,86,0,0,6
34692,13091,13091,0,0,16,0,0,21,118,2010000,0,6,0,82,1,70,0,0,0,86,0,75,0,77,-1,93,83,0,0,0,93,13,0,74,21,85,88,10,20,84,83,242101,87,2030,86,83,72,0,-1,0,4003,83,79,0,183,0,0,10,80,0,145230,14,0,0,90,82,90,5888,0,83,1,2,0,4,70,0,13743,13,75,4,-1,91,80,2,0,49,0,0,0,83,77,88,72,0,-1,0,0,15,8,0,1,0,0,160432,0,0,14,1,0,3,72,5,0,87,13743,0,5,0,2,4608,88,2,0,88,500,3,0,0,0,1,0,0,0,0,0,2,0,78,74,2,-1,83,0,0,3
9422,20386,20386,0,0,0,0,0,0,132,2320103,0,2,0,70,1,82,0,0,0,89,0,244,0,66,-1,79,90,0,0,0,84,8,0,69,15,78,86,7,20,89,88,244101,85,2028,91,82,57,0,-1,0,3503,83,83,0,183,0,0,14,78,0,145283,18,0,0,86,82,87,67162128,0,84,0,2,0,0,71,0,15723,16,70,4,-1,84,51,2,0,50,0,0,0,83,86,80,82,0,-1,0,0,6,2,0,1,0,0,160517,0,0,34,1,0,3,81,5,0,89,15723,0,11,0,2,4864,88,4,0,86,500,4,0,0,0,4,0,0,0,0,0,2,2,84,75,0,-1,85,0,0,1
36135,15564,15564,0,0,0,11,0,0,101,240000,0,0,287,18,0,61,0,0,0,17,0,0,0,15,-1,43,32,0,0,0,16,85,1,25,16,15,85,86,0,83,64,244101,60,2028,20,18,16,0,-1,0,1523,86,52,0,191,1,0,-1,78,3,144779,0,0,0,31,84,65,0,0,85,0,2,0,0,60,0,16254,87,54,3,-1,35,19,0,0,51,0,0,0,44,56,87,17,0,-1,0,0,82,4,1,1,0,0,161228,0,0,95,1,0,3,77,5,1,25,16254,0,84,0,0,518,82,4,0,85,500,4,0,0,0,1,0,0,0,0,0,2,0,85,23,0,-1,13,0,0,0
16612,8134,7700,0,0,0,0,0,12,111,60103,1,0,0,38,0,80,0,0,0,62,0,1,0,90,-1,74,78,0,0,0,54,8,0,91,18,66,87,6,0,84,82,244101,46,2028,55,57,87,0,-1,0,1514,68,85,0,173,1,0,-1,84,0,143842,5,0,0,71,87,81,16400,0,70,0,2,0,524288,91,0,16619,14,90,4,-1,78,38,1,0,52,0,0,0,89,87,65,92,0,-1,0,0,10,9,0,1,0,0,160119,0,0,56,1,0,3,94,5,0,88,16619,0,15,0,1,4608,63,4,0,87,501,4,0,0,0,1,0,0,0,14,0,2,0,86,88,0,-1,76,0,0,0
39118,36455,36452,0,0,18,0,0,16,114,2090401,1,0,287,85,1,76,0,0,0,84,0,1,0,86,18,86,86,2,0,0,86,13,0,78,27,74,87,8,0,86,85,240101,90,2028,80,83,83,0,-1,0,1031,84,80,0,188,3,0,14,92,0,146308,10,0,0,89,89,90,285212677,0,90,1,2,0,256,69,0,20289,6,80,4,-1,91,84,3,0,53,0,0,0,81,76,86,71,0,-1,0,0,14,9,0,1,0,0,160595,0,0,108,1,0,4,71,3,0,94,20289,0,12,0,2,0,83,9,0,87,502,3,0,0,0,10,0,0,0,4,0,4,0,78,77,0,-1,73,0,0,0
18110,31172,31484,0,0,0,0,0,0,131,2210000,0,0,287,88,0,79,0,0,0,82,0,118,0,34,-1,90,84,2,0,0,88,6,0,31,15,88,88,7,0,83,92,244101,92,2028,81,92,32,0,-1,0,2500,90,73,0,183,1,0,-1,71,0,144524,18,0,0,93,66,87,12583180,0,79,0,2,0,8192,85,0,23174,12,33,4,-1,91,90,4,0,54,0,0,0,50,68,90,56,0,-1,0,0,15,1,0,1,0,0,160432,0,0,52,1,0,4,61,2,0,71,23174,0,14,0,4,0,84,4,0,88,500,2,0,0,0,1,0,0,0,0,0,2,2,71,27,5,-1,76,0,0,0
17640,6233,6232,6232,0,0,0,0,10,109,2290000,0,21,287,80,1,72,0,0,0,69,0,142,0,86,-1,82,74,1,0,0,89,15,0,86,11,84,86,14,0,88,86,244101,75,2028,66,76,80,0,-1,0,1533,79,83,0,182,3,0,-1,79,2,144383,7,0,0,83,80,86,100794372,0,79,0,2,0,0,73,0,25924,8,85,4,-1,83,82,2,0,55,0,0,0,76,86,81,80,0,-1,0,0,14,4,0,1,0,0,160444,0,0,45,2,0,3,77,3,0,86,25924,0,7,0,2,0,76,4,0,86,501,3,0,0,0,1,0,0,0,15,0,2,0,84,85,0,-1,80,0,0,0
29333,4328,4328,0,0,0,0,0,0,14,30301,0,0,0,62,0,67,0,0,0,63,0,16,0,73,14,73,62,0,0,0,74,1,0,74,0,67,67,1,0,60,74,223101,71,2028,65,69,68,0,-1,0,1,71,74,0,190,0,0,12,69,0,150364,10,0,0,74,71,73,0,0,84,1,0,0,0,79,0,26504,1,50,1,-1,77,61,2,0,56,0,0,0,71,74,72,58,0,-1,0,0,1,9,0,1,0,0,161427,0,0,18,2,0,3,72,4,0,76,26504,0,1,0,2,0,67,9,0,67,500,3,0,0,0,1,2,0,0,0,0,2,0,74,1,0,-1,39,0,0,0
1479,15725,15725,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,15,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,20,1,1,0,-1,0,1,1,1,0,131,1,0,-1,1,0,157192,16,0,0,1,2,15,0,0,41,1,0,0,0,1,0,26520,1,1,1,-1,1,15,1,0,57,0,0,0,1,1,2,1,0,-1,0,0,1,9,1,1,0,0,161197,0,0,14,1,0,3,27,4,0,1,26520,0,1,0,1,0,13,7,0,1,500,3,0,0,0,1,2,0,0,0,0,90,0,1,1,0,-1,1,0,0,0
12812,38122,38122,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,15,0,0,0,1,1,0,1,2,1,1,1,0,1,1,223101,1,2028,20,1,1,0,-1,0,1,1,1,0,130,1,0,-1,1,0,157192,16,0,0,1,2,15,0,0,54,0,0,0,0,1,0,26521,1,1,1,-1,1,15,1,0,58,0,0,0,1,1,2,1,0,-1,0,0,1,2,1,1,0,0,161197,0,0,14,1,0,3,27,4,0,1,26521,0,1,0,1,0,13,2,0,1,502,3,0,0,0,1,2,0,0,2,0,91,0,1,1,0,-1,1,0,0,0
18000,25496,18000,18000,0,0,0,0,0,41,30301,0,0,0,90,1,97,0,0,0,90,0,16,0,81,-1,91,96,0,0,0,88,1,0,86,21,95,87,1,0,90,90,223101,91,2028,92,90,84,0,-1,0,1,91,93,0,140,1,0,-1,40,0,157498,25,0,0,91,63,84,0,0,41,1,0,0,0,88,0,26551,1,59,4,-1,94,91,4,0,59,0,0,0,89,92,93,84,0,-1,0,0,1,9,1,1,0,0,161117,0,0,14,1,0,4,77,3,0,86,26551,0,1,0,3,0,89,8,0,87,503,3,0,0,0,1,2,0,0,21,0,90,0,93,1,0,-1,86,0,0,0
11655,34414,11655,11655,0,0,0,0,0,41,30301,0,0,0,90,1,97,0,0,0,90,0,16,0,81,-1,91,96,0,0,0,88,1,0,86,2,95,87,1,0,90,90,223101,91,2028,92,90,84,0,-1,0,1,91,93,0,135,1,0,-1,40,0,157192,25,0,0,91,63,84,0,0,41,0,0,0,0,88,0,26552,1,59,4,-1,94,91,4,0,60,0,0,0,89,92,93,84,0,-1,0,0,1,1,1,1,0,0,161117,0,0,14,1,0,4,77,4,0,86,26552,0,1,0,3,0,89,2,0,87,502,3,0,0,0,1,2,0,0,2,0,106,0,93,1,0,-1,86,0,0,0
5245,12988,12988,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,140,1,0,-1,1,0,157192,16,0,0,1,2,1,0,0,41,0,0,0,0,1,0,26553,1,1,1,-1,1,1,1,0,61,0,0,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,160252,0,0,14,1,0,3,27,4,0,1,26553,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,107,0,1,1,0,-1,1,0,0,0
5245,12990,12990,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,15,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,140,1,0,-1,1,2,157192,16,0,0,1,2,1,0,0,41,0,0,0,0,1,0,26555,1,1,1,-1,1,1,1,0,62,0,0,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,160252,0,0,14,1,0,3,27,2,0,1,26555,0,1,0,1,0,1,2,0,1,501,3,0,0,0,1,2,0,0,15,0,108,0,1,1,0,-1,1,0,0,0
11316,34049,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,7000,1,1,0,170,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,64,1,0,0,0,1,1,26594,1,1,1,-1,1,1,1,0,63,0,0,0,1,1,1,1,0,-1,0,0,1,6,0,1,0,0,161235,0,0,14,1,0,3,27,3,0,1,26594,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11316,28667,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,7000,1,1,0,169,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,65,1,0,0,0,1,1,26598,1,1,1,-1,1,1,1,0,64,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,0,0,14,1,0,3,27,2,0,1,26598,0,1,0,1,0,1,7,0,1,500,3,0,0,0,1,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11316,34049,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,7000,1,1,0,171,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,62,1,0,0,0,1,1,26599,1,1,1,-1,1,1,1,0,65,0,0,0,1,1,1,1,0,-1,0,0,1,2,0,1,0,0,161235,0,0,14,1,0,3,27,3,0,1,26599,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,127,0,1,1,0,-1,1,0,0,0
22205,3631,22205,22205,0,0,0,0,0,41,30301,0,0,0,90,1,97,0,0,0,90,0,16,0,81,-1,91,96,0,0,0,88,1,0,86,0,95,87,1,0,90,90,223101,91,2028,92,90,84,0,-1,0,1,91,93,0,139,1,0,-1,40,0,157192,25,0,0,91,63,84,0,0,50,0,0,0,0,88,0,26601,1,59,4,-1,94,91,4,0,66,0,0,0,89,92,93,84,0,-1,0,0,1,1,1,1,0,0,161117,0,0,54,1,0,4,77,4,0,86,26601,0,1,0,3,0,89,2,0,87,500,3,0,0,0,1,2,0,0,0,0,109,0,93,1,0,-1,86,0,0,0
5368,19418,19417,19417,0,0,0,0,0,41,30301,0,0,0,90,1,97,0,0,0,90,0,16,0,81,-1,91,96,0,0,0,88,1,0,86,0,95,88,1,0,90,90,223101,91,2028,92,90,84,0,-1,0,1,91,93,0,134,1,0,-1,54,0,157192,25,0,0,91,70,86,0,0,51,0,0,0,0,88,0,26602,1,59,4,-1,94,91,4,0,67,0,0,0,89,92,93,84,0,-1,0,0,1,1,1,1,0,0,160252,0,0,54,1,0,4,83,4,0,86,26602,0,1,0,3,0,90,2,0,88,500,3,0,0,0,1,2,0,0,0,0,109,0,93,1,0,-1,86,0,0,0
40349,40443,40443,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157437,16,0,0,1,2,1,0,0,55,0,0,0,0,1,0,26621,1,1,1,-1,1,1,1,0,68,0,0,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,160252,0,0,14,1,0,3,27,3,0,1,26621,0,1,0,1,0,1,5,0,1,500,3,0,0,0,1,2,0,0,0,0,99,0,1,1,0,-1,1,0,0,0
11316,28667,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,7000,1,1,0,171,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,60,0,0,0,0,1,1,26635,1,1,1,-1,1,1,1,0,69,0,0,0,1,1,1,1,0,-1,0,0,1,2,0,1,0,0,161235,0,0,14,1,0,3,27,2,0,1,26635,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,97,0,1,1,0,-1,1,0,0,0
11316,28667,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,7000,1,1,0,170,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,64,0,0,0,0,1,1,26636,1,1,1,-1,1,1,1,0,70,0,0,0,1,1,1,1,0,-1,0,0,1,6,0,1,0,0,161235,0,0,14,1,0,3,27,2,0,1,26636,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,97,0,1,1,0,-1,1,0,0,0
11675,12984,12984,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,5500,1,1,0,170,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,60,0,0,0,0,1,1,26640,1,1,1,-1,1,1,1,0,71,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159640,0,0,14,1,0,3,27,2,0,1,26640,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,97,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26641,1,1,1,-1,1,1,1,0,72,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,159640,0,0,14,1,0,3,27,2,0,1,26641,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26642,1,1,1,-1,1,1,1,0,73,0,0,0,1,1,1,1,0,-1,0,0,1,4,0,1,0,0,159640,0,0,14,1,0,3,27,3,0,1,26642,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26643,1,1,1,-1,1,1,1,0,74,0,0,0,1,1,1,1,0,-1,0,0,1,4,0,1,0,0,159640,0,0,14,1,0,3,27,3,0,1,26643,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,184,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,82,1,0,0,0,1,0,26644,1,1,1,-1,1,1,1,0,75,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159640,0,0,14,1,0,3,27,4,0,1,26644,0,1,0,1,0,1,7,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26645,1,1,1,-1,1,1,1,0,76,0,0,0,1,1,1,1,0,-1,0,0,1,8,0,1,0,0,159640,0,0,14,1,0,3,27,4,0,1,26645,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26646,1,1,1,-1,1,1,1,0,77,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159640,0,0,14,1,0,3,27,2,0,1,26646,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26647,1,1,1,-1,1,1,1,0,78,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,159640,0,0,14,1,0,3,27,3,0,1,26647,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26648,1,1,1,-1,1,1,1,0,79,0,0,0,1,1,1,1,0,-1,0,0,1,9,0,1,0,0,159640,0,0,14,1,0,3,27,3,0,1,26648,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26650,1,1,1,-1,1,1,1,0,80,0,0,0,1,1,1,1,0,-1,0,0,1,5,0,1,0,0,159640,0,0,14,1,0,3,27,4,0,1,26650,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
23087,12984,12984,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,26651,1,1,1,-1,1,1,1,0,81,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159640,0,0,14,1,0,3,27,2,0,1,26651,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
