starrating,firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,facepsdlayer0,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,isrewardable,skinmakeup,trait1vweak,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,islicensed,teamid,trait1vequal,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,facepsdlayer1,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,trait1vstrong,accessorycolourcode2,facialhaircolorcode
2.0,Gabriel,Gabi,Fernández Arenas,2150301,6,0,246,77877,0,140,0,0,232001,0,0,1514,181,5509,146366,0,0,131600,75,0,2,0,146954,3,0,1,244,180752,9,0,0,0,0,45,0,0,0,3,5525,0,2,0,0,81,161592,263184,0,21
3.0,,,,60101,0,20,243,273848,0,25,3,0,223101,0,0,26,180,5509,145139,0,0,262792,75,0,2,0,26538,2,0,0,245,4244104,2,0,0,0,0,34,0,0,0,2,5566,4,2,0,0,82,161698,525448,0,4
3.0,,,,60101,0,23,287,73011,0,656,3,0,223101,0,0,2031,187,5511,145139,0,0,132226,75,0,2,0,26541,1,0,0,246,139394,6,0,0,0,0,34,0,0,0,1,5714,0,1,0,0,85,161570,266370,0,22
4.0,,,,40102,0,0,251,250295,0,0,3,0,250101,0,0,3516,175,5527,145139,0,0,131720,75,0,0,0,26544,2,0,0,247,148104,9,0,0,0,0,34,0,0,0,2,5566,4,2,0,0,82,160967,263304,0,9
2.5,Maximilian,,Ritscher,30301,0,5,0,78236,0,184,0,0,223101,0,0,4003,187,5527,150204,0,0,4194944,75,0,0,0,78236,2,0,1,252,574080,2,0,0,0,1,4,0,0,0,2,5728,0,1,0,0,85,161628,525440,0,6
3.0,Peter,,Stöger,60101,0,24,0,152227,0,114,0,0,223101,0,1,36,176,5509,140067,0,0,262913,70,0,2,0,152227,2,0,1,254,4211457,2,0,0,300,1,4,0,0,0,2,5522,0,2,0,0,82,161669,525569,0,1
2.0,Stephan,,Helm,60201,0,0,246,75597,0,3011,0,0,242102,0,0,1500,182,5511,146275,0,0,262656,75,0,2,0,75597,2,0,1,256,4194816,2,0,0,0,1,4,0,0,0,2,5729,0,1,0,0,82,161333,525312,0,0
3.0,Gonzalo Manuel,Gonzalo García,García-García,30301,0,3,253,249491,0,165,0,0,223101,0,0,3512,185,5532,146461,0,0,270336,75,0,0,0,249491,1,0,1,263,4198400,1,0,0,0,1,45,0,0,0,1,5522,0,1,0,0,84,161680,526336,0,3
3.0,Jindřich,,Trpišovský,1360000,0,22,245,249675,0,290,0,0,250101,0,0,57,180,5527,143676,0,0,263552,75,0,3,0,249675,2,0,1,266,4219264,1,0,0,0,1,12,0,0,0,2,5566,0,1,0,0,82,159140,528768,0,23
3.0,Brian,,Priske,40101,0,23,287,252928,0,161,0,0,250101,0,0,2508,188,5557,144118,0,0,263297,75,0,2,0,252928,2,0,1,267,4235393,1,1,0,0,1,13,0,0,0,2,5718,0,1,0,0,85,161698,528513,0,23
2.0,Frederik,,Birk,60101,0,6,255,75972,0,1281,0,0,232201,0,0,49,184,5526,148558,0,0,270404,75,0,2,0,75972,2,0,1,269,4231236,2,0,0,0,1,13,0,0,0,2,5526,0,1,0,0,81,161496,526404,0,6
2.0,Kent,,Nielsen,2150101,0,9,255,249849,0,698,0,0,253101,0,0,2515,192,5511,138502,0,0,4194816,75,0,2,0,249849,3,0,1,270,557568,1,1,0,0,1,13,0,0,0,3,5520,0,2,0,0,86,159506,525312,0,9
2.5,Jakob,,Poulsen,60201,0,6,251,70773,0,160,0,0,232101,0,0,47,181,5532,146363,0,0,4202568,75,0,2,0,70773,2,0,1,271,577608,2,0,0,0,1,13,0,0,0,2,5707,0,2,0,0,82,161687,526408,0,6
2.5,Alexander,,Zorniger,2010000,0,8,246,248943,0,655,0,0,232001,0,0,1510,182,5553,140612,0,0,270464,75,0,0,0,248943,2,0,1,272,4231296,1,1,0,0,1,21,0,0,0,2,5567,0,1,0,0,83,161667,526464,0,19
3.0,Marko,,Nikolić,60101,0,6,0,256773,0,0,0,0,223101,0,0,4019,170,5505,144915,0,0,270592,75,0,2,0,256773,2,0,1,278,4247808,3,0,0,0,1,51,0,0,0,2,5505,0,2,0,0,89,161668,526592,0,4
3.0,José Luis,Mendilibar,Mendilibar,1140401,0,9,0,241378,0,292,3,0,260101,0,0,25,174,5507,138213,0,0,263489,69,1,2,0,241378,4,0,1,280,4235585,4,1,0,0,0,45,0,0,0,4,5717,4,1,0,0,88,161192,528705,0,23
2.0,,,,60101,0,6,287,262532,0,682,3,0,223101,0,0,4004,183,5555,145139,0,0,4202504,75,0,2,0,26539,1,0,0,294,544776,1,0,0,0,0,18,0,0,0,1,5718,4,1,0,0,82,161375,526344,0,3
2.0,Alfred,,Johansson,60201,0,6,259,279614,0,181,0,0,232201,0,0,4013,182,5511,148988,0,0,262657,75,0,2,0,279614,1,0,1,298,4194817,2,0,0,0,1,46,0,0,0,1,5520,0,1,0,0,81,161133,525313,0,3
3.0,Bjarte Lunde,,Aarsheim,2080000,0,23,251,249057,0,151,0,0,242102,0,0,2019,177,5511,143267,0,0,262920,75,0,2,0,249057,2,0,1,300,4227848,7,0,0,0,1,36,0,0,0,2,5510,0,4,0,0,81,160056,525576,0,22
2.5,Željko,,Sopić,60101,0,21,251,77868,0,0,0,0,223101,0,0,2017,188,5727,143093,0,0,263169,75,0,2,0,77868,3,0,1,301,4235265,1,0,0,0,1,10,0,0,0,3,5727,0,3,0,0,85,161592,528385,0,23
1.0,Alan,,Reynolds,2150101,6,23,287,149774,0,297,0,0,252102,0,0,1510,177,5511,143051,0,0,263298,82,0,2,0,149774,2,0,1,305,4251778,1,0,0,0,1,25,0,0,0,2,5510,0,4,0,0,83,161236,528514,0,22
1.5,Stephen,,Bradley,2290000,0,0,245,169187,0,64,0,0,240201,0,0,1520,170,5509,146864,0,0,66176,63,0,2,0,169187,1,0,1,306,98944,2,0,0,0,1,25,0,0,0,1,5510,0,1,0,0,88,158549,132224,0,9
2.5,Mirel,,Rădoi,60101,0,0,253,254538,0,171,0,0,232001,0,0,2017,177,5509,145526,0,0,270480,75,0,2,0,254538,2,0,1,308,4247696,4,1,0,0,1,39,0,0,0,2,5508,0,1,0,0,81,161544,526480,0,23
2.0,Constantin,,Gâlcă,2090101,6,0,287,249154,0,160,0,0,242201,0,0,4006,178,5511,142225,0,0,270465,75,0,2,0,249154,4,0,1,310,4214913,3,0,0,0,1,39,0,0,0,4,5507,0,4,0,0,81,161670,526465,0,0
2.5,Stefan,,Billborn,2320101,0,5,287,250518,0,122,0,0,242201,0,0,4004,177,5511,142477,0,0,263424,75,0,1,0,250518,1,0,1,319,4219136,2,1,0,0,1,46,0,0,0,1,5710,0,1,0,0,82,161327,528640,0,1
3.5,Henrik,,Rydström,40101,0,5,243,47178,0,0,0,0,242201,0,0,30,177,5560,143665,0,0,66176,72,0,2,0,47178,1,0,1,320,66176,1,1,0,0,1,46,0,0,0,1,5718,0,1,0,0,82,160755,132224,0,6
1.5,Johan,,Lindholm,60201,0,5,243,74918,0,65,0,0,232101,0,0,3,181,5509,148079,0,0,4195328,75,0,2,0,74918,2,0,1,321,532480,2,0,0,0,1,46,0,0,0,2,5569,0,3,0,0,82,161390,528384,0,26
2.0,Gerald,,Scheiblehner,2160102,0,9,255,275685,0,289,0,0,242201,0,0,1553,181,5511,144040,0,0,4202560,75,0,2,0,275685,3,0,1,322,544832,8,0,0,0,1,4,0,0,0,3,5728,0,4,0,0,82,161690,526400,0,22
3.5,Thomas,,Häberli,2290301,0,24,243,7053,0,43,0,0,242201,0,0,7,182,5511,142989,0,0,270336,81,0,2,0,7053,4,0,1,324,4214784,3,0,0,0,1,47,0,0,0,4,5565,0,4,0,0,82,161333,526336,0,24
4.0,Okan,,Buruk,2090101,0,0,251,250192,0,122,0,0,244101,0,0,2517,170,5530,140788,0,0,66177,75,0,1,0,250192,4,0,1,325,115329,4,0,0,0,1,48,0,0,0,4,5500,0,4,0,0,88,160593,132225,0,22
4.5,José Mário,José Mourinho,dos Santos Mourinho,2090401,0,24,259,232425,0,154,3,0,260101,0,0,2508,176,5561,138896,0,0,262784,75,1,2,0,232425,2,0,1,326,4244096,3,1,0,0,0,38,0,0,0,3,5713,4,3,0,0,82,161304,525440,0,9
3.5,Ole Gunnar,,Solskjær,2150301,0,8,255,262176,0,101,3,0,253101,0,0,4001,178,5544,142580,0,0,131728,75,0,6,0,262176,2,0,1,327,180880,2,0,0,0,0,36,0,0,0,2,5503,1,2,0,0,82,161535,263312,0,8
3.0,Eusebio,,Di Francesco,2120101,0,23,58,1212,0,160,0,0,252102,0,0,2515,178,5557,141313,0,0,4202624,71,0,2,0,1212,4,0,1,347,561280,8,1,0,0,1,27,0,0,0,4,5507,0,4,0,0,82,161698,526464,0,23
1.5,,,,60101,0,23,0,255945,0,1068,1,0,223101,0,0,4016,191,5511,145139,0,0,263424,75,0,2,0,26540,2,0,0,361,4219136,1,0,0,0,0,14,0,0,0,2,5510,0,2,0,0,85,161280,528640,0,5
3.5,,,,60101,0,24,243,272892,0,72,3,0,223101,0,0,1533,188,5509,145139,0,0,132248,75,0,2,0,26537,2,0,0,378,188568,1,0,0,0,0,18,0,0,0,2,5506,0,2,0,0,84,160788,266392,0,24
3.0,,,,2190101,0,15,0,269595,0,117,3,0,232001,0,0,38,186,5509,145139,0,0,270352,75,0,0,0,26539,1,0,0,379,4214800,1,0,0,0,0,7,0,0,0,1,5715,4,4,0,0,85,161685,526352,0,1
1.0,,,,60101,0,17,40,76622,0,0,1,0,223101,0,0,4018,183,5527,145139,0,0,270592,75,0,2,0,26540,1,0,0,381,4215040,1,0,0,0,0,14,0,0,0,1,5551,0,1,0,0,83,161536,526592,0,17
2.5,,,,30301,0,0,0,63009,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,131648,75,0,0,0,26537,2,0,0,383,180800,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,263232,0,0
3.0,Răzvan,,Lucescu,2150101,6,9,287,250354,0,141,0,0,252102,0,0,2515,179,5548,141110,0,0,131600,75,0,2,0,250354,4,0,1,393,180752,6,1,0,0,1,39,0,0,0,4,5505,0,4,0,0,82,160237,263184,0,0
3.0,Per-Mathias,,Høgmo,60201,0,8,253,250286,0,26,0,0,263205,0,0,2016,179,5511,137744,0,0,262660,75,0,2,0,250286,3,0,1,417,4227588,2,0,0,0,1,36,0,0,0,3,5718,0,3,0,0,83,161525,525316,0,23
2.0,Jørgen,,Vik,60201,0,6,253,279923,0,43,0,0,234101,0,0,4013,176,5509,148848,0,0,270336,75,0,2,0,279923,2,0,1,418,4231168,2,0,0,0,1,36,0,0,0,2,5707,0,2,0,0,82,161158,526336,0,6
1.5,Michal,,Gašparík,30301,0,21,243,79050,0,24,0,0,223101,0,0,8,179,5578,145798,0,0,270336,75,0,0,0,79050,1,0,1,420,4214784,3,0,0,0,1,43,0,0,0,1,5717,0,1,0,0,81,161698,526336,0,0
0.5,Gerard,,Nash,30301,0,0,287,78885,0,1282,0,0,223101,0,0,15,185,5511,147463,0,0,4195648,75,0,0,0,78885,2,0,1,422,549184,1,0,0,0,1,25,0,0,0,2,5566,0,1,0,0,84,161651,528704,0,0
1.5,Stephen,,Kenny,40101,0,8,0,250535,0,1282,0,0,252102,0,0,3501,175,5509,142095,0,0,131730,75,0,2,0,250535,1,0,1,423,180882,8,0,0,0,1,25,0,0,0,1,5510,0,3,0,0,81,161287,263314,0,5
3.0,Mikkjal,,Thomassen,60201,0,23,0,70772,0,176,0,0,252102,0,0,58,180,5557,143630,0,0,131840,75,0,2,0,70772,2,0,1,433,148224,10,0,0,0,1,16,0,0,0,2,5523,0,2,0,0,82,161348,263424,0,6
3.0,Fatih,,Tekke,50101,0,6,243,143294,0,277,0,0,242101,0,0,30,178,5527,144236,0,0,131649,75,0,2,0,143294,2,0,1,436,164417,6,0,0,0,1,48,0,0,0,2,5569,0,4,0,0,82,161586,263233,0,8
1.0,Tiernan,,Lynch,60201,0,23,45,75798,0,67,0,0,232001,0,0,3513,178,5511,143668,0,0,263298,75,0,2,0,75798,2,0,1,445,4235394,6,0,0,0,1,35,0,0,0,2,5510,0,2,0,0,82,161475,528514,0,23
4.0,Ernesto,Ernesto Valverde,Valverde Tejedor,2090401,0,23,0,249332,0,230,3,0,260101,0,0,2000,169,5529,139275,0,0,263296,75,0,2,0,249332,4,0,1,448,4219008,7,0,0,0,0,45,0,0,0,3,5713,0,1,0,0,87,161349,528512,0,23
4.0,Manuel,,Pellegrini,2290101,0,9,287,168384,0,229,0,0,253101,0,0,1501,184,5509,135477,0,0,131584,80,0,2,0,168384,2,0,1,449,164352,2,0,0,0,1,55,0,0,0,2,5534,0,3,0,0,82,159903,263168,0,23
3.0,Claudio,Claudio Giráldez,Giráldez González,30101,0,0,251,71542,0,0,0,0,232101,0,0,42,185,5509,148056,0,0,131722,75,0,2,0,71542,3,0,1,450,131722,3,0,0,0,0,45,0,0,0,3,5505,0,4,0,0,85,161222,263306,0,0
2.5,José Manuel,Manolo González,González Álvarez,60201,0,9,245,71533,0,0,0,0,232201,0,0,4021,176,5509,144728,0,0,4202496,75,0,2,0,71533,4,0,1,452,544768,5,1,0,0,0,45,0,0,0,3,5567,0,4,0,0,83,161222,526336,0,23
3.0,Jagoba,Jagoba Arrasate,Arrasate Elustondo,60401,0,19,259,172720,0,150,3,0,244101,0,0,3513,169,5552,144461,0,0,132424,72,0,2,0,172720,2,0,1,453,172360,7,0,0,0,0,45,0,0,0,4,5566,0,1,0,0,88,161349,266568,0,6
2.5,José Alberto,José Alberto,López Menéndez,2320101,0,9,243,249745,0,0,0,0,242101,0,0,1521,175,5558,145951,0,0,270336,75,0,2,0,249745,3,0,1,456,4231168,7,0,0,0,1,45,0,0,0,3,5507,0,4,0,0,83,160767,526336,0,9
2.5,Sergio,Sergio Francisco,Ramos,30301,0,23,288,79668,0,72,0,0,223101,0,0,29,180,5520,144792,0,0,131584,75,0,0,0,79668,1,0,1,457,164352,9,0,0,0,1,45,0,0,0,1,5520,0,1,0,0,82,161698,263168,0,22
2.5,Asier,Asier Garitano,Garitano,2120101,0,0,246,249029,0,291,0,0,233101,0,0,4013,169,5509,141402,0,0,262784,75,0,2,0,249029,1,0,1,459,4194944,4,0,0,0,1,45,0,0,0,1,5566,0,1,0,0,88,161614,525440,0,0
3.0,Carlos,Carlos Corberán,Corberán Valle,2150000,0,0,252,257433,0,693,0,0,242201,0,0,1526,188,5558,146272,0,0,263313,75,0,2,0,257433,2,0,1,461,4251793,4,1,0,0,0,45,0,0,0,2,5520,0,1,0,0,85,160718,528529,0,0
3.0,Guillermo,,Almada Alves,30301,0,23,0,79445,0,59,0,0,223101,0,0,1502,175,5529,141231,0,0,4202496,75,0,0,0,79445,2,0,1,462,528384,9,1,0,0,1,60,0,0,0,2,5580,0,1,0,0,82,161698,526336,0,0
3.5,Eduardo,,Coudet,2150301,0,3,259,138814,0,291,0,0,243101,0,0,1506,178,5558,143143,0,0,270401,73,0,2,0,138814,2,0,1,463,4214849,3,1,0,0,1,52,0,0,0,2,5508,0,4,0,0,82,161488,526401,0,23
2.5,Beñat,,San José,60201,0,0,255,249047,0,191,0,0,243101,0,0,30,180,5504,144981,0,0,262790,75,0,2,0,249047,2,0,1,467,4211334,3,0,0,0,1,45,0,0,0,2,5501,0,2,0,0,82,161564,525446,0,0
3.0,Eder,Eder Sarabia,Sarabia Armesto,60301,0,22,245,269896,0,179,0,0,243101,0,0,26,179,5530,145350,0,0,270408,75,0,2,0,269896,4,0,1,468,4214856,3,0,0,0,1,45,0,0,0,4,5526,0,4,0,0,82,161333,526408,0,22
2.0,Luis,Luis García,García Fernández,60201,0,6,251,275030,0,65,0,0,243101,0,0,34,180,5510,145482,0,0,262676,75,0,2,0,275030,4,0,1,472,4227604,2,0,0,0,1,45,0,0,0,4,5715,0,4,0,0,81,161706,525332,0,3
2.5,Alessio,,Lisci,2150000,0,3,246,265765,0,54,0,0,232201,0,0,3510,172,5557,147214,0,0,266368,75,0,3,0,265765,4,0,1,479,4212864,8,0,0,0,1,27,0,0,0,4,5718,0,4,0,0,88,161698,526464,0,3
3.0,Iñigo,Iñigo Pérez,Pérez Soto,2150401,0,6,0,71048,0,93,0,0,232101,0,0,2004,178,5526,148019,0,0,132098,75,0,2,0,71048,2,0,1,480,188418,4,0,0,0,0,45,0,0,0,1,5565,0,3,0,0,81,161195,266242,0,0
3.0,Matías,,Almeyda,1140101,0,3,0,4784,0,10,0,0,250101,0,0,68,174,5557,142878,0,0,262664,72,0,2,0,4784,4,0,1,481,4211208,3,1,0,0,1,52,0,0,0,4,5523,0,4,0,0,88,161698,525320,0,3
4.0,Marcelino,Marcelino,García Toral,2150201,6,0,287,241611,0,78,0,0,250101,0,0,58,170,5707,139827,0,0,132096,73,1,2,0,241611,2,0,1,483,188416,3,1,0,0,0,45,0,0,0,2,5708,2,4,0,0,87,161103,266240,0,0
2.5,,,,2180101,0,23,287,249128,0,57,1,0,232001,0,0,42,184,5520,145139,0,0,131712,75,0,0,0,26540,2,0,0,485,148096,1,0,0,0,0,21,0,0,0,2,5520,0,1,0,0,83,160098,263296,0,22
2.5,Timo,,Schultz,120101,0,1,287,257258,0,189,0,0,232001,0,0,52,180,5521,144222,0,0,270608,75,0,0,0,257258,1,0,1,487,4247824,3,0,0,0,1,21,0,0,0,1,5506,0,1,0,0,82,161154,526608,0,1
1.0,Nils,,Döring,60201,0,22,251,73073,0,167,0,0,242101,0,0,68,190,5509,145183,0,0,132104,75,0,2,0,73073,4,0,1,492,188424,3,0,0,0,1,21,0,0,0,4,5520,0,4,0,0,85,161321,266248,0,23
2.0,,,,2120000,6,6,45,262753,0,160,3,0,244101,0,0,1505,179,5557,145139,0,0,262800,75,0,2,0,26541,2,0,0,503,4244112,6,0,0,0,0,47,0,0,0,2,5522,0,4,0,0,81,160237,525456,0,6
1.5,Jens,,Härtel,2150101,0,9,255,249658,0,289,0,0,242101,0,0,1509,185,5511,141220,0,0,270345,75,0,2,0,249658,4,0,1,506,4214793,2,0,0,0,1,21,0,0,0,4,5566,0,4,0,0,85,161518,526345,0,23
2.5,,,,30301,0,0,0,63002,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,270344,75,0,0,0,26537,2,0,0,517,4214792,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,526344,0,0
3.0,Alois,,Schwartz,60101,0,23,0,248964,0,244,0,0,223101,0,0,2515,182,5511,140418,0,0,132096,75,0,2,0,248964,3,0,1,523,155648,9,0,0,0,1,21,0,0,0,3,5522,0,3,0,0,83,160866,266240,0,0
2.0,Uwe,,Koschinat,2080000,6,6,0,250627,0,167,0,0,250102,0,0,2007,178,5527,142036,0,0,270592,75,0,0,0,250627,3,0,1,526,4231424,1,1,0,0,1,21,0,0,0,3,5729,0,1,0,0,83,161497,526592,0,5
1.0,,,,1360000,0,23,243,276294,0,24,3,0,242102,0,0,3516,180,5545,145139,0,0,4202760,75,0,3,0,26541,2,0,0,531,545032,6,0,0,0,0,21,0,0,0,2,5510,0,4,0,0,81,160966,526600,0,9
2.0,Vincent,,Euvrard,60401,0,5,287,256523,0,114,0,0,234101,0,0,2030,184,5511,145881,0,0,270464,75,0,2,0,256523,2,0,1,537,4214912,8,0,0,0,1,7,0,0,0,2,5508,0,1,0,0,82,161333,526464,0,5
3.0,Michael,,Wimmer,2150000,0,5,255,272000,0,234,0,0,233101,0,0,4011,184,5521,145249,0,0,4202496,75,0,2,0,272000,3,0,1,543,561152,2,1,0,0,1,21,0,0,0,3,5566,0,3,0,0,82,161659,526336,0,5
0.5,John,,Russell,2290101,0,3,251,269585,0,676,0,0,240201,0,0,4011,173,5511,147027,0,0,263488,75,0,2,0,269585,2,0,1,563,4235584,8,0,0,0,1,25,0,0,0,2,5510,0,1,0,0,87,160573,528704,0,20
2.5,,,,30301,0,0,0,63005,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,131585,75,0,0,0,26537,2,0,0,567,164353,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,263169,0,0
2.5,,,,30301,0,0,0,63003,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,263237,75,0,0,0,26537,2,0,0,568,4202565,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,528453,0,0
2.5,,,,30301,0,0,0,63008,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,4202560,75,0,0,0,26537,2,0,0,569,528448,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,526400,0,0
2.5,Sergio,Sergio Pellicer,Pellicer García,2290401,0,8,287,255139,0,284,0,0,250101,0,0,3512,179,5509,142775,0,0,263168,75,0,2,0,255139,5,0,1,573,4218880,9,0,0,0,1,45,0,0,0,5,5506,0,5,0,0,82,160810,528384,0,8
3.5,,,,60101,0,3,0,264727,0,186,1,0,232001,0,0,2511,178,5527,145139,0,0,4195330,75,0,0,0,26540,3,0,0,576,548866,1,0,0,0,0,21,0,0,0,3,5566,0,4,0,0,82,160332,528386,0,0
1.0,,,,30301,0,19,248,79022,0,282,1,0,223101,0,0,2006,186,5557,145139,0,0,270336,75,0,0,0,26540,1,0,0,580,4198400,1,0,0,0,0,21,0,0,0,1,5717,0,1,0,0,85,161698,526336,0,19
0.5,Victor,,Kleinhenz,30301,0,0,246,79023,0,115,0,0,223101,0,0,4012,168,5527,149258,0,0,263168,75,0,0,0,79023,2,0,1,583,4218880,3,0,0,0,1,21,0,0,0,2,5707,0,1,0,0,87,161333,528384,0,0
2.5,,,,30301,0,0,0,63007,0,16,3,0,223101,0,0,1,180,5500,145139,0,0,262784,75,0,0,0,26537,2,0,0,598,4211328,1,1,0,0,0,14,0,0,0,2,5500,0,1,0,0,86,161517,525440,0,0
5.0,Simone,,Inzaghi,2150000,6,0,0,7728,0,59,0,0,250101,0,0,3516,183,5548,143714,0,0,262792,82,0,2,0,7728,3,0,1,605,4244104,3,1,0,0,1,27,0,0,0,3,5521,0,3,0,0,81,161672,525448,0,0
3.5,Laurent,,Blanc,60201,0,9,251,271996,0,3011,0,0,260101,0,1,2022,192,5566,139924,0,0,263297,75,0,2,0,271996,3,0,1,607,4251777,2,0,0,300,1,18,0,0,0,3,5707,0,4,0,0,84,161345,528513,0,9
1.0,,,,60101,0,23,0,76265,0,31,3,0,223101,0,0,3502,193,5511,145139,0,0,262920,75,0,2,0,26543,3,0,0,614,4211464,7,0,0,0,0,18,0,0,0,3,5520,2,2,0,0,84,161520,525576,0,23
1.5,David,,Martindale,40101,0,5,287,259759,0,0,0,0,250101,0,0,4019,177,5509,143082,0,0,270352,75,0,2,0,259759,1,0,1,621,4214800,2,1,0,0,1,42,0,0,0,1,5508,0,1,0,0,82,160045,526352,0,1
2.5,,,,40101,0,6,287,138629,0,0,3,0,232001,0,0,2502,182,5555,145139,0,0,263176,76,0,0,0,26538,2,0,0,634,4202504,2,1,0,0,0,34,0,0,0,2,5524,4,1,0,0,82,160967,528392,0,3
2.0,,,,60101,0,1,287,268601,0,114,1,0,223101,0,0,1521,177,5555,145139,0,0,263232,75,0,2,0,26540,2,0,0,645,4235328,1,0,0,0,0,34,0,0,0,2,5552,0,2,0,0,82,161333,528448,0,6
2.5,Rik,,De Mil,2150101,6,6,45,274862,0,10,0,0,242101,0,0,2030,175,5531,145703,0,0,131656,75,0,2,0,274862,3,0,1,670,148040,2,0,0,0,1,7,0,0,0,3,5718,0,3,0,0,82,160852,263240,0,6
3.5,Thorsten,,Fink,2290101,0,24,266,720,0,167,0,0,242101,0,0,3516,181,5509,140633,0,0,131608,79,0,6,0,720,3,0,1,673,147992,8,0,0,0,1,21,0,0,0,3,5507,0,4,0,0,82,161333,263192,0,8
3.0,Ivan,,Leko,40101,0,23,289,6016,0,167,0,0,242101,0,0,2016,179,5557,144387,0,0,132226,79,0,2,0,6016,2,0,1,674,155778,4,0,0,0,1,10,0,0,0,2,5552,0,1,0,0,82,161154,266370,0,8
2.5,Wouter,,Vrancken,2310101,0,2,0,251205,0,150,0,0,242101,0,0,1531,185,5551,144748,0,0,4195328,75,0,2,0,251205,2,0,1,680,548864,8,1,0,0,1,7,0,0,0,2,5524,0,2,0,0,85,161621,528384,0,2
2.0,Issame,,Charaï,40202,0,9,248,79721,0,176,0,0,250102,0,0,1,180,5521,145941,0,0,263233,75,0,5,0,79721,4,0,1,681,4218945,9,0,0,0,1,7,0,0,0,4,5521,0,3,0,0,82,161698,528449,0,23
3.5,,,,60101,0,0,266,261363,0,691,4,0,232001,0,0,528,185,5557,145139,0,0,131738,75,0,0,0,26545,9,0,0,687,148122,9,0,0,0,0,18,0,0,0,9,5707,1,7,0,0,85,160122,263322,0,0
2.0,,,,60101,0,6,0,71668,0,141,3,0,223101,0,0,58,173,5543,145139,0,0,132234,75,0,2,0,26541,2,0,0,688,155786,6,0,0,0,0,95,0,0,0,2,5514,0,2,0,0,87,161160,266378,0,6
2.5,,,,1360000,0,0,243,51022,0,181,3,0,232001,0,0,3510,186,5510,145139,0,0,131712,84,0,0,0,26543,2,0,0,689,148096,7,0,0,0,0,21,0,0,0,2,5522,2,1,0,0,85,160602,263296,0,3
2.5,,,,2190000,0,6,0,249083,0,635,3,0,232001,0,0,2030,175,5530,145139,0,0,132232,75,0,0,0,26541,2,0,0,691,188552,6,0,0,0,0,95,0,0,0,2,5514,0,1,0,0,82,159328,266376,0,3
3.0,,,,1130000,0,6,287,18887,0,0,3,0,232001,0,0,40,185,5511,145139,0,0,263440,77,0,0,0,26538,1,0,0,693,4219152,2,0,0,0,0,95,0,0,0,1,5566,4,4,0,0,86,161444,528656,0,6
2.5,,,,60101,0,3,287,18103,0,0,3,0,223101,0,0,1512,170,5511,145139,0,0,263488,68,0,2,0,26538,4,0,0,694,4219200,2,0,0,0,0,95,0,0,0,4,5523,4,4,0,0,89,161105,528704,0,3
2.0,,,,30301,0,9,287,78250,0,70,3,0,223101,0,0,2021,183,5511,145139,0,0,4195336,75,0,0,0,26543,1,0,0,695,565256,7,0,0,0,0,95,0,0,0,1,5504,2,1,0,0,82,161475,528392,0,0
2.0,,,,30301,0,23,0,78252,0,133,3,0,223101,0,0,4021,177,5724,145139,0,0,263250,75,0,0,0,26543,2,0,0,696,4218962,7,0,0,0,0,95,0,0,0,2,5714,2,1,0,0,82,161606,528466,0,0
3.0,,,,1140101,0,6,287,17744,0,174,3,0,232001,0,0,46,180,5530,145139,0,0,4195072,78,0,0,0,26541,2,0,0,697,541440,6,0,0,0,0,95,0,0,0,2,5505,0,1,0,0,82,160060,525568,0,6
2.5,,,,1140101,0,3,243,16169,0,89,1,0,232001,0,0,3512,174,5564,145139,0,0,262788,66,0,0,0,26540,2,0,0,698,4211332,1,1,0,0,0,95,0,0,0,2,5522,0,1,0,0,88,155673,525444,0,6
2.5,Oscar,,Hiljemark,2320000,0,1,287,274997,0,636,0,0,232001,0,0,0,184,5529,149642,0,0,270470,75,0,2,0,274997,2,0,1,700,4214918,1,0,0,0,1,46,0,0,0,2,5505,0,1,0,0,82,161305,526470,0,2
1.5,Martin,,Falk,2150301,0,6,0,77060,0,1284,0,0,233101,0,0,2015,184,5511,150645,0,0,263178,75,0,2,0,77060,2,0,1,702,4251658,2,0,0,0,1,46,0,0,0,2,5506,0,1,0,0,81,161517,528394,0,6
