assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,cksupport7,defensivedepth,hasvikingclap,jerseytype,pitchcolor,cksupport9,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,cksupport8,stadiummowpattern_code,cksupport6,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,throwerleft,gender,cksupport1,cornerflagpolecolor,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,throwerright,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,cksupport5,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,cksupport4,trait1vstrong,matchdayattackrating
1330,27,225,0,163,1,59,1901,1,255,1,34,2,50,255,2,1,1,90,1,Czech Republic,255,0,-1,0,253727,4,10,-1,0,30,0,1,4,0,0,0,0,0,21000,0,1,0,1337,0,1,76,0,3,0,76,76,77,14,3,74,0,-1,74,0,0,0,253727,4198400,0,253727,0,0,0,0,0,0,0,1,266374,0,1330,0,526336,0,0,0,0,236792,1,0,266374,0,0,0,5,0,76,6,0,1,236792,0,0,266374,2,4,0,0,366,0,-1,0,526336,77
1331,4,154,0,255,169,255,1889,169,153,169,8,2,55,3,2,169,169,255,169,Denmark,8,0,-1,0,190460,0,10,-1,0,50,0,2,4,0,0,0,0,0,38065,0,1,0,1363,0,1,78,0,1,0,78,78,77,12,1,77,1,-1,77,0,0,0,190460,132160,0,190460,0,0,0,0,0,0,0,2,190460,0,1331,0,263232,0,0,1,0,213648,0,0,190460,0,0,0,7,0,78,6,0,1,190460,0,0,190460,2,5,0,0,366,0,-1,0,4202560,77
1334,255,255,0,204,102,0,1907,0,255,204,255,1,60,235,1,204,0,102,102,Finland,245,0,-1,0,228312,0,10,-1,0,50,0,2,4,0,0,0,0,0,36200,0,1,0,1363,0,1,73,0,1,0,71,73,72,24,3,67,0,-1,67,1,0,0,228312,270336,0,228312,0,0,0,0,0,0,0,2,228312,0,1334,0,4198400,0,0,0,0,190941,0,0,228312,0,0,0,7,0,71,6,0,2,220165,0,0,228312,2,2,0,0,366,0,-1,0,526336,72
1335,73,16,0,255,1,255,1904,1,255,1,128,3,48,1,3,1,1,255,1,France,1,0,-1,0,231747,4,10,-1,0,50,0,1,4,0,0,0,0,0,80000,0,1,0,1343,0,1,83,0,1,0,85,83,87,2,2,85,0,-1,85,1,0,0,231747,132096,0,231443,0,0,0,0,0,0,0,3,231443,0,1335,0,270336,0,0,0,0,231747,0,0,231747,0,0,0,4,0,85,6,0,1,231747,0,0,231747,2,10,0,0,366,0,-1,0,4198400,87
1337,255,255,0,1,135,1,1900,135,15,135,255,3,51,145,3,135,135,1,135,Germany,120,0,-1,0,190765,4,10,-1,0,65,0,2,4,0,0,0,0,0,47800,0,1,0,1318,0,1,82,0,1,0,83,82,79,12,1,84,0,-1,84,0,0,0,190765,131712,0,190765,0,0,0,0,0,0,0,2,212622,0,1337,0,131712,0,0,0,0,212622,1,0,190765,0,0,0,4,0,83,6,0,1,222492,0,0,190765,2,9,0,0,366,0,-1,0,263296,79
1341,91,36,0,255,139,255,1947,34,221,34,167,1,64,23,1,34,34,255,139,Iceland,11,0,-1,0,191076,0,10,-1,0,50,1,1,4,0,0,0,0,0,15000,0,1,0,1331,0,1,71,0,1,0,71,71,73,-21,3,69,1,-1,69,1,0,0,191076,270400,0,191076,0,0,0,0,0,0,0,2,191076,0,1341,0,4198464,0,0,0,0,191076,0,0,191076,0,0,0,7,0,71,6,0,0,191076,0,0,191076,2,3,0,0,366,0,-1,0,526400,73
1343,107,0,0,250,250,250,1898,250,0,250,187,3,41,107,3,250,250,250,250,Italy,187,0,-1,0,241096,0,10,-1,0,50,0,1,4,0,0,0,0,0,73261,0,1,0,1335,0,1,83,0,1,0,83,83,80,12,2,83,0,-1,83,1,0,0,241096,132096,1,241096,0,0,0,0,0,0,0,3,241096,0,1343,0,270336,0,0,0,0,230621,1,0,241096,0,0,0,4,0,83,6,0,1,241096,0,0,241096,2,8,0,0,366,0,-1,0,4198400,80
1352,5,164,0,255,1,255,1902,1,17,1,1,2,59,51,2,1,1,255,1,Norway,210,0,-1,0,222665,0,10,-1,0,50,0,1,4,0,0,0,0,0,27200,0,1,0,1363,0,1,78,0,1,0,78,78,82,10,2,75,1,-1,75,0,0,0,222665,132096,0,222665,0,0,0,0,0,0,0,2,222665,0,1352,0,270336,0,0,0,0,222665,1,0,222665,0,0,0,7,0,78,6,0,1,239085,0,0,222665,2,3,0,0,366,0,-1,0,4198400,82
1353,2,255,0,255,220,255,1919,220,221,1,2,2,52,22,2,220,1,255,1,Poland,22,0,-1,0,210406,0,10,-1,0,30,0,2,4,0,0,0,0,0,58580,0,1,0,1337,0,1,75,0,1,0,76,75,79,21,3,75,0,-1,75,1,0,0,210406,4198400,0,210406,0,0,0,0,0,0,0,1,210406,0,1353,0,526336,0,0,0,0,188545,0,0,210406,0,0,0,5,0,76,6,0,1,188545,0,0,210406,2,5,0,0,366,0,-1,0,526336,79
1354,10,210,0,2,255,0,1914,255,20,255,15,3,38,130,3,255,255,100,255,Portugal,0,0,-1,0,20801,0,10,-1,0,65,0,2,4,0,0,0,0,2,37593,0,1,0,1362,0,1,83,0,1,0,84,83,84,-9,1,82,1,-1,82,1,0,0,212198,131584,2,212198,0,0,0,0,0,0,0,5,212198,0,1354,0,131584,0,0,0,0,20801,0,0,20801,0,0,0,4,0,84,6,0,0,20801,0,0,20801,2,8,0,0,366,0,-1,0,263168,84
1355,153,0,0,255,110,255,1921,0,10,60,76,2,53,140,2,60,0,255,110,Republic of Ireland,31,0,-1,0,228151,0,10,-1,0,50,0,2,4,0,0,0,0,0,51700,0,0,0,110081,0,1,73,0,1,0,74,73,73,-6,2,74,0,-1,74,1,0,0,228151,263296,0,228151,0,0,0,0,0,0,0,3,228151,0,1355,0,4202624,0,0,0,0,248484,0,0,228151,0,0,0,3,0,74,6,0,0,259608,0,0,228151,2,4,0,0,366,0,-1,0,528512,73
1356,204,255,0,1,1,255,1909,1,1,1,1,2,44,1,2,1,1,1,1,Romania,204,0,-1,0,212207,0,10,-1,0,30,0,1,4,0,0,0,0,0,55634,0,1,0,1886,0,1,73,0,3,0,73,73,73,26,2,73,1,-1,73,1,0,0,212207,4195400,1,212207,0,0,0,0,0,0,0,5,212207,0,1356,0,532552,0,0,0,0,212207,1,0,212207,0,0,0,5,0,73,6,0,2,212207,0,0,212207,2,5,0,0,366,0,-1,0,528456,73
1359,55,20,0,255,1,255,1873,1,250,1,150,2,55,240,2,1,1,255,1,Scotland,1,0,-1,0,216267,4,10,-1,0,50,0,2,4,0,0,0,0,0,52063,0,0,0,1318,0,1,77,0,3,0,76,77,77,-4,2,74,0,-1,74,0,0,0,216267,132096,0,216267,0,0,0,0,0,0,0,3,210881,0,1359,0,270336,0,0,0,0,216267,0,0,210881,0,0,0,3,0,76,6,0,0,226093,0,0,216267,2,4,0,0,366,0,-1,0,4198400,77
1362,8,181,0,25,1,255,1909,1,200,1,16,3,40,44,3,1,1,173,1,Spain,22,0,-1,0,277643,4,10,-1,0,90,0,2,4,0,0,0,0,0,68456,0,0,295,1343,0,1,85,0,1,0,85,85,82,-3,1,83,0,-1,83,0,0,0,226271,66176,0,277643,0,0,0,0,0,0,0,3,256516,0,1362,0,66176,0,0,0,0,230869,0,0,251854,0,0,0,4,0,85,6,0,1,230142,0,0,277643,2,10,0,0,366,0,-1,0,132224,82
1363,221,253,0,180,211,1,1904,211,250,211,26,2,59,210,2,211,211,106,211,Sweden,5,0,-1,0,247394,0,10,-1,0,50,0,2,4,0,0,0,0,0,50000,0,1,0,1331,0,1,78,0,1,0,78,78,87,17,3,77,1,-1,77,0,0,0,247394,135232,0,247394,0,0,0,0,0,0,0,3,247394,0,1363,0,264256,0,0,1,0,221660,0,0,247394,0,0,0,7,0,78,6,0,1,241651,0,0,247394,2,4,0,0,366,0,-1,0,4196416,87
1366,207,252,0,196,255,28,1991,255,252,255,27,2,50,207,2,255,255,90,255,Ukraine,27,0,-1,0,259913,0,10,-1,0,30,1,2,4,0,0,0,0,0,70050,0,1,0,1367,0,1,75,0,1,0,77,75,77,30,3,76,0,-1,76,1,0,0,259913,4198400,0,244369,0,0,0,0,0,0,0,2,244369,0,1366,0,526336,0,0,0,0,229528,0,0,259913,0,0,0,5,0,77,6,0,2,242458,0,0,259913,2,5,0,0,366,0,-1,0,526336,77
1367,15,218,0,255,100,255,1876,1,1,1,4,2,51,181,2,1,1,255,100,Wales,1,0,-1,0,233941,0,10,-1,0,50,0,2,4,0,0,0,0,0,33280,0,1,0,1318,0,1,73,0,1,0,74,73,72,-3,2,75,0,-1,75,0,0,0,233941,263232,0,232545,0,0,0,0,0,0,0,3,232545,0,1367,0,4202560,0,0,0,0,235735,1,0,233941,0,0,0,3,0,74,6,0,0,232545,0,0,233941,2,3,0,0,366,0,-1,0,528448,72
1369,200,125,0,255,255,255,1893,255,100,255,255,3,-34,175,3,255,255,255,255,Argentina,225,0,-1,0,158023,0,10,-1,0,50,0,1,4,0,0,0,0,0,84567,0,0,0,1337,0,1,85,0,1,0,83,85,84,-58,1,80,1,-1,80,1,1,0,158023,131712,0,158023,0,0,0,0,0,0,0,3,158023,0,1369,0,262784,0,0,0,0,158023,1,0,158023,0,0,0,1,0,83,6,0,-3,158023,0,0,158023,7,10,0,0,366,0,-1,0,4195456,84
1386,124,12,0,250,250,250,1922,250,186,250,68,2,19,27,2,250,250,250,250,Mexico,27,0,-1,0,204838,0,10,-1,0,50,0,2,3,0,0,0,0,0,81070,0,1,483,1387,0,1,76,0,1,0,76,76,78,-99,2,74,0,-1,74,1,0,0,204838,132436,0,237043,0,0,0,0,0,0,0,2,237043,0,1386,0,270676,0,0,0,0,235844,1,0,204838,0,0,0,1,0,76,6,0,-6,204838,0,0,204838,7,7,0,0,366,0,-1,0,4198740,78
1387,7,241,0,92,255,0,1913,255,255,255,16,2,34,255,2,255,255,37,255,United States,255,0,-1,0,227796,4,10,-1,0,50,0,1,4,0,0,0,0,0,27000,0,1,0,1386,2,1,79,0,15,0,77,79,75,-118,2,77,0,-1,77,1,0,0,227796,132224,0,227796,0,0,0,0,0,0,0,2,227796,0,1387,0,270464,0,0,0,0,227796,0,0,227796,0,0,0,6,0,77,6,0,-8,227796,0,0,227796,2,6,0,0,366,0,-1,0,4198528,75
1438,0,255,28000,0,255,245,1921,255,255,255,0,1,37,255,1,255,255,0,255,Santa Clara,255,0,-1,0,271132,0,3,-1,0,30,0,2,4,0,0,2,0,0,10000,0,1,671,1891,0,1,69,0,3,0,70,69,71,-25,2,70,1,-1,70,1,0,0,271132,4195328,0,275360,0,0,0,0,0,0,0,4,271132,5,1438,0,532480,0,0,0,0,271571,0,0,271132,0,0,0,4,0,70,6,5,-1,271132,0,0,271132,2,1,0,0,366,0,-1,0,528384,71
1443,113,0,11000,255,250,255,1896,250,0,250,97,1,56,140,1,250,250,255,250,Viborg FF,110,0,-1,0,241150,0,5,-1,0,30,0,2,4,0,0,1,0,0,10000,25,0,512,1516,0,1,66,0,1,0,66,66,63,9,2,67,1,-1,67,1,0,0,71174,4195328,0,71174,0,0,0,0,0,0,1,2,71174,2,1443,0,532480,0,0,1,0,215686,0,0,277167,0,0,0,7,0,66,6,4,1,215686,0,0,241150,2,1,0,0,366,0,-1,0,528384,63
1447,204,172,6000,255,169,255,2004,169,52,169,255,1,55,67,1,169,169,255,169,Sønderjyske Fodbold,134,0,-1,0,73298,0,3,-1,0,50,0,1,4,0,0,2,0,0,10100,0,1,204,822,0,1,64,0,1,0,64,64,64,9,1,65,1,-1,65,1,0,0,207886,263242,0,73298,0,0,0,0,0,0,1,2,207886,4,1447,0,4195402,0,0,0,0,256847,1,0,73298,0,0,0,7,0,64,6,5,1,256222,0,0,73298,2,1,0,0,366,0,-1,0,532554,64
1463,255,255,2500,255,169,1,1993,169,245,169,255,1,59,225,1,169,169,1,169,FK Haugesund,235,0,-1,0,274199,0,2,-1,0,30,0,1,4,0,0,2,0,0,8754,5,1,212,300,0,1,63,0,3,0,63,63,62,5,2,64,1,-1,64,1,0,0,277238,4195592,0,277238,0,0,0,0,0,0,0,2,278752,5,1463,0,532744,0,0,0,0,236877,0,0,274199,0,0,0,7,0,63,6,4,1,220074,0,0,274199,2,1,0,0,366,0,-1,0,528648,62
1473,102,1,17080,255,204,255,1983,255,255,204,204,1,35,204,1,1,1,255,102,Ulsan HD FC,1,0,-1,0,213471,0,8,-1,0,90,0,2,4,0,0,10,0,0,43554,5,1,501,1474,0,1,69,0,1,0,69,69,70,129,1,66,1,-1,66,1,0,0,213471,66578,1,213471,0,0,0,0,0,0,1,4,213471,9,1473,0,66578,0,0,0,0,201528,0,0,213471,0,5,0,2,0,69,6,10,9,77840,0,0,213471,4,6,0,0,366,0,-1,0,139282,70
1474,1,204,12800,1,1,1,1973,1,255,1,1,1,35,255,1,1,204,1,1,Pohang Steelers,255,0,-1,0,180283,0,9,-1,0,50,0,1,4,0,0,8,0,0,17443,17,1,382,1473,0,1,67,0,1,0,68,67,67,129,1,67,1,-1,67,1,0,0,180283,263184,1,261880,0,0,0,0,0,0,6,4,180283,8,1474,0,4195344,0,0,0,0,227632,1,0,261078,0,5,0,2,0,68,6,8,9,261115,0,0,180283,4,7,0,0,366,0,-1,0,532496,67
1477,204,1,17730,1,1,1,1994,1,255,1,1,1,35,255,1,1,1,1,204,Jeonbuk Hyundai Motors,255,0,-1,0,227659,0,10,-1,0,65,0,1,4,0,0,10,0,0,42477,25,1,233,982,0,1,68,0,1,0,68,68,70,127,2,67,1,-1,67,1,0,0,227659,132226,1,227659,0,0,0,0,0,0,5,4,227659,7,1477,0,139394,0,0,0,0,243673,1,0,227659,0,9,0,2,0,68,6,10,9,262447,0,0,227659,4,5,0,0,366,0,-1,0,266370,70
1478,128,255,9780,1,255,255,1982,255,250,1,1,1,33,250,1,255,255,1,128,Jeju SK FC,250,0,-1,0,221467,0,5,-1,0,50,0,1,4,0,0,2,0,0,29791,3,1,441,982,0,1,69,0,1,0,65,69,63,126,2,63,0,-1,63,1,0,0,221467,263296,0,221467,0,0,0,0,0,0,0,4,221467,5,1478,0,4202624,0,0,0,0,221467,1,0,221467,0,1,0,2,0,65,6,6,9,238763,0,0,221467,4,1,0,0,366,0,-1,0,528512,63
1516,33,224,35000,1,211,1,1999,211,221,211,34,1,56,30,1,211,211,1,211,FC Midtjylland,27,0,-1,0,278012,0,9,-1,0,50,0,2,4,0,0,5,0,0,11800,0,1,216,1443,0,1,70,0,1,0,70,70,71,8,2,71,1,-1,71,1,0,0,278012,263296,0,256933,0,0,0,0,0,0,2,1,256933,7,1516,0,4202624,0,0,1,0,234472,1,0,256933,0,4,0,7,0,70,6,9,1,277211,0,0,256933,2,3,0,0,366,0,-1,0,528512,71
1523,4,255,2500,255,255,255,1926,255,255,4,4,1,59,4,1,255,255,255,4,Bryne FK,4,0,-1,0,76640,0,2,-1,0,50,0,2,4,0,0,1,0,0,5000,0,1,965,300,0,1,62,0,0,0,63,62,63,6,2,64,1,-1,64,1,0,0,76640,263168,0,76638,0,0,0,0,0,0,1,2,76640,4,1523,0,4202496,0,0,0,0,76638,0,0,242600,0,0,0,7,0,63,6,5,1,76640,0,0,76640,2,1,0,0,366,0,-1,0,528384,63
1530,250,250,63000,1,1,1,1919,1,250,1,250,1,47,250,1,1,1,1,1,Angers SCO,250,0,-1,0,246297,4,2,-1,0,50,0,2,4,0,0,2,0,0,19800,0,1,17,1814,0,1,70,0,3,0,72,70,73,0,2,71,1,-1,71,0,0,0,246297,263426,1,246297,0,0,0,0,0,0,0,3,246297,2,1530,0,4202754,0,0,1,0,246297,0,0,246297,0,0,0,4,0,72,6,1,1,246297,0,0,246297,2,1,0,0,366,0,-1,0,528642,73
1569,122,4,6420,255,80,255,1947,30,1,200,196,1,52,1,1,200,30,255,80,Wisła Płock,1,0,-1,0,235507,0,2,-1,0,30,0,2,4,0,0,2,0,0,10978,14,1,579,1871,0,1,65,0,1,0,64,65,64,19,2,64,1,-1,64,0,0,0,188554,4195392,0,188554,0,0,0,0,0,0,1,3,188554,5,1569,0,532544,0,0,0,0,229072,0,0,188554,0,0,0,5,0,64,6,3,1,229072,0,0,188554,2,1,0,0,366,0,-1,0,528448,64
1571,21,143,975,241,255,167,1937,255,255,255,82,1,53,255,1,255,255,213,255,Galway United,255,0,-1,0,198190,0,5,-1,0,30,0,2,4,0,0,1,0,0,5000,0,0,173,563,0,2,57,0,7,0,58,57,56,-9,2,60,0,-1,60,0,0,0,198190,4195328,0,243688,0,0,0,0,0,0,1,1,243688,2,1571,0,532480,0,0,0,0,198190,1,0,198190,0,0,0,3,0,58,6,2,0,200404,0,0,198190,2,1,0,0,366,0,-1,0,528384,56
1572,17,123,945,250,10,135,1919,10,165,10,40,1,53,30,1,10,10,206,10,Drogheda United,43,0,-1,0,236845,0,3,-1,0,50,0,2,4,0,1,2,0,0,2000,0,0,634,834,0,1,59,0,1,0,59,59,56,-6,3,59,0,-1,59,0,0,0,255628,270660,0,255628,0,0,0,0,0,0,2,3,255628,2,1572,0,4198724,0,0,0,0,198990,0,0,236845,0,1,0,3,0,59,6,3,0,274456,0,0,236845,2,1,0,0,366,0,-1,0,526660,56
1598,255,255,210000,153,230,0,1931,230,175,230,255,2,-12,19,2,230,230,84,230,Bahia,41,0,-1,0,230464,0,4,-1,0,50,0,2,4,0,0,5,0,0,50025,0,0,417,1719,0,1,72,0,1,0,72,72,74,-38,1,72,1,-1,72,0,0,0,230423,263176,0,230461,0,0,0,0,0,0,0,2,230461,3,1598,0,4195336,0,0,1,0,230498,1,0,230464,0,2,0,1,0,72,6,7,-3,230498,0,0,230464,7,3,0,0,366,0,-1,0,532488,74
1629,174,0,210000,255,230,255,1903,230,1,230,239,1,-29,1,1,230,230,255,230,Grêmio,1,0,-1,0,230420,0,8,-1,0,50,0,2,4,0,0,6,0,1,55662,0,1,386,1048,0,1,71,0,3,0,72,71,72,-51,3,72,1,-1,72,1,1,0,230420,270728,0,230250,0,0,0,0,3,0,5,2,230289,6,1629,0,4198792,0,0,1,0,230320,1,0,230420,0,2,0,1,0,72,6,5,-3,230240,0,0,230420,7,7,0,0,366,0,-1,0,526728,72
1713,1,255,9100,1,255,1,1896,255,255,255,1,1,47,255,1,255,255,1,255,FC Winterthur,255,0,-1,0,210538,0,4,-1,0,30,0,2,4,0,0,3,0,0,9400,1,1,905,894,0,1,65,0,12,0,65,65,63,8,3,64,1,-1,64,1,0,0,210538,4202512,0,210538,0,0,0,0,0,0,0,2,210538,3,1713,0,528400,0,0,0,0,228874,1,0,210538,0,3,0,4,0,65,6,2,1,210538,0,0,210538,2,1,0,0,366,0,-1,0,526352,63
1715,11,208,8100,255,180,255,1898,180,218,180,29,1,46,11,1,180,180,255,180,FC Thun,29,0,-1,0,211437,4,4,-1,0,30,0,2,4,0,0,3,0,0,10000,1,1,479,900,0,1,64,0,15,0,65,64,65,7,2,65,1,-1,65,1,0,0,211437,4195338,0,211437,0,0,0,0,0,0,0,2,211437,3,1715,0,532490,0,0,0,0,211437,0,0,211437,0,0,0,4,0,65,6,2,1,211437,0,0,211437,2,1,0,0,366,0,-1,0,528394,65
1719,17,255,67500,1,255,1,1899,255,255,255,0,1,-13,255,1,255,255,1,255,Vitória (Bahia),255,0,-1,0,230487,4,4,-1,0,50,0,2,4,0,0,2,0,0,30618,0,0,417,1598,0,1,70,0,0,0,69,70,68,-38,3,70,0,-1,70,1,0,0,230487,270609,0,230487,0,0,0,0,0,0,0,2,230487,6,1719,0,4198673,0,0,0,0,230207,1,0,230487,0,0,0,1,0,69,6,2,-3,236178,0,0,230487,7,3,0,0,366,0,-1,0,526609,68
1738,191,153,60000,90,1,45,1872,1,250,1,230,1,49,250,1,1,1,62,1,Le Havre AC,250,0,-1,0,263468,4,2,-1,0,50,0,2,4,0,0,2,0,0,25178,0,1,267,71,0,1,72,0,3,0,71,72,72,0,2,70,1,-1,70,0,0,0,263468,263168,1,263468,0,0,0,0,0,0,1,2,263468,7,1738,0,4202496,0,0,0,0,262237,1,0,253121,0,0,0,4,0,71,6,1,1,210450,0,0,263468,2,1,0,0,366,0,-1,0,528384,72
1739,3,222,10000,1,1,248,1985,1,1,1,40,1,47,1,1,1,1,232,1,Le Mans FC,1,0,-1,0,224882,0,2,-1,0,50,0,2,4,0,0,1,0,0,25064,0,1,744,1814,0,1,64,0,3,0,64,64,65,0,3,64,1,-1,64,0,0,0,224882,270336,0,224882,0,0,0,0,0,0,0,4,224882,2,1739,0,4198400,0,0,1,0,78764,0,0,224882,0,0,0,4,0,64,6,1,1,232118,0,0,224882,2,1,0,0,366,0,-1,0,526336,65
1744,235,255,30000,98,250,0,1912,250,0,250,0,1,44,83,1,250,250,16,250,Modena,166,0,-1,0,202851,0,3,-1,0,50,0,2,4,0,0,1,0,0,21151,27,1,319,110915,0,1,69,0,3,0,69,69,70,10,2,67,0,-1,67,1,0,0,225428,263168,0,202851,0,0,0,0,0,0,0,3,202851,4,1744,0,4202496,0,0,0,0,225428,1,0,202851,0,0,0,4,0,69,6,2,1,254824,0,0,202851,2,1,0,0,366,0,-1,0,528384,70
1745,62,22,300000,250,250,250,1907,250,40,250,147,2,45,112,2,250,250,250,250,Como,194,0,-1,0,254579,0,6,-1,0,50,0,2,4,0,0,5,0,0,13602,0,1,117,115845,0,1,76,0,3,0,76,76,78,9,1,73,1,-1,73,1,0,0,277846,132224,0,254579,0,0,0,0,0,0,0,4,254579,5,1745,0,263296,0,0,1,0,237715,0,0,254579,0,0,0,4,0,76,6,10,1,237715,0,0,254579,2,4,0,0,366,0,-1,0,4202624,78
1746,90,32,125000,250,250,250,1920,250,47,250,167,1,43,118,1,250,250,250,250,Empoli,215,0,-1,0,262480,0,8,-1,0,30,0,2,4,0,0,4,0,0,16284,0,1,154,110738,0,1,67,0,3,0,68,67,62,10,1,67,1,-1,67,1,0,0,262480,4195456,2,262480,0,0,0,0,0,0,0,4,262480,9,1746,0,525440,0,0,0,0,270507,0,0,262480,0,0,0,4,0,68,6,7,1,277515,0,0,262480,2,1,0,0,366,0,-1,0,532608,62
1750,160,21,60000,1,204,1,1899,202,250,206,74,1,51,250,1,206,202,1,204,Cercle Brugge,250,0,-1,0,251537,0,6,-1,0,90,0,2,4,0,0,3,0,1,29062,0,1,78,231,0,1,63,0,1,0,67,63,68,3,2,68,1,-1,68,1,0,0,251537,66581,2,251537,0,0,0,0,0,0,2,3,261531,8,1750,0,73749,0,0,0,0,201438,0,0,261531,0,3,0,4,0,67,6,4,1,271256,0,0,251537,2,2,0,0,366,0,-1,0,135189,68
1756,149,0,3000,255,250,255,1918,250,0,250,67,1,60,149,1,250,250,255,250,HamKam Fotball,67,0,-1,0,252434,0,3,-1,0,50,0,2,4,0,0,2,0,0,7800,0,1,877,298,0,1,64,0,15,0,63,64,63,11,3,64,1,-1,64,1,0,0,74175,270400,0,74175,0,0,0,0,0,0,0,2,279832,4,1756,0,4198464,0,0,0,0,246911,0,0,252434,0,0,0,7,0,63,6,6,1,71292,0,0,252434,2,1,0,0,366,0,-1,0,526400,63
1757,80,1,6000,255,220,255,1998,220,1,220,145,1,59,70,1,220,220,255,220,Sandefjord Fotball,120,0,-1,0,272968,0,5,-1,0,50,0,1,4,0,0,2,0,0,6582,3,1,624,922,0,1,64,0,3,0,64,64,66,10,1,63,1,-1,63,1,0,0,272968,263434,0,244842,0,0,0,0,0,0,0,2,272968,5,1757,0,4195594,0,0,0,0,272968,0,0,272968,0,0,0,7,0,64,6,5,1,71084,0,0,272968,2,1,0,0,366,0,-1,0,532746,66
1786,217,151,11000,87,169,1,2003,169,72,169,239,1,56,122,1,169,169,2,169,Randers FC,238,0,-1,0,224483,0,6,-1,0,30,0,2,4,0,0,2,0,0,10300,22,1,396,271,0,1,67,0,1,0,68,67,67,10,2,69,1,-1,69,1,0,0,224483,4195352,0,224483,0,0,0,0,0,0,2,3,224483,4,1786,0,532504,0,0,1,0,223566,0,0,224483,0,0,0,7,0,68,6,7,1,255767,0,0,224483,2,1,0,0,366,0,-1,0,528408,67
1788,16,197,18000,8,211,255,2003,211,237,211,26,1,55,31,1,211,211,198,211,FC Nordsjælland,41,0,-1,0,71110,0,6,-1,0,90,0,1,4,0,0,4,0,0,10300,0,1,161,819,2,1,68,0,15,0,67,68,63,12,1,65,1,-1,65,1,0,0,71110,66576,0,71110,0,0,0,0,0,0,2,2,208564,10,1788,0,66576,0,0,1,0,231233,0,0,71110,0,1,0,7,0,67,6,8,1,71110,0,0,71110,2,1,0,0,366,0,-1,0,139280,63
1790,60,1,15000,255,60,255,1898,1,5,170,170,1,50,85,1,170,1,255,60,Portsmouth,190,0,-1,0,206083,0,3,-1,0,50,0,2,2,0,0,4,0,0,19669,0,0,387,17,0,0,69,0,1,0,69,69,72,-1,2,68,0,-1,68,0,0,0,206083,263176,0,206083,0,0,0,0,0,0,2,2,206083,4,1790,0,4202504,0,0,0,0,196916,0,0,206083,0,2,0,3,0,69,6,5,0,221692,0,0,206083,2,1,0,0,366,0,-1,0,528392,72
1792,242,255,120000,81,242,0,1902,252,235,0,0,1,52,222,1,0,252,166,242,Norwich City,0,0,-1,0,70996,0,8,-1,0,90,0,2,4,0,0,5,0,0,27359,0,2,351,94,0,2,70,0,1,0,71,70,74,1,1,69,0,-1,69,2,0,0,70996,66562,0,70996,0,0,0,0,0,0,0,1,70996,5,1792,0,66562,0,0,0,0,242075,0,0,70996,0,0,0,3,0,71,6,5,0,242075,0,0,70996,2,1,0,0,366,0,-1,0,139266,74
1793,56,1,7000,255,56,255,1871,1,1,168,168,1,51,56,1,168,1,255,56,Reading,168,0,-1,0,238839,0,6,-1,0,30,0,2,4,0,0,4,0,0,24161,0,2,397,1951,0,2,67,0,1,0,65,67,64,0,1,65,2,-1,65,2,0,0,265789,4195652,2,265789,0,0,0,0,0,0,0,1,265789,10,1793,0,525636,0,0,0,0,238839,1,0,238839,0,0,0,3,0,65,6,3,0,238839,0,0,238839,2,1,0,0,366,0,-1,0,532804,64
1794,6,227,130000,255,1,255,1889,1,30,1,19,1,53,30,1,1,1,255,1,Sheffield United,30,0,-1,0,248050,1,9,-1,0,65,0,2,4,0,0,6,0,0,32050,0,2,447,1807,0,2,71,0,1,0,71,71,71,-1,1,71,0,-1,71,0,0,0,248050,132224,0,234741,0,0,0,0,0,0,4,1,234741,5,1794,0,132224,0,0,0,0,199027,1,0,234741,0,1,0,3,0,71,6,7,0,248050,0,0,234741,2,1,0,0,366,0,-1,0,270464,71
