firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,facepsdlayer0,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,sockstylecode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,facepsdlayer1,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Joel,Highett,30301,0,2,0,114,0,0,0,31,223101,4003,1,178,351,315,145248,0,0,76,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,243326,4,195,1,0,30,0,2,3
Alvaro Joaquín,Florez,30301,0,3,243,57,1,0,2,31,223101,2517,2,181,353,315,143540,0,0,82,0,0,27074,0,2,0,0,0,0,0,0,3,0,500,243327,0,52,1,0,30,0,3,0
Gang-sheng,Bai,30301,0,0,0,149,0,0,0,31,223101,558,1,174,2012,315,143065,0,0,76,0,0,27028,0,9,0,0,0,0,0,0,4,0,500,243331,3,155,1,0,30,0,2,0
Maximilian,Mehlbacher,30301,0,5,0,74,0,0,2,31,223101,2004,1,186,19,315,145122,0,0,77,0,0,27092,0,5,0,0,0,0,0,0,2,0,500,243332,0,21,1,0,30,0,5,3
Aurelio,Oriol Gaspar,30301,0,0,0,150,3,0,0,31,223101,2008,2,178,54,315,144940,0,0,84,0,0,27072,0,3,0,0,0,0,0,0,3,0,500,243333,4,45,1,0,30,0,2,0
Françoise,Berringuet,1140503,0,6,0,539,0,0,1,31,223101,9500,1,168,2136,315,147502,0,0,58,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,250783,2,18,1,0,30,0,8,3
Celina,Heiselmann,1140503,0,2,0,536,3,0,1,31,223101,9500,1,167,2136,315,145875,0,0,56,0,1,40955,0,10,0,0,0,0,0,0,2,0,500,250784,0,21,1,0,30,0,7,3
Jett,Colling,30301,0,5,30,129,3,0,1,31,223101,2027,1,182,2012,315,143603,0,0,78,0,0,27071,0,2,0,0,0,0,0,0,2,0,500,250793,2,195,1,0,30,0,2,3
Miloje,Tomčić,30301,0,3,243,93,3,0,1,31,223101,1516,1,186,2012,315,145269,0,0,82,0,0,27112,0,5,0,0,0,0,0,0,2,0,500,250794,2,51,1,0,30,0,5,3
Aske,Hemmingsen,30301,0,6,289,0,3,0,1,31,223101,3505,1,186,1,315,145731,0,0,81,0,0,27099,0,5,0,0,0,0,0,0,2,0,500,251117,0,13,1,0,30,0,6,3
Moray,Baird,30301,0,3,0,111,3,0,1,31,223101,9,1,181,50,315,147481,0,0,84,0,0,27082,0,2,0,0,0,0,0,0,2,0,500,252127,4,42,1,0,30,0,2,3
Alasdair,McMann,30301,0,2,0,158,1,0,1,31,223101,2014,1,178,50,315,145529,0,0,82,0,0,27074,0,2,0,0,0,0,0,0,3,0,500,252128,0,42,1,0,30,0,2,3
Ruaridh,Monroe,30301,0,5,0,16,0,0,1,31,223101,2000,1,184,50,315,145039,0,0,80,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,252129,4,42,1,0,30,0,3,3
Innes,McKellar,30301,0,6,0,119,3,0,1,31,223101,2004,1,179,50,315,147019,0,0,77,0,0,27080,0,4,0,0,0,0,0,0,4,0,500,252130,0,42,1,0,30,0,2,0
Hadrien,Dumortier,30301,0,3,0,21,3,0,1,31,223101,2517,1,186,16,315,149357,0,0,82,0,0,27084,0,7,0,0,0,0,0,0,3,0,500,256907,0,18,1,0,30,0,5,0
Timothée,Géroux,30301,0,0,0,544,4,0,1,31,223101,3000,1,188,16,315,147775,0,0,84,0,0,27050,0,9,0,0,0,0,0,0,9,0,500,256908,1,18,1,0,30,0,5,0
Vincent,Lentvogt,30301,0,5,0,77,3,0,1,31,223101,1517,1,191,19,315,148895,0,0,86,0,0,27082,0,2,0,0,0,0,0,0,2,0,500,256910,4,21,1,0,30,0,4,6
Jannik,Zöckler,30301,0,3,0,93,0,0,1,31,223101,4005,1,187,19,315,148713,0,0,81,0,0,27036,0,10,0,0,0,0,0,0,2,0,500,256911,4,21,1,0,30,0,5,3
Robin,Cainsdorf,30301,0,2,0,74,3,0,1,31,223101,7,1,191,2076,315,146976,0,0,87,0,0,27072,0,3,0,0,0,0,0,0,3,0,500,256985,4,21,1,0,30,0,5,6
Chatura,Gaurab,30301,0,9,0,105,3,0,1,31,223101,2506,1,178,2149,315,143932,0,0,76,0,0,27033,0,9,0,0,0,0,0,0,6,0,500,262003,2,159,1,0,30,0,3,6
Ranjit,Kadakia,30301,0,0,0,160,4,0,1,31,223101,1500,1,186,2149,315,147509,0,0,78,0,0,27032,0,3,0,0,0,0,0,0,7,0,500,262012,1,159,1,0,30,0,4,0
Narendra,Mamdani,30301,0,9,0,292,3,0,1,31,223101,2500,1,188,2149,315,147047,0,0,82,0,0,27035,0,9,0,0,0,0,0,0,8,0,500,262013,4,159,1,0,30,0,5,3
Mahit,Faujdar,30301,0,0,0,114,3,0,1,31,223101,1524,1,184,2149,315,144213,0,0,77,0,0,27034,0,9,0,0,0,0,0,0,7,0,500,262014,1,159,1,0,30,0,2,0
Wouter,Wiegerink,30301,0,0,0,1,4,0,1,31,223101,1016,1,187,10,315,146012,0,0,84,0,0,27076,0,9,0,0,0,0,0,0,9,0,500,262374,1,34,1,0,30,0,5,0
Gennaro,Scarpulla,30301,0,0,0,0,3,0,1,31,223101,2002,1,189,31,315,147131,0,0,86,0,0,27099,0,5,0,0,0,0,0,0,2,0,500,262375,0,27,1,0,30,0,5,0
Marcela,Sostoni,1140503,0,6,0,570,3,0,1,31,223101,7000,1,175,353,315,146907,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267487,3,52,1,0,30,0,1,1
Anne,De Vaert,1140503,0,1,0,53,3,0,1,31,223101,5500,1,180,4,315,146907,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267488,0,7,1,0,30,0,1,1
Edith,Vancruysse,1140503,0,6,0,540,0,0,1,31,223101,5501,1,165,4,315,146907,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267489,0,7,1,0,30,0,7,1
Amalie Lotte,Bundgaard,1140503,0,2,0,647,0,0,1,31,223101,5502,1,176,1,315,146938,0,0,60,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267499,3,13,1,0,30,0,1,1
Audrey,Sargnac,1140503,0,3,0,636,0,0,1,31,223101,5503,1,182,16,315,146938,0,0,65,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267500,2,18,1,0,30,0,2,3
Sarah,Paillotet,1140503,0,3,0,521,3,0,1,31,223101,5504,1,174,16,315,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267502,0,18,1,0,30,0,1,3
Coralie,Fabrier,1140503,0,1,0,516,3,0,1,31,223101,5505,1,166,17,315,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267503,0,18,1,0,30,0,7,1
Lola,Depeyre,1140503,0,1,0,570,0,0,1,31,223101,5506,1,184,17,315,146938,0,0,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267504,0,18,1,0,30,0,1,6
Rinske,Dimmendaal,1140503,0,3,0,512,3,0,1,31,223101,5507,1,174,10,315,146938,0,0,60,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267506,0,34,1,0,30,0,1,3
Hermine Kruse,Andresen,1140503,0,1,0,501,0,0,1,31,223101,5508,1,168,41,315,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267510,0,36,1,0,30,0,7,1
Honorata,Grażyńska,1140503,0,6,0,503,3,0,1,31,223101,5508,1,172,66,315,146938,0,0,60,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,267512,0,37,1,0,30,0,1,0
Sofie,Rettenbacher,1140503,0,6,0,279,3,0,1,31,223101,5509,1,175,80,315,148203,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267538,4,4,1,0,30,0,1,3
Federica,Pellecciolli,1140503,0,0,0,510,3,0,1,31,223101,7007,1,177,31,315,147595,0,0,63,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,267539,0,27,1,0,30,0,2,3
Marilza,Bencatel,1140503,0,6,0,517,0,0,1,31,223101,9001,1,173,308,315,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267540,2,38,1,0,30,0,1,6
Laoise,McInerney,1140503,0,1,0,530,3,0,1,31,223101,9511,1,178,65,315,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267541,4,25,1,0,30,0,1,1
Marialaura,Chiusdano,1140503,0,5,0,517,3,0,1,31,223101,7025,1,168,31,315,145675,0,0,58,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267542,0,27,1,0,30,0,8,0
Ioana,Hatmanu,1140503,0,0,0,501,0,0,1,31,223101,7501,1,172,330,315,144667,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267545,0,39,1,0,30,0,1,0
Grace,MacCallan,1140503,0,6,0,530,0,0,1,31,223101,5504,1,164,50,315,147677,0,0,59,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267546,3,42,1,0,30,0,8,6
María José,Hortaleza,1140503,0,3,0,538,0,0,1,31,223101,5507,1,166,53,315,148223,0,0,59,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267547,2,45,1,0,30,0,7,3
Maja,Ytternäs,1140503,0,1,0,234,3,0,1,31,223101,9504,1,175,56,315,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267548,0,46,1,0,30,0,1,1
Olivia,Azarona,1140503,0,0,0,583,3,0,1,31,223101,5502,1,168,54,315,146687,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267549,3,45,1,0,30,0,8,3
Gabriele,Hüttli,1140503,0,3,0,521,3,0,1,31,223101,5505,1,172,189,315,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267550,0,47,1,0,30,0,1,6
Sena,Gözüpak,1140503,0,3,0,562,0,0,1,31,223101,5509,1,169,68,315,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267551,0,48,1,0,30,0,8,3
Maci,Pannell,1140503,0,5,0,530,3,0,1,31,223101,9500,1,176,39,315,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267552,0,95,1,0,30,0,1,1
Franziska,Hummelberg,1140503,0,4,0,540,0,0,1,31,223101,9505,1,174,19,315,146938,0,0,60,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267553,3,21,1,0,30,0,2,1
Frieda,Pranzlhain,1140503,0,12,0,562,3,0,1,31,223101,10009,1,170,19,315,146938,0,0,60,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267554,0,21,1,0,30,0,8,7
Juliane,Dohlmeier,1140503,0,2,0,513,3,0,1,31,223101,9509,1,172,2076,315,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267555,4,21,1,0,30,0,1,1
Sarah,Dräppe,1140503,0,0,0,636,3,0,1,31,223101,9509,1,176,2076,315,146938,0,0,60,0,1,40955,0,3,0,0,0,0,0,0,3,0,500,267556,0,21,1,0,30,0,2,1
Agathe,Leyrac,1140503,0,1,0,571,0,0,1,31,223101,5506,1,172,2218,315,147768,0,0,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267557,0,18,1,0,30,0,2,1
Alizée,Le Bihan,1140503,0,3,0,530,0,0,1,31,223101,5504,1,170,2218,315,146109,0,0,61,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267558,3,18,1,0,30,0,7,0
Jennifer,Vesnier,1140503,0,6,0,505,3,0,1,31,223101,5502,1,168,2218,315,147427,0,0,58,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267559,0,18,1,0,30,0,8,6
Claire,Linglet,1140503,0,0,0,524,4,0,1,31,223101,10009,1,166,2218,315,147523,0,0,57,0,1,40951,0,9,0,0,0,0,0,0,9,0,500,267560,1,18,1,0,30,0,8,0
Natalie,Tregonwell,1140503,0,3,0,647,0,0,1,31,223101,9503,1,171,2216,315,146403,0,0,62,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267561,2,14,1,0,30,0,2,3
Sadie,Brackenborough,1140503,0,1,0,561,3,0,1,31,223101,9508,1,167,2216,315,148110,0,0,59,0,1,40955,0,6,0,0,0,0,0,0,2,0,500,267562,0,14,1,0,30,0,7,1
Peyton,Nethercoat,1140503,0,2,0,537,3,0,1,31,223101,9510,1,174,2216,315,146740,0,0,62,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267563,0,14,1,0,30,0,2,0
Sandra,Drajcković,1140503,0,6,0,532,0,0,1,31,223101,7501,1,177,76,315,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267703,2,10,1,0,30,0,1,6
Ligaya,Magsumbol,1140503,0,0,0,560,1,0,1,31,223101,6023,1,180,76,315,146938,0,0,60,0,1,40952,0,3,0,0,0,0,0,0,3,0,500,267704,3,181,1,0,30,0,1,1
Iris,Pavlidou,1140503,0,1,0,647,3,0,1,31,223101,9001,1,178,76,315,146938,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267705,3,22,1,0,30,0,1,1
Tereza,Bartonĕcová,1140503,0,1,0,560,3,0,1,31,223101,7502,1,184,76,315,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267706,0,12,1,0,30,0,1,1
Audra,Didgalviskaitė,1140503,0,0,0,636,0,0,1,31,223101,7502,1,182,76,315,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267707,0,30,1,0,30,0,2,0
Tilda,Mustakari,1140503,0,1,0,538,3,0,1,31,223101,9510,1,176,76,315,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,1,0,500,267708,0,17,1,0,30,0,1,1
Inaya,Okech,1140503,0,0,0,435,4,0,1,31,223101,10024,1,176,78,315,146938,0,0,60,0,1,40960,0,3,0,0,0,0,0,0,6,0,500,267709,3,141,1,0,30,0,1,1
Arijana,Loraj,1140503,0,3,0,532,0,0,1,31,223101,9002,1,182,78,315,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267710,2,1,1,0,30,0,1,0
Elvisa,Trto,1140503,0,1,0,75,0,0,1,31,223101,7501,1,178,78,315,146938,0,1,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267711,0,8,1,0,30,0,2,1
Axeliane,Clarke,1140503,0,3,0,530,4,0,1,31,223101,6010,1,175,78,315,146938,0,0,60,0,1,40957,0,3,0,0,0,0,0,0,2,0,500,267712,3,70,1,0,30,0,2,1
Maddison,Streatfield,1140503,0,3,0,536,0,0,1,31,223101,5509,1,178,351,315,147328,0,0,61,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,268495,3,195,1,0,30,0,2,0
Isla,Nulliner,1140503,0,2,0,562,0,0,1,31,223101,5501,1,172,351,315,147937,0,0,61,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,268496,2,195,1,0,30,0,2,0
Clémentine,Lavenir,1140503,0,3,0,517,3,0,1,31,223101,5509,1,177,2218,315,145717,0,0,64,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,268586,0,18,1,0,30,0,1,3
Gaëlle,Hauchard,1140503,0,5,0,524,3,0,1,31,223101,5510,1,174,2218,315,147902,0,0,61,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,268587,4,18,1,0,30,0,2,6
Danish Nabil,Riaz,30301,0,0,0,65,4,0,1,31,223101,517,1,184,41,315,145080,0,0,73,0,0,27115,0,9,0,0,0,0,0,0,3,0,500,268869,3,36,1,0,30,0,1,0
Suad,Hajradinović,30301,0,9,0,65,0,0,1,31,223101,3502,1,187,56,315,145080,0,0,78,0,0,27092,0,5,0,0,0,0,0,0,2,0,500,268870,0,46,1,0,30,0,5,0
Hakan,Bozbakan,30301,0,21,0,16,0,0,1,31,223101,2015,1,186,19,315,147027,0,0,75,0,0,27051,0,3,0,0,0,0,0,0,4,0,500,269241,4,48,1,0,30,0,5,3
Baran,Kocaoğul,30301,0,20,0,77,3,0,1,31,223101,2005,1,189,19,315,147027,0,0,80,0,0,27080,0,4,0,0,0,0,0,0,4,0,500,269242,0,48,1,0,30,0,5,3
Ábel,Medvés,30301,0,3,0,636,3,0,1,31,223101,11,1,188,330,315,147027,0,0,82,0,0,27067,0,2,0,0,0,0,0,0,3,0,500,269266,0,23,1,0,30,0,5,0
Kaisley,Leal,1140503,0,0,0,512,0,0,1,31,223101,5501,1,174,2221,315,149203,0,0,65,0,1,40966,0,5,0,0,0,0,0,0,4,0,500,272634,3,95,1,0,30,0,1,0
Kaiya,Blackwell,1140503,0,20,0,615,1,0,1,31,223101,7005,1,176,2221,315,148570,0,0,67,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,272635,3,95,1,0,30,0,2,6
Paisleigh,Monroe,1140503,0,2,0,500,0,0,1,31,223101,9503,1,176,2221,315,149504,0,0,68,0,1,40963,0,4,0,0,0,0,0,0,4,0,500,272636,0,95,1,0,30,0,2,2
Giovanna,Piñeda,1140503,0,20,0,504,0,0,1,31,223101,7012,1,177,2221,315,148122,0,0,68,0,1,40962,0,4,0,0,0,0,0,0,4,0,500,272637,1,95,1,0,30,0,2,20
Jaylani,Velazquez,1140503,0,21,0,71,2,0,1,31,223101,10004,1,173,2221,315,146733,0,0,59,0,1,40965,0,9,0,0,0,0,0,0,8,0,500,272638,3,95,1,0,30,0,1,0
Kimber,Burchfield,1140503,0,19,0,281,0,0,1,31,223101,9008,1,174,2221,315,146313,0,0,62,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,272639,3,95,1,0,30,0,1,6
Dilara,Dahmen,1140503,0,1,0,512,0,0,1,31,223101,5501,1,172,2215,315,146938,0,0,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,275116,0,21,1,0,30,0,2,1
Nina,Kramermann,1140503,0,2,0,16,0,0,1,31,223101,5500,1,170,2215,315,146938,0,0,59,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,275117,2,21,1,0,30,0,8,2
Bea,Mühlendorf,1140503,0,5,0,623,1,0,1,31,223101,5502,1,170,2215,315,146938,0,0,59,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,275118,3,21,1,0,30,0,8,5
Hilda,Schmitzenberg,1140503,0,16,0,77,0,0,1,31,223101,5503,1,171,2215,315,146938,0,0,60,0,1,40963,0,4,0,0,0,0,0,0,4,0,500,275119,0,21,1,0,30,0,2,16
Aina,Corella,1140503,0,1,0,615,3,0,1,31,223101,5505,1,168,2222,315,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,275120,4,45,1,0,30,0,8,1
Naroa,Lete,1140503,0,6,0,552,0,0,1,31,223101,5505,1,171,2222,315,150590,0,0,61,0,1,40962,0,4,0,0,0,0,0,0,4,0,500,275121,1,45,1,0,30,0,2,6
Leire,Perlas,1140503,0,12,0,928,0,0,1,31,223101,5506,1,173,2222,315,146938,0,0,61,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,275122,3,45,1,0,30,0,2,12
Athenea,Pinilla,1140503,0,2,0,617,3,0,1,31,223101,5507,1,176,2222,315,146938,0,0,63,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,275123,0,45,1,0,30,0,2,2
Eunate,Pazos,1140503,0,4,0,639,1,0,1,31,223101,5506,1,175,2222,315,146938,0,0,62,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,275124,3,45,1,0,30,0,2,4
